Tree map for parameter file C:\Users\SamDavis\Documents\GitHub\SortieRuns\XMLs\093015-runs\093015-SFTRABMA.xml
Species	Type	X	Y	Height	Diam10	Light	Growth	DBH	Crown Radius	Crown Depth	dead
ABMA	Adult	175.25	240.1	--	--	--	--	9.09	--	--	--
ABMA	Adult	71.01	247.91	--	--	--	--	2.57	--	--	--
ABMA	Adult	172.55	84.25	--	--	--	--	5.07	--	--	--
ABMA	Adult	72.41	105.23	--	--	--	--	14.27	--	--	--
ABMA	Adult	140.27	256.0	--	--	--	--	3.28	--	--	--
ABMA	Adult	122.33	16.43	--	--	--	--	1.27	--	--	--
ABMA	Adult	231.02	131.91	--	--	--	--	9.14	--	--	--
ABMA	Adult	181.11	23.6	--	--	--	--	23.69	--	--	--
ABMA	Adult	224.61	8.21	--	--	--	--	4.22	--	--	--
ABMA	Adult	276.59	86.04	--	--	--	--	2.28	--	--	--
ABMA	Adult	4.75	258.43	--	--	--	--	0.75	--	--	--
ABMA	Adult	168.17	54.25	--	--	--	--	0.49	--	--	--
ABMA	Adult	274.64	91.36	--	--	--	--	1.79	--	--	--
ABMA	Adult	299.14	79.86	--	--	--	--	19.94	--	--	--
ABMA	Adult	110.76	142.23	--	--	--	--	24.64	--	--	--
ABMA	Adult	249.07	278.11	--	--	--	--	6.3	--	--	--
ABMA	Adult	243.48	114.76	--	--	--	--	1.58	--	--	--
ABMA	Adult	249.01	144.89	--	--	--	--	13.38	--	--	--
ABMA	Adult	295.33	103.17	--	--	--	--	3.59	--	--	--
ABMA	Adult	25.21	203.95	--	--	--	--	10.04	--	--	--
ABMA	Adult	291.47	43.09	--	--	--	--	1.27	--	--	--
ABMA	Adult	285.09	287.78	--	--	--	--	2.09	--	--	--
ABMA	Adult	289.83	179.19	--	--	--	--	2.34	--	--	--
ABMA	Adult	277.23	134.19	--	--	--	--	45.0	--	--	--
ABMA	Adult	35.96	222.35	--	--	--	--	0.83	--	--	--
ABMA	Adult	137.93	28.19	--	--	--	--	1.19	--	--	--
ABMA	Adult	123.0	230.87	--	--	--	--	155.91	--	--	--
ABMA	Adult	249.81	144.51	--	--	--	--	13.84	--	--	--
ABMA	Adult	270.87	131.88	--	--	--	--	3.67	--	--	--
ABMA	Adult	2.95	138.69	--	--	--	--	3.63	--	--	--
ABMA	Adult	259.67	130.01	--	--	--	--	8.39	--	--	--
ABMA	Adult	194.76	137.99	--	--	--	--	49.26	--	--	--
ABMA	Adult	32.86	284.93	--	--	--	--	1.95	--	--	--
ABMA	Adult	162.1	240.15	--	--	--	--	5.86	--	--	--
ABMA	Adult	221.99	39.86	--	--	--	--	8.94	--	--	--
ABMA	Adult	295.46	84.7	--	--	--	--	1.84	--	--	--
ABMA	Adult	6.13	262.33	--	--	--	--	24.59	--	--	--
ABMA	Adult	106.32	253.81	--	--	--	--	1.84	--	--	--
ABMA	Adult	164.03	149.22	--	--	--	--	0.41	--	--	--
ABMA	Adult	137.05	227.54	--	--	--	--	1.47	--	--	--
ABMA	Adult	157.46	105.36	--	--	--	--	6.78	--	--	--
ABMA	Adult	194.56	261.41	--	--	--	--	1.32	--	--	--
ABMA	Adult	177.14	52.98	--	--	--	--	8.66	--	--	--
ABMA	Adult	266.69	79.98	--	--	--	--	11.61	--	--	--
ABMA	Adult	146.22	214.94	--	--	--	--	33.64	--	--	--
ABMA	Adult	222.82	133.62	--	--	--	--	54.35	--	--	--
ABMA	Adult	119.27	221.96	--	--	--	--	7.73	--	--	--
ABMA	Adult	193.4	188.41	--	--	--	--	0.49	--	--	--
ABMA	Adult	158.35	279.75	--	--	--	--	24.7	--	--	--
ABMA	Adult	201.33	262.32	--	--	--	--	3.02	--	--	--
ABMA	Adult	224.64	91.2	--	--	--	--	20.92	--	--	--
ABMA	Adult	164.36	38.24	--	--	--	--	20.63	--	--	--
ABMA	Adult	50.11	214.84	--	--	--	--	0.38	--	--	--
ABMA	Adult	83.01	180.88	--	--	--	--	5.26	--	--	--
ABMA	Adult	136.44	98.38	--	--	--	--	2.1	--	--	--
ABMA	Adult	238.03	211.7	--	--	--	--	9.6	--	--	--
ABMA	Adult	265.27	131.08	--	--	--	--	5.57	--	--	--
ABMA	Adult	202.83	31.4	--	--	--	--	14.18	--	--	--
ABMA	Adult	40.23	207.51	--	--	--	--	10.66	--	--	--
ABMA	Adult	62.71	168.94	--	--	--	--	3.54	--	--	--
ABMA	Adult	235.7	102.74	--	--	--	--	35.78	--	--	--
ABMA	Adult	283.78	135.13	--	--	--	--	9.32	--	--	--
ABMA	Adult	148.29	140.7	--	--	--	--	5.52	--	--	--
ABMA	Adult	254.79	69.67	--	--	--	--	0.97	--	--	--
ABMA	Adult	106.14	104.09	--	--	--	--	2.58	--	--	--
ABMA	Adult	231.47	213.81	--	--	--	--	3.92	--	--	--
ABMA	Adult	65.75	258.94	--	--	--	--	2.29	--	--	--
ABMA	Adult	270.01	47.05	--	--	--	--	1.38	--	--	--
ABMA	Adult	94.93	209.36	--	--	--	--	4.7	--	--	--
ABMA	Adult	226.21	10.36	--	--	--	--	4.81	--	--	--
ABMA	Adult	218.71	152.21	--	--	--	--	1.9	--	--	--
ABMA	Adult	41.96	120.62	--	--	--	--	4.38	--	--	--
ABMA	Adult	124.97	3.85	--	--	--	--	5.88	--	--	--
ABMA	Adult	18.17	244.11	--	--	--	--	4.35	--	--	--
ABMA	Adult	280.25	53.13	--	--	--	--	5.39	--	--	--
ABMA	Adult	248.93	88.84	--	--	--	--	42.61	--	--	--
ABMA	Adult	108.32	271.89	--	--	--	--	11.49	--	--	--
ABMA	Adult	133.91	173.83	--	--	--	--	11.43	--	--	--
ABMA	Adult	276.4	174.22	--	--	--	--	1.47	--	--	--
ABMA	Adult	77.31	228.01	--	--	--	--	26.74	--	--	--
ABMA	Adult	154.46	149.48	--	--	--	--	4.25	--	--	--
ABMA	Adult	291.15	218.49	--	--	--	--	1.46	--	--	--
ABMA	Adult	193.39	259.99	--	--	--	--	5.72	--	--	--
ABMA	Adult	41.54	214.62	--	--	--	--	2.78	--	--	--
ABMA	Adult	222.63	44.17	--	--	--	--	7.53	--	--	--
ABMA	Adult	136.61	185.13	--	--	--	--	5.72	--	--	--
ABMA	Adult	129.64	288.77	--	--	--	--	42.2	--	--	--
ABMA	Adult	250.69	185.73	--	--	--	--	13.67	--	--	--
ABMA	Adult	166.81	255.37	--	--	--	--	58.04	--	--	--
ABMA	Adult	262.02	259.61	--	--	--	--	12.37	--	--	--
ABMA	Adult	71.39	155.3	--	--	--	--	19.87	--	--	--
ABMA	Adult	226.17	79.12	--	--	--	--	0.97	--	--	--
ABMA	Adult	207.86	159.77	--	--	--	--	83.82	--	--	--
ABMA	Adult	107.61	24.69	--	--	--	--	56.71	--	--	--
ABMA	Adult	1.05	160.13	--	--	--	--	0.19	--	--	--
ABMA	Adult	83.53	198.24	--	--	--	--	1.04	--	--	--
ABMA	Adult	201.68	48.85	--	--	--	--	10.55	--	--	--
ABMA	Adult	139.35	180.29	--	--	--	--	11.0	--	--	--
ABMA	Adult	177.85	220.38	--	--	--	--	6.55	--	--	--
ABMA	Adult	49.36	287.15	--	--	--	--	14.82	--	--	--
ABMA	Adult	100.2	241.11	--	--	--	--	2.07	--	--	--
ABMA	Adult	143.89	21.05	--	--	--	--	2.15	--	--	--
ABMA	Adult	178.35	152.01	--	--	--	--	12.07	--	--	--
ABMA	Adult	130.09	213.27	--	--	--	--	10.05	--	--	--
ABMA	Adult	28.98	134.2	--	--	--	--	6.05	--	--	--
ABMA	Adult	71.88	243.83	--	--	--	--	13.62	--	--	--
ABMA	Adult	145.07	112.62	--	--	--	--	7.02	--	--	--
ABMA	Adult	179.46	134.4	--	--	--	--	1.79	--	--	--
ABMA	Adult	65.49	258.16	--	--	--	--	25.82	--	--	--
ABMA	Adult	220.26	45.18	--	--	--	--	6.26	--	--	--
ABMA	Adult	106.02	186.52	--	--	--	--	9.46	--	--	--
ABMA	Adult	225.0	19.54	--	--	--	--	3.62	--	--	--
ABMA	Adult	155.9	81.83	--	--	--	--	1.96	--	--	--
ABMA	Adult	33.4	259.93	--	--	--	--	1.52	--	--	--
ABMA	Adult	250.88	247.75	--	--	--	--	7.57	--	--	--
ABMA	Adult	5.98	196.11	--	--	--	--	1.17	--	--	--
ABMA	Adult	167.45	148.06	--	--	--	--	6.96	--	--	--
ABMA	Adult	78.72	207.76	--	--	--	--	13.64	--	--	--
ABMA	Adult	78.74	102.07	--	--	--	--	322.6	--	--	--
ABMA	Adult	168.25	205.3	--	--	--	--	6.62	--	--	--
ABMA	Adult	119.88	70.63	--	--	--	--	19.23	--	--	--
ABMA	Adult	239.37	30.53	--	--	--	--	0.81	--	--	--
ABMA	Adult	186.91	76.7	--	--	--	--	2.21	--	--	--
ABMA	Adult	160.94	27.02	--	--	--	--	0.77	--	--	--
ABMA	Adult	41.72	290.88	--	--	--	--	5.71	--	--	--
ABMA	Adult	127.73	280.61	--	--	--	--	23.97	--	--	--
ABMA	Adult	66.43	198.34	--	--	--	--	9.46	--	--	--
ABMA	Adult	20.89	175.59	--	--	--	--	7.3	--	--	--
ABMA	Adult	129.34	34.15	--	--	--	--	4.63	--	--	--
ABMA	Adult	99.03	256.23	--	--	--	--	38.18	--	--	--
ABMA	Adult	260.36	172.87	--	--	--	--	1.88	--	--	--
ABMA	Adult	92.37	216.71	--	--	--	--	2.27	--	--	--
ABMA	Adult	17.17	128.49	--	--	--	--	127.4	--	--	--
ABMA	Adult	58.9	287.47	--	--	--	--	6.67	--	--	--
ABMA	Adult	210.03	190.74	--	--	--	--	2.88	--	--	--
ABMA	Adult	100.11	232.38	--	--	--	--	22.58	--	--	--
ABMA	Adult	93.24	200.07	--	--	--	--	3.12	--	--	--
ABMA	Adult	110.24	43.75	--	--	--	--	0.55	--	--	--
ABMA	Adult	37.64	153.36	--	--	--	--	6.79	--	--	--
ABMA	Adult	295.06	205.05	--	--	--	--	0.83	--	--	--
ABMA	Adult	116.6	167.28	--	--	--	--	8.86	--	--	--
ABMA	Adult	265.14	69.62	--	--	--	--	7.83	--	--	--
ABMA	Adult	1.43	273.33	--	--	--	--	2.4	--	--	--
ABMA	Adult	216.4	68.65	--	--	--	--	2.08	--	--	--
ABMA	Adult	281.93	81.21	--	--	--	--	2.11	--	--	--
ABMA	Adult	56.39	262.01	--	--	--	--	12.29	--	--	--
ABMA	Adult	259.2	188.44	--	--	--	--	2.68	--	--	--
ABMA	Adult	250.97	119.39	--	--	--	--	27.85	--	--	--
ABMA	Adult	35.74	135.6	--	--	--	--	3.31	--	--	--
ABMA	Adult	31.84	296.44	--	--	--	--	2.46	--	--	--
ABMA	Adult	137.71	132.0	--	--	--	--	1.25	--	--	--
ABMA	Adult	124.56	240.64	--	--	--	--	0.55	--	--	--
ABMA	Adult	102.21	197.04	--	--	--	--	1.16	--	--	--
ABMA	Adult	122.92	44.39	--	--	--	--	16.18	--	--	--
ABMA	Adult	189.72	275.75	--	--	--	--	0.65	--	--	--
ABMA	Adult	9.78	294.74	--	--	--	--	2.51	--	--	--
ABMA	Adult	192.44	112.43	--	--	--	--	1.73	--	--	--
ABMA	Adult	37.45	164.81	--	--	--	--	26.86	--	--	--
ABMA	Adult	251.78	106.16	--	--	--	--	9.48	--	--	--
ABMA	Adult	193.38	288.81	--	--	--	--	27.7	--	--	--
ABMA	Adult	293.51	287.81	--	--	--	--	13.15	--	--	--
ABMA	Adult	53.49	231.24	--	--	--	--	6.12	--	--	--
ABMA	Adult	193.11	246.27	--	--	--	--	24.36	--	--	--
ABMA	Adult	242.81	207.75	--	--	--	--	6.11	--	--	--
ABMA	Adult	70.13	297.64	--	--	--	--	9.67	--	--	--
ABMA	Adult	106.25	78.64	--	--	--	--	5.02	--	--	--
ABMA	Adult	12.2	126.38	--	--	--	--	0.78	--	--	--
ABMA	Adult	235.8	178.47	--	--	--	--	4.02	--	--	--
ABMA	Adult	233.49	42.53	--	--	--	--	66.79	--	--	--
ABMA	Adult	100.83	190.84	--	--	--	--	7.49	--	--	--
ABMA	Adult	118.17	223.79	--	--	--	--	3.84	--	--	--
ABMA	Adult	277.1	177.04	--	--	--	--	4.34	--	--	--
ABMA	Adult	283.13	217.0	--	--	--	--	24.19	--	--	--
ABMA	Adult	54.26	246.53	--	--	--	--	13.82	--	--	--
ABMA	Adult	31.71	166.41	--	--	--	--	0.9	--	--	--
ABMA	Adult	235.95	56.24	--	--	--	--	1.05	--	--	--
ABMA	Adult	232.78	35.41	--	--	--	--	0.97	--	--	--
ABMA	Adult	153.35	184.02	--	--	--	--	7.88	--	--	--
ABMA	Adult	24.65	140.9	--	--	--	--	4.08	--	--	--
ABMA	Adult	45.84	241.7	--	--	--	--	3.27	--	--	--
ABMA	Adult	239.28	298.11	--	--	--	--	17.0	--	--	--
ABMA	Adult	115.57	294.49	--	--	--	--	18.53	--	--	--
ABMA	Adult	113.98	138.78	--	--	--	--	6.18	--	--	--
ABMA	Adult	247.24	116.38	--	--	--	--	7.01	--	--	--
ABMA	Adult	37.82	258.54	--	--	--	--	14.72	--	--	--
ABMA	Adult	173.82	181.27	--	--	--	--	25.82	--	--	--
ABMA	Adult	251.84	104.47	--	--	--	--	15.87	--	--	--
ABMA	Adult	27.93	260.78	--	--	--	--	3.19	--	--	--
ABMA	Adult	150.56	32.07	--	--	--	--	6.06	--	--	--
ABMA	Adult	128.14	132.77	--	--	--	--	3.84	--	--	--
ABMA	Adult	124.29	27.37	--	--	--	--	2.88	--	--	--
ABMA	Adult	278.76	82.62	--	--	--	--	0.95	--	--	--
ABMA	Adult	247.43	22.44	--	--	--	--	2.32	--	--	--
ABMA	Adult	299.29	112.71	--	--	--	--	9.47	--	--	--
ABMA	Adult	39.3	135.39	--	--	--	--	20.32	--	--	--
ABMA	Adult	224.8	74.33	--	--	--	--	9.52	--	--	--
ABMA	Adult	98.15	151.84	--	--	--	--	0.44	--	--	--
ABMA	Adult	80.41	158.53	--	--	--	--	1.83	--	--	--
ABMA	Adult	162.01	119.99	--	--	--	--	28.01	--	--	--
ABMA	Adult	64.79	172.52	--	--	--	--	8.74	--	--	--
ABMA	Adult	238.2	280.42	--	--	--	--	10.37	--	--	--
ABMA	Adult	170.04	256.07	--	--	--	--	3.82	--	--	--
ABMA	Adult	102.02	279.54	--	--	--	--	7.27	--	--	--
ABMA	Adult	93.41	207.85	--	--	--	--	1.78	--	--	--
ABMA	Adult	222.39	126.4	--	--	--	--	0.25	--	--	--
ABMA	Adult	108.74	5.26	--	--	--	--	4.48	--	--	--
ABMA	Adult	233.56	146.63	--	--	--	--	10.93	--	--	--
ABMA	Adult	191.21	50.79	--	--	--	--	1.09	--	--	--
ABMA	Adult	184.37	255.81	--	--	--	--	0.72	--	--	--
ABMA	Adult	162.47	36.32	--	--	--	--	13.64	--	--	--
ABMA	Adult	159.09	82.07	--	--	--	--	1.91	--	--	--
ABMA	Adult	262.77	57.8	--	--	--	--	4.13	--	--	--
ABMA	Adult	8.22	281.6	--	--	--	--	6.01	--	--	--
ABMA	Adult	241.44	189.06	--	--	--	--	4.53	--	--	--
ABMA	Adult	291.99	245.87	--	--	--	--	1.6	--	--	--
ABMA	Adult	17.0	268.36	--	--	--	--	11.34	--	--	--
ABMA	Adult	87.15	120.2	--	--	--	--	30.97	--	--	--
ABMA	Adult	53.94	279.14	--	--	--	--	0.38	--	--	--
ABMA	Adult	282.74	246.13	--	--	--	--	7.86	--	--	--
ABMA	Adult	77.25	292.7	--	--	--	--	8.89	--	--	--
ABMA	Adult	196.71	78.45	--	--	--	--	0.6	--	--	--
ABMA	Adult	193.43	10.06	--	--	--	--	5.86	--	--	--
ABMA	Adult	212.93	257.22	--	--	--	--	3.49	--	--	--
ABMA	Adult	158.92	86.67	--	--	--	--	9.46	--	--	--
ABMA	Adult	34.78	189.26	--	--	--	--	4.09	--	--	--
ABMA	Adult	214.14	44.38	--	--	--	--	37.98	--	--	--
ABMA	Adult	12.07	274.93	--	--	--	--	0.17	--	--	--
ABMA	Adult	232.65	232.42	--	--	--	--	17.61	--	--	--
ABMA	Adult	68.8	287.75	--	--	--	--	6.39	--	--	--
ABMA	Adult	190.37	23.21	--	--	--	--	3.15	--	--	--
ABMA	Adult	286.97	290.53	--	--	--	--	13.42	--	--	--
ABMA	Adult	206.68	14.07	--	--	--	--	18.2	--	--	--
ABMA	Adult	104.8	56.28	--	--	--	--	3.82	--	--	--
ABMA	Adult	224.24	234.23	--	--	--	--	10.99	--	--	--
ABMA	Adult	281.04	37.78	--	--	--	--	2.95	--	--	--
ABMA	Adult	65.64	193.27	--	--	--	--	11.08	--	--	--
ABMA	Adult	107.11	91.85	--	--	--	--	8.28	--	--	--
ABMA	Adult	143.89	110.95	--	--	--	--	1.77	--	--	--
ABMA	Adult	142.16	271.9	--	--	--	--	1.17	--	--	--
ABMA	Adult	151.37	193.26	--	--	--	--	0.78	--	--	--
ABMA	Adult	189.72	62.5	--	--	--	--	20.27	--	--	--
ABMA	Adult	48.85	132.69	--	--	--	--	0.99	--	--	--
ABMA	Adult	105.2	38.31	--	--	--	--	2.93	--	--	--
ABMA	Adult	204.38	292.43	--	--	--	--	6.05	--	--	--
ABMA	Adult	184.39	176.47	--	--	--	--	49.39	--	--	--
ABMA	Adult	188.55	173.32	--	--	--	--	2.46	--	--	--
ABMA	Adult	196.13	121.23	--	--	--	--	3.13	--	--	--
ABMA	Adult	269.51	95.98	--	--	--	--	8.72	--	--	--
ABMA	Adult	257.05	124.33	--	--	--	--	7.05	--	--	--
ABMA	Adult	182.31	155.79	--	--	--	--	1.11	--	--	--
ABMA	Adult	159.0	196.02	--	--	--	--	5.12	--	--	--
ABMA	Adult	114.83	6.56	--	--	--	--	20.57	--	--	--
ABMA	Adult	43.56	167.38	--	--	--	--	119.56	--	--	--
ABMA	Adult	48.86	231.16	--	--	--	--	2.4	--	--	--
ABMA	Adult	252.24	285.43	--	--	--	--	2.38	--	--	--
ABMA	Adult	254.81	204.01	--	--	--	--	33.7	--	--	--
ABMA	Adult	160.66	75.26	--	--	--	--	3.0	--	--	--
ABMA	Adult	124.99	253.59	--	--	--	--	1.34	--	--	--
ABMA	Adult	74.68	231.61	--	--	--	--	25.22	--	--	--
ABMA	Adult	249.13	217.95	--	--	--	--	2.94	--	--	--
ABMA	Adult	38.03	165.61	--	--	--	--	7.9	--	--	--
ABMA	Adult	289.6	29.56	--	--	--	--	8.26	--	--	--
ABMA	Adult	108.25	78.82	--	--	--	--	23.84	--	--	--
ABMA	Adult	58.59	287.11	--	--	--	--	1.74	--	--	--
ABMA	Adult	204.45	160.84	--	--	--	--	1.58	--	--	--
ABMA	Adult	274.14	58.46	--	--	--	--	4.95	--	--	--
ABMA	Adult	124.55	85.8	--	--	--	--	1.48	--	--	--
ABMA	Adult	187.79	143.12	--	--	--	--	1.29	--	--	--
ABMA	Adult	14.81	240.86	--	--	--	--	1.18	--	--	--
ABMA	Adult	244.48	258.27	--	--	--	--	19.1	--	--	--
ABMA	Adult	164.0	233.79	--	--	--	--	24.25	--	--	--
ABMA	Adult	201.87	103.16	--	--	--	--	0.49	--	--	--
ABMA	Adult	33.31	279.29	--	--	--	--	61.21	--	--	--
ABMA	Adult	210.2	187.82	--	--	--	--	2.62	--	--	--
ABMA	Adult	187.27	105.21	--	--	--	--	2.98	--	--	--
ABMA	Adult	167.14	153.35	--	--	--	--	8.3	--	--	--
ABMA	Adult	200.4	105.26	--	--	--	--	17.16	--	--	--
ABMA	Adult	261.25	10.99	--	--	--	--	17.95	--	--	--
ABMA	Adult	62.57	143.32	--	--	--	--	1.18	--	--	--
ABMA	Adult	182.32	116.76	--	--	--	--	6.6	--	--	--
ABMA	Adult	228.69	75.49	--	--	--	--	12.1	--	--	--
ABMA	Adult	279.52	228.26	--	--	--	--	6.57	--	--	--
ABMA	Adult	271.43	81.59	--	--	--	--	1.04	--	--	--
ABMA	Adult	30.44	278.75	--	--	--	--	1.78	--	--	--
ABMA	Adult	149.04	278.62	--	--	--	--	1.18	--	--	--
ABMA	Adult	236.64	97.77	--	--	--	--	1.54	--	--	--
ABMA	Adult	184.23	97.94	--	--	--	--	1.95	--	--	--
ABMA	Adult	122.54	205.62	--	--	--	--	8.25	--	--	--
ABMA	Adult	257.21	168.75	--	--	--	--	3.26	--	--	--
ABMA	Adult	199.0	182.66	--	--	--	--	1.52	--	--	--
ABMA	Adult	196.49	241.66	--	--	--	--	10.26	--	--	--
ABMA	Adult	242.82	183.68	--	--	--	--	1.85	--	--	--
ABMA	Adult	107.32	61.88	--	--	--	--	22.1	--	--	--
ABMA	Adult	245.47	14.81	--	--	--	--	42.93	--	--	--
ABMA	Adult	293.93	270.96	--	--	--	--	8.88	--	--	--
ABMA	Adult	68.23	170.88	--	--	--	--	5.74	--	--	--
ABMA	Adult	53.5	150.77	--	--	--	--	2.4	--	--	--
ABMA	Adult	13.79	113.39	--	--	--	--	2.47	--	--	--
ABMA	Adult	240.63	62.22	--	--	--	--	27.32	--	--	--
ABMA	Adult	157.81	186.32	--	--	--	--	13.3	--	--	--
ABMA	Adult	196.65	120.16	--	--	--	--	3.2	--	--	--
ABMA	Adult	173.74	150.88	--	--	--	--	0.33	--	--	--
ABMA	Adult	264.74	106.94	--	--	--	--	5.7	--	--	--
ABMA	Adult	152.59	151.23	--	--	--	--	15.53	--	--	--
ABMA	Adult	203.09	111.06	--	--	--	--	1.08	--	--	--
ABMA	Adult	220.12	140.27	--	--	--	--	9.13	--	--	--
ABMA	Adult	27.26	154.0	--	--	--	--	1.26	--	--	--
ABMA	Adult	117.38	293.77	--	--	--	--	9.14	--	--	--
ABMA	Adult	177.1	196.62	--	--	--	--	5.06	--	--	--
ABMA	Adult	142.42	291.74	--	--	--	--	2.48	--	--	--
ABMA	Adult	119.25	299.55	--	--	--	--	9.05	--	--	--
ABMA	Adult	184.67	154.85	--	--	--	--	11.5	--	--	--
ABMA	Adult	37.64	296.72	--	--	--	--	1.7	--	--	--
ABMA	Adult	183.0	222.9	--	--	--	--	0.67	--	--	--
ABMA	Adult	125.23	46.77	--	--	--	--	6.17	--	--	--
ABMA	Adult	164.4	150.46	--	--	--	--	9.49	--	--	--
ABMA	Adult	113.89	102.84	--	--	--	--	19.32	--	--	--
ABMA	Adult	278.52	149.94	--	--	--	--	10.98	--	--	--
ABMA	Adult	90.96	125.4	--	--	--	--	4.71	--	--	--
ABMA	Adult	60.68	156.51	--	--	--	--	47.96	--	--	--
ABMA	Adult	10.18	145.1	--	--	--	--	6.91	--	--	--
ABMA	Adult	65.23	219.19	--	--	--	--	8.82	--	--	--
ABMA	Adult	282.77	32.21	--	--	--	--	370.03	--	--	--
ABMA	Adult	188.6	16.12	--	--	--	--	6.82	--	--	--
ABMA	Adult	232.57	199.64	--	--	--	--	2.47	--	--	--
ABMA	Adult	298.93	15.14	--	--	--	--	3.85	--	--	--
ABMA	Adult	182.97	254.67	--	--	--	--	7.72	--	--	--
ABMA	Adult	154.17	120.0	--	--	--	--	2.2	--	--	--
ABMA	Adult	61.84	204.65	--	--	--	--	1.03	--	--	--
ABMA	Adult	209.34	16.62	--	--	--	--	26.69	--	--	--
ABMA	Adult	54.37	278.5	--	--	--	--	12.1	--	--	--
ABMA	Adult	200.71	18.54	--	--	--	--	5.78	--	--	--
ABMA	Adult	57.45	290.97	--	--	--	--	21.31	--	--	--
ABMA	Adult	208.01	259.42	--	--	--	--	3.48	--	--	--
ABMA	Adult	113.22	42.9	--	--	--	--	7.93	--	--	--
ABMA	Adult	47.58	163.6	--	--	--	--	12.29	--	--	--
ABMA	Adult	171.08	87.44	--	--	--	--	6.62	--	--	--
ABMA	Adult	196.97	248.02	--	--	--	--	5.23	--	--	--
ABMA	Adult	105.11	85.42	--	--	--	--	1.28	--	--	--
ABMA	Adult	99.61	263.73	--	--	--	--	1.03	--	--	--
ABMA	Adult	185.76	36.58	--	--	--	--	9.73	--	--	--
ABMA	Adult	163.73	83.05	--	--	--	--	5.97	--	--	--
ABMA	Adult	228.56	272.86	--	--	--	--	0.67	--	--	--
ABMA	Adult	128.97	145.52	--	--	--	--	1.92	--	--	--
ABMA	Adult	87.3	137.62	--	--	--	--	27.74	--	--	--
ABMA	Adult	157.44	170.0	--	--	--	--	5.48	--	--	--
ABMA	Adult	64.16	255.23	--	--	--	--	11.24	--	--	--
ABMA	Adult	73.37	258.96	--	--	--	--	4.7	--	--	--
ABMA	Adult	108.5	266.01	--	--	--	--	5.63	--	--	--
ABMA	Adult	170.41	247.35	--	--	--	--	6.47	--	--	--
ABMA	Adult	130.28	148.48	--	--	--	--	1.94	--	--	--
ABMA	Adult	12.59	241.22	--	--	--	--	15.53	--	--	--
ABMA	Adult	54.4	190.1	--	--	--	--	140.95	--	--	--
ABMA	Adult	105.35	198.59	--	--	--	--	1.75	--	--	--
ABMA	Adult	259.78	39.12	--	--	--	--	6.76	--	--	--
ABMA	Adult	223.88	183.71	--	--	--	--	2.73	--	--	--
ABMA	Adult	246.13	80.47	--	--	--	--	10.48	--	--	--
ABMA	Adult	142.4	284.75	--	--	--	--	4.03	--	--	--
ABMA	Adult	197.87	124.11	--	--	--	--	3.06	--	--	--
