Tree map for parameter file C:\Users\SamDavis\Documents\GitHub\SortieRuns\XMLs\093015-runs\093015-PGABMA-Fin.xml
Species	Type	X	Y	Height	Diam10	Light	Growth	DBH	Crown Radius	Crown Depth	dead
ABMA	Adult	224.22	222.57	--	--	--	--	15.71	--	--	--
ABMA	Adult	185.41	97.47	--	--	--	--	22.23	--	--	--
ABMA	Adult	191.64	5.93	--	--	--	--	14.32	--	--	--
ABMA	Adult	121.28	277.72	--	--	--	--	22.79	--	--	--
ABMA	Adult	277.36	99.63	--	--	--	--	19.28	--	--	--
ABMA	Adult	121.6	50.9	--	--	--	--	112.93	--	--	--
ABMA	Adult	125.01	10.96	--	--	--	--	10.03	--	--	--
ABMA	Adult	127.21	28.91	--	--	--	--	11.79	--	--	--
ABMA	Adult	85.52	171.87	--	--	--	--	1.92	--	--	--
ABMA	Adult	157.93	181.1	--	--	--	--	20.41	--	--	--
ABMA	Adult	112.6	279.09	--	--	--	--	6.17	--	--	--
ABMA	Adult	154.1	114.83	--	--	--	--	207.11	--	--	--
ABMA	Adult	222.85	252.63	--	--	--	--	9.91	--	--	--
ABMA	Adult	125.48	151.56	--	--	--	--	36.4	--	--	--
ABMA	Adult	90.56	107.54	--	--	--	--	2.8	--	--	--
ABMA	Adult	22.31	112.97	--	--	--	--	37.5	--	--	--
ABMA	Adult	231.53	191.99	--	--	--	--	2.38	--	--	--
ABMA	Adult	81.49	187.67	--	--	--	--	33.76	--	--	--
ABMA	Adult	26.42	295.31	--	--	--	--	7.5	--	--	--
ABMA	Adult	0.04	269.37	--	--	--	--	14.66	--	--	--
ABMA	Adult	131.6	6.99	--	--	--	--	205.84	--	--	--
ABMA	Adult	198.45	242.74	--	--	--	--	5.22	--	--	--
ABMA	Adult	53.34	150.1	--	--	--	--	3.73	--	--	--
ABMA	Adult	55.28	102.47	--	--	--	--	24.39	--	--	--
ABMA	Adult	274.74	197.06	--	--	--	--	12.79	--	--	--
ABMA	Adult	222.69	23.21	--	--	--	--	79.49	--	--	--
ABMA	Adult	8.11	229.34	--	--	--	--	11.55	--	--	--
ABMA	Adult	150.93	213.6	--	--	--	--	13.9	--	--	--
ABMA	Adult	8.11	203.99	--	--	--	--	6.1	--	--	--
ABMA	Adult	12.99	177.63	--	--	--	--	31.3	--	--	--
ABMA	Adult	228.17	112.78	--	--	--	--	35.88	--	--	--
ABMA	Adult	282.86	119.21	--	--	--	--	0.99	--	--	--
ABMA	Adult	248.8	131.95	--	--	--	--	51.66	--	--	--
ABMA	Adult	190.74	96.22	--	--	--	--	254.41	--	--	--
ABMA	Adult	183.87	55.91	--	--	--	--	103.3	--	--	--
ABMA	Adult	277.31	181.59	--	--	--	--	7.99	--	--	--
ABMA	Adult	279.18	74.11	--	--	--	--	8.31	--	--	--
ABMA	Adult	131.19	256.27	--	--	--	--	44.6	--	--	--
ABMA	Adult	156.24	219.59	--	--	--	--	141.32	--	--	--
ABMA	Adult	108.41	278.73	--	--	--	--	150.02	--	--	--
ABMA	Adult	180.43	15.6	--	--	--	--	9.23	--	--	--
ABMA	Adult	181.79	134.11	--	--	--	--	2.41	--	--	--
ABMA	Adult	181.85	31.48	--	--	--	--	18.18	--	--	--
ABMA	Adult	287.23	225.29	--	--	--	--	6.43	--	--	--
ABMA	Adult	281.46	278.03	--	--	--	--	4.56	--	--	--
ABMA	Adult	172.43	200.62	--	--	--	--	2.72	--	--	--
ABMA	Adult	287.86	16.61	--	--	--	--	13.78	--	--	--
ABMA	Adult	54.89	229.85	--	--	--	--	1.71	--	--	--
ABMA	Adult	86.34	285.43	--	--	--	--	67.31	--	--	--
ABMA	Adult	115.65	64.25	--	--	--	--	4.55	--	--	--
ABMA	Adult	147.67	70.47	--	--	--	--	17.44	--	--	--
ABMA	Adult	167.62	240.53	--	--	--	--	5.43	--	--	--
ABMA	Adult	193.01	228.24	--	--	--	--	9.24	--	--	--
ABMA	Adult	36.69	148.76	--	--	--	--	7.08	--	--	--
ABMA	Adult	222.41	250.32	--	--	--	--	18.36	--	--	--
ABMA	Adult	61.63	269.22	--	--	--	--	25.65	--	--	--
ABMA	Adult	97.16	189.9	--	--	--	--	18.3	--	--	--
ABMA	Adult	274.52	45.98	--	--	--	--	40.92	--	--	--
ABMA	Adult	92.91	133.55	--	--	--	--	14.31	--	--	--
ABMA	Adult	195.47	231.64	--	--	--	--	16.68	--	--	--
ABMA	Adult	280.36	287.3	--	--	--	--	25.86	--	--	--
ABMA	Adult	27.08	152.74	--	--	--	--	12.58	--	--	--
ABMA	Adult	108.95	166.75	--	--	--	--	16.6	--	--	--
ABMA	Adult	113.4	64.23	--	--	--	--	20.15	--	--	--
ABMA	Adult	178.72	180.75	--	--	--	--	93.46	--	--	--
ABMA	Adult	36.46	195.78	--	--	--	--	48.44	--	--	--
ABMA	Adult	256.19	46.58	--	--	--	--	7.36	--	--	--
ABMA	Adult	208.49	213.01	--	--	--	--	14.87	--	--	--
ABMA	Adult	205.41	271.02	--	--	--	--	13.33	--	--	--
ABMA	Adult	169.49	210.32	--	--	--	--	31.89	--	--	--
ABMA	Adult	209.97	154.38	--	--	--	--	10.05	--	--	--
ABMA	Adult	130.06	18.29	--	--	--	--	5.64	--	--	--
ABMA	Adult	232.61	158.11	--	--	--	--	6.24	--	--	--
ABMA	Adult	270.71	289.94	--	--	--	--	41.72	--	--	--
ABMA	Adult	77.13	120.43	--	--	--	--	478.44	--	--	--
ABMA	Adult	213.44	262.03	--	--	--	--	12.73	--	--	--
ABMA	Adult	5.37	124.26	--	--	--	--	72.75	--	--	--
ABMA	Adult	241.72	159.02	--	--	--	--	4.55	--	--	--
ABMA	Adult	281.93	151.28	--	--	--	--	24.76	--	--	--
ABMA	Adult	178.04	240.89	--	--	--	--	10.11	--	--	--
ABMA	Adult	94.63	210.2	--	--	--	--	4.47	--	--	--
ABMA	Adult	166.07	59.73	--	--	--	--	5.61	--	--	--
ABMA	Adult	147.9	190.85	--	--	--	--	4.37	--	--	--
ABMA	Adult	62.67	172.97	--	--	--	--	6.98	--	--	--
ABMA	Adult	245.59	167.47	--	--	--	--	4.2	--	--	--
ABMA	Adult	186.57	276.17	--	--	--	--	378.56	--	--	--
ABMA	Adult	121.24	116.65	--	--	--	--	21.39	--	--	--
ABMA	Adult	190.81	115.87	--	--	--	--	30.84	--	--	--
ABMA	Adult	246.68	143.4	--	--	--	--	1.68	--	--	--
ABMA	Adult	186.35	29.46	--	--	--	--	7.15	--	--	--
ABMA	Adult	12.29	191.15	--	--	--	--	24.09	--	--	--
ABMA	Adult	283.84	107.68	--	--	--	--	9.79	--	--	--
ABMA	Adult	170.58	89.37	--	--	--	--	36.94	--	--	--
ABMA	Adult	167.04	131.0	--	--	--	--	7.1	--	--	--
ABMA	Adult	109.6	62.3	--	--	--	--	1.78	--	--	--
ABMA	Adult	252.76	160.84	--	--	--	--	2.87	--	--	--
ABMA	Adult	236.05	182.11	--	--	--	--	2.46	--	--	--
ABMA	Adult	164.84	204.56	--	--	--	--	13.17	--	--	--
ABMA	Adult	249.34	268.37	--	--	--	--	48.37	--	--	--
ABMA	Adult	39.19	263.93	--	--	--	--	10.64	--	--	--
ABMA	Adult	211.12	283.82	--	--	--	--	5.71	--	--	--
ABMA	Adult	220.8	169.68	--	--	--	--	9.51	--	--	--
ABMA	Adult	236.11	231.46	--	--	--	--	27.41	--	--	--
ABMA	Adult	289.08	0.41	--	--	--	--	31.8	--	--	--
ABMA	Adult	97.44	297.86	--	--	--	--	60.09	--	--	--
ABMA	Adult	80.65	115.14	--	--	--	--	1.37	--	--	--
ABMA	Adult	222.01	146.61	--	--	--	--	19.13	--	--	--
ABMA	Adult	267.93	15.32	--	--	--	--	67.9	--	--	--
ABMA	Adult	288.54	187.14	--	--	--	--	161.43	--	--	--
ABMA	Adult	45.9	298.26	--	--	--	--	10.69	--	--	--
ABMA	Adult	112.71	166.41	--	--	--	--	10.22	--	--	--
ABMA	Adult	257.39	59.1	--	--	--	--	9.08	--	--	--
ABMA	Adult	19.86	178.35	--	--	--	--	16.23	--	--	--
ABMA	Adult	259.93	267.54	--	--	--	--	63.46	--	--	--
ABMA	Adult	72.26	131.84	--	--	--	--	4.06	--	--	--
ABMA	Adult	199.48	91.45	--	--	--	--	13.26	--	--	--
ABMA	Adult	277.7	106.53	--	--	--	--	43.57	--	--	--
ABMA	Adult	218.39	19.26	--	--	--	--	5.6	--	--	--
ABMA	Adult	124.81	107.5	--	--	--	--	9.51	--	--	--
ABMA	Adult	268.51	286.99	--	--	--	--	3.68	--	--	--
ABMA	Adult	112.47	214.36	--	--	--	--	18.69	--	--	--
ABMA	Adult	191.91	238.27	--	--	--	--	14.42	--	--	--
ABMA	Adult	191.35	165.29	--	--	--	--	71.6	--	--	--
ABMA	Adult	152.77	248.9	--	--	--	--	7.91	--	--	--
ABMA	Adult	196.86	157.0	--	--	--	--	18.09	--	--	--
ABMA	Adult	259.04	291.98	--	--	--	--	12.17	--	--	--
ABMA	Adult	162.67	216.88	--	--	--	--	29.96	--	--	--
ABMA	Adult	9.51	293.08	--	--	--	--	12.09	--	--	--
ABMA	Adult	207.96	133.56	--	--	--	--	277.61	--	--	--
ABMA	Adult	140.39	207.82	--	--	--	--	6.98	--	--	--
ABMA	Adult	243.01	41.16	--	--	--	--	7.54	--	--	--
ABMA	Adult	12.97	129.75	--	--	--	--	19.2	--	--	--
ABMA	Adult	247.12	224.13	--	--	--	--	96.0	--	--	--
ABMA	Adult	150.01	172.84	--	--	--	--	5.15	--	--	--
ABMA	Adult	198.45	147.54	--	--	--	--	40.86	--	--	--
ABMA	Adult	108.5	254.22	--	--	--	--	4.4	--	--	--
ABMA	Adult	23.1	173.65	--	--	--	--	5.83	--	--	--
ABMA	Adult	199.47	39.63	--	--	--	--	10.67	--	--	--
ABMA	Adult	177.64	267.76	--	--	--	--	21.76	--	--	--
ABMA	Adult	42.59	163.65	--	--	--	--	38.63	--	--	--
ABMA	Adult	259.88	64.3	--	--	--	--	3.15	--	--	--
ABMA	Adult	284.32	225.8	--	--	--	--	35.72	--	--	--
ABMA	Adult	9.18	273.26	--	--	--	--	5.23	--	--	--
ABMA	Adult	34.69	206.25	--	--	--	--	35.39	--	--	--
ABMA	Adult	27.06	161.41	--	--	--	--	28.81	--	--	--
ABMA	Adult	26.75	184.62	--	--	--	--	55.02	--	--	--
ABMA	Adult	172.87	99.25	--	--	--	--	1.74	--	--	--
ABMA	Adult	116.43	56.45	--	--	--	--	1.43	--	--	--
ABMA	Adult	95.0	144.64	--	--	--	--	3.12	--	--	--
ABMA	Adult	243.08	162.97	--	--	--	--	10.85	--	--	--
ABMA	Adult	261.67	99.26	--	--	--	--	65.65	--	--	--
ABMA	Adult	174.55	203.55	--	--	--	--	70.49	--	--	--
ABMA	Adult	91.32	259.76	--	--	--	--	30.62	--	--	--
ABMA	Adult	53.16	141.43	--	--	--	--	2.6	--	--	--
ABMA	Adult	38.77	241.89	--	--	--	--	53.94	--	--	--
ABMA	Adult	193.93	10.55	--	--	--	--	21.46	--	--	--
ABMA	Adult	246.78	183.69	--	--	--	--	5.44	--	--	--
ABMA	Adult	278.33	78.4	--	--	--	--	7.72	--	--	--
ABMA	Adult	91.15	138.96	--	--	--	--	9.83	--	--	--
ABMA	Adult	176.47	178.16	--	--	--	--	115.53	--	--	--
ABMA	Adult	50.48	112.28	--	--	--	--	24.66	--	--	--
ABMA	Adult	207.3	58.58	--	--	--	--	31.02	--	--	--
ABMA	Adult	237.33	275.22	--	--	--	--	7.85	--	--	--
ABMA	Adult	71.15	201.38	--	--	--	--	13.3	--	--	--
ABMA	Adult	71.92	286.55	--	--	--	--	92.9	--	--	--
ABMA	Adult	148.82	183.17	--	--	--	--	60.8	--	--	--
ABMA	Adult	112.66	29.74	--	--	--	--	34.66	--	--	--
ABMA	Adult	80.02	172.66	--	--	--	--	7.21	--	--	--
ABMA	Adult	102.06	46.2	--	--	--	--	5.26	--	--	--
ABMA	Adult	216.57	49.71	--	--	--	--	19.38	--	--	--
ABMA	Adult	283.42	264.84	--	--	--	--	19.38	--	--	--
ABMA	Adult	118.24	293.02	--	--	--	--	457.12	--	--	--
ABMA	Adult	215.08	250.72	--	--	--	--	30.26	--	--	--
