Tree map for parameter file C:\Users\SamDavis\Documents\GitHub\SortieRuns\XMLs\093015-runs\093015-BBBPIPO-Fin.xml
Species	Type	X	Y	Height	Diam10	Light	Growth	DBH	Crown Radius	Crown Depth	dead
ABCO	Adult	187.81	100.99	--	--	--	--	13.5	--	--	--
ABCO	Adult	271.46	220.74	--	--	--	--	3.39	--	--	--
ABCO	Adult	156.26	131.08	--	--	--	--	12.36	--	--	--
ABCO	Adult	260.77	121.12	--	--	--	--	7.06	--	--	--
ABCO	Adult	9.8	274.83	--	--	--	--	10.91	--	--	--
ABCO	Adult	159.2	117.48	--	--	--	--	4.86	--	--	--
ABCO	Adult	252.49	251.9	--	--	--	--	12.6	--	--	--
ABCO	Adult	245.08	93.96	--	--	--	--	15.98	--	--	--
ABCO	Adult	272.1	67.45	--	--	--	--	9.81	--	--	--
ABCO	Adult	174.34	117.78	--	--	--	--	21.18	--	--	--
ABCO	Adult	165.09	29.53	--	--	--	--	2.04	--	--	--
ABCO	Adult	214.48	20.77	--	--	--	--	18.76	--	--	--
ABCO	Adult	262.84	240.07	--	--	--	--	8.33	--	--	--
ABCO	Adult	144.69	206.33	--	--	--	--	17.69	--	--	--
ABCO	Adult	178.16	128.26	--	--	--	--	7.86	--	--	--
ABCO	Adult	253.94	32.9	--	--	--	--	12.05	--	--	--
ABCO	Adult	181.26	80.5	--	--	--	--	19.17	--	--	--
ABCO	Adult	186.63	196.98	--	--	--	--	7.1	--	--	--
ABCO	Adult	294.64	243.15	--	--	--	--	81.53	--	--	--
ABCO	Adult	70.83	222.83	--	--	--	--	9.53	--	--	--
ABCO	Adult	191.5	246.69	--	--	--	--	3.66	--	--	--
ABCO	Adult	247.71	125.3	--	--	--	--	6.88	--	--	--
ABCO	Adult	126.58	170.38	--	--	--	--	8.45	--	--	--
ABCO	Adult	226.12	31.1	--	--	--	--	69.63	--	--	--
ABCO	Adult	298.66	211.65	--	--	--	--	2.01	--	--	--
ABCO	Adult	145.28	145.13	--	--	--	--	161.99	--	--	--
ABCO	Adult	46.22	225.6	--	--	--	--	23.03	--	--	--
ABCO	Adult	168.53	178.5	--	--	--	--	8.58	--	--	--
ABCO	Adult	243.37	174.12	--	--	--	--	15.88	--	--	--
ABCO	Adult	182.07	107.36	--	--	--	--	14.83	--	--	--
ABCO	Adult	279.19	182.16	--	--	--	--	28.19	--	--	--
ABCO	Adult	268.63	132.6	--	--	--	--	12.02	--	--	--
ABCO	Adult	18.37	227.32	--	--	--	--	6.77	--	--	--
ABCO	Adult	24.36	280.75	--	--	--	--	4.11	--	--	--
ABCO	Adult	285.69	95.52	--	--	--	--	3.0	--	--	--
ABCO	Adult	99.62	163.53	--	--	--	--	8.34	--	--	--
ABCO	Adult	189.08	132.06	--	--	--	--	9.82	--	--	--
ABCO	Adult	83.85	204.52	--	--	--	--	25.67	--	--	--
ABCO	Adult	193.14	144.23	--	--	--	--	8.64	--	--	--
ABCO	Adult	213.69	123.37	--	--	--	--	4.87	--	--	--
ABCO	Adult	161.62	140.36	--	--	--	--	4.62	--	--	--
ABCO	Adult	131.79	186.71	--	--	--	--	44.03	--	--	--
ABCO	Adult	212.06	143.94	--	--	--	--	15.21	--	--	--
ABCO	Adult	176.51	193.1	--	--	--	--	7.31	--	--	--
ABCO	Adult	53.01	122.5	--	--	--	--	0.91	--	--	--
ABCO	Adult	242.82	3.45	--	--	--	--	27.34	--	--	--
ABCO	Adult	105.72	53.89	--	--	--	--	17.99	--	--	--
ABCO	Adult	206.7	180.77	--	--	--	--	7.78	--	--	--
ABCO	Adult	207.72	143.9	--	--	--	--	28.93	--	--	--
ABCO	Adult	63.74	115.23	--	--	--	--	24.37	--	--	--
ABCO	Adult	250.07	203.88	--	--	--	--	17.56	--	--	--
ABCO	Adult	207.42	71.17	--	--	--	--	2.26	--	--	--
ABCO	Adult	104.94	75.99	--	--	--	--	21.22	--	--	--
ABCO	Adult	123.64	14.25	--	--	--	--	6.69	--	--	--
ABCO	Adult	284.07	107.49	--	--	--	--	9.47	--	--	--
ABCO	Adult	249.68	83.26	--	--	--	--	51.88	--	--	--
ABCO	Adult	288.65	270.07	--	--	--	--	21.62	--	--	--
ABCO	Adult	299.46	244.72	--	--	--	--	7.59	--	--	--
ABCO	Adult	274.22	148.76	--	--	--	--	9.36	--	--	--
ABCO	Adult	183.25	125.73	--	--	--	--	4.84	--	--	--
ABCO	Adult	223.72	131.22	--	--	--	--	5.26	--	--	--
ABCO	Adult	140.31	212.8	--	--	--	--	53.82	--	--	--
ABCO	Adult	231.71	101.79	--	--	--	--	3.17	--	--	--
ABCO	Adult	21.04	216.18	--	--	--	--	25.25	--	--	--
ABCO	Adult	110.03	288.1	--	--	--	--	7.21	--	--	--
ABCO	Adult	275.4	261.91	--	--	--	--	60.2	--	--	--
ABCO	Adult	223.19	245.04	--	--	--	--	12.86	--	--	--
ABCO	Adult	119.2	24.64	--	--	--	--	26.86	--	--	--
ABCO	Adult	69.93	262.41	--	--	--	--	3.95	--	--	--
ABCO	Adult	157.04	25.4	--	--	--	--	39.85	--	--	--
ABCO	Adult	150.09	180.4	--	--	--	--	2.2	--	--	--
ABCO	Adult	48.97	208.08	--	--	--	--	7.58	--	--	--
ABCO	Adult	26.92	156.9	--	--	--	--	3.94	--	--	--
ABCO	Adult	6.0	143.82	--	--	--	--	11.9	--	--	--
ABCO	Adult	210.05	141.6	--	--	--	--	4.86	--	--	--
ABCO	Adult	263.25	150.38	--	--	--	--	16.19	--	--	--
ABCO	Adult	114.6	45.48	--	--	--	--	3.73	--	--	--
ABCO	Adult	84.05	281.62	--	--	--	--	76.65	--	--	--
ABCO	Adult	153.95	103.44	--	--	--	--	6.75	--	--	--
ABCO	Adult	121.32	236.74	--	--	--	--	58.33	--	--	--
ABCO	Adult	284.13	40.93	--	--	--	--	10.36	--	--	--
ABCO	Adult	131.73	202.74	--	--	--	--	2.81	--	--	--
ABCO	Adult	55.98	158.36	--	--	--	--	4.15	--	--	--
ABCO	Adult	157.63	222.5	--	--	--	--	20.65	--	--	--
ABCO	Adult	231.58	295.72	--	--	--	--	18.22	--	--	--
ABCO	Adult	131.06	20.1	--	--	--	--	1.27	--	--	--
ABCO	Adult	162.14	88.53	--	--	--	--	18.17	--	--	--
ABCO	Adult	100.35	168.82	--	--	--	--	14.7	--	--	--
ABCO	Adult	233.53	54.3	--	--	--	--	0.71	--	--	--
ABCO	Adult	133.54	142.6	--	--	--	--	30.89	--	--	--
ABCO	Adult	287.74	7.26	--	--	--	--	21.09	--	--	--
ABCO	Adult	158.4	145.87	--	--	--	--	4.69	--	--	--
ABCO	Adult	91.68	141.58	--	--	--	--	13.59	--	--	--
ABCO	Adult	189.57	55.19	--	--	--	--	27.24	--	--	--
ABCO	Adult	66.14	149.29	--	--	--	--	2.78	--	--	--
ABCO	Adult	183.57	226.11	--	--	--	--	41.59	--	--	--
ABCO	Adult	153.5	66.35	--	--	--	--	36.1	--	--	--
ABCO	Adult	9.64	293.54	--	--	--	--	59.31	--	--	--
ABCO	Adult	296.07	279.72	--	--	--	--	27.36	--	--	--
ABCO	Adult	51.41	234.45	--	--	--	--	11.79	--	--	--
ABCO	Adult	217.32	176.25	--	--	--	--	15.79	--	--	--
ABCO	Adult	97.43	269.66	--	--	--	--	17.57	--	--	--
ABCO	Adult	126.53	82.12	--	--	--	--	11.38	--	--	--
ABCO	Adult	216.86	109.18	--	--	--	--	8.14	--	--	--
ABCO	Adult	232.11	283.14	--	--	--	--	15.64	--	--	--
ABCO	Adult	193.81	229.76	--	--	--	--	31.51	--	--	--
ABCO	Adult	38.44	252.89	--	--	--	--	96.62	--	--	--
ABCO	Adult	133.0	117.71	--	--	--	--	1.83	--	--	--
ABCO	Adult	172.24	133.61	--	--	--	--	19.85	--	--	--
ABCO	Adult	271.13	125.43	--	--	--	--	12.8	--	--	--
ABCO	Adult	257.7	293.14	--	--	--	--	5.36	--	--	--
ABCO	Adult	165.36	258.99	--	--	--	--	15.31	--	--	--
ABCO	Adult	125.9	75.94	--	--	--	--	17.13	--	--	--
ABCO	Adult	209.48	106.05	--	--	--	--	7.25	--	--	--
ABCO	Adult	209.17	59.53	--	--	--	--	16.5	--	--	--
ABCO	Adult	129.32	210.91	--	--	--	--	23.54	--	--	--
ABCO	Adult	180.38	6.4	--	--	--	--	22.95	--	--	--
ABCO	Adult	261.2	10.85	--	--	--	--	18.78	--	--	--
ABCO	Adult	18.36	195.13	--	--	--	--	25.24	--	--	--
ABCO	Adult	141.4	137.38	--	--	--	--	21.9	--	--	--
ABCO	Adult	202.46	133.94	--	--	--	--	3.93	--	--	--
ABCO	Adult	18.93	163.66	--	--	--	--	1.41	--	--	--
ABCO	Adult	181.19	1.02	--	--	--	--	5.59	--	--	--
ABCO	Adult	92.43	170.26	--	--	--	--	2.25	--	--	--
ABCO	Adult	203.65	40.78	--	--	--	--	32.61	--	--	--
ABCO	Adult	157.63	234.8	--	--	--	--	6.11	--	--	--
ABCO	Adult	208.74	40.19	--	--	--	--	6.83	--	--	--
ABCO	Adult	107.12	60.09	--	--	--	--	15.66	--	--	--
ABCO	Adult	62.51	202.45	--	--	--	--	7.22	--	--	--
ABCO	Adult	1.52	156.93	--	--	--	--	19.08	--	--	--
ABCO	Adult	39.72	165.6	--	--	--	--	47.2	--	--	--
ABCO	Adult	296.45	129.13	--	--	--	--	7.65	--	--	--
ABCO	Adult	256.49	225.33	--	--	--	--	1.89	--	--	--
ABCO	Adult	125.59	190.9	--	--	--	--	10.57	--	--	--
ABCO	Adult	108.51	197.45	--	--	--	--	5.92	--	--	--
ABCO	Adult	234.53	68.49	--	--	--	--	17.97	--	--	--
ABCO	Adult	31.19	177.28	--	--	--	--	6.5	--	--	--
ABCO	Adult	97.54	168.0	--	--	--	--	28.85	--	--	--
ABCO	Adult	94.82	159.05	--	--	--	--	36.68	--	--	--
ABCO	Adult	58.86	134.58	--	--	--	--	2.32	--	--	--
ABCO	Adult	132.08	85.76	--	--	--	--	8.66	--	--	--
ABCO	Adult	251.69	224.82	--	--	--	--	4.45	--	--	--
ABCO	Adult	233.54	70.26	--	--	--	--	104.86	--	--	--
ABCO	Adult	159.3	143.54	--	--	--	--	61.51	--	--	--
ABCO	Adult	4.88	202.06	--	--	--	--	23.72	--	--	--
ABCO	Adult	189.15	215.86	--	--	--	--	4.32	--	--	--
ABCO	Adult	250.79	238.45	--	--	--	--	25.22	--	--	--
ABCO	Adult	129.0	282.56	--	--	--	--	10.16	--	--	--
ABCO	Adult	71.31	180.56	--	--	--	--	3.73	--	--	--
ABCO	Adult	67.05	285.96	--	--	--	--	3.89	--	--	--
ABCO	Adult	93.07	211.9	--	--	--	--	3.71	--	--	--
ABCO	Adult	199.85	167.59	--	--	--	--	23.8	--	--	--
ABCO	Adult	10.86	270.1	--	--	--	--	55.5	--	--	--
ABCO	Adult	276.66	94.93	--	--	--	--	9.4	--	--	--
ABCO	Adult	172.07	176.4	--	--	--	--	60.27	--	--	--
ABCO	Adult	73.45	270.8	--	--	--	--	5.49	--	--	--
ABCO	Adult	233.51	225.52	--	--	--	--	12.44	--	--	--
ABCO	Adult	263.97	35.59	--	--	--	--	8.25	--	--	--
ABCO	Adult	188.17	287.67	--	--	--	--	5.89	--	--	--
ABCO	Adult	241.65	51.02	--	--	--	--	38.63	--	--	--
ABCO	Adult	250.95	62.39	--	--	--	--	7.13	--	--	--
ABCO	Adult	159.15	284.45	--	--	--	--	18.79	--	--	--
ABCO	Adult	242.78	292.44	--	--	--	--	18.07	--	--	--
ABCO	Adult	169.36	113.92	--	--	--	--	10.66	--	--	--
ABCO	Adult	205.39	254.28	--	--	--	--	16.32	--	--	--
ABCO	Adult	215.82	193.62	--	--	--	--	107.79	--	--	--
ABCO	Adult	104.71	111.75	--	--	--	--	7.46	--	--	--
ABCO	Adult	103.87	95.32	--	--	--	--	1.13	--	--	--
ABCO	Adult	252.11	4.04	--	--	--	--	8.42	--	--	--
ABCO	Adult	148.5	240.2	--	--	--	--	6.47	--	--	--
ABCO	Adult	214.7	179.89	--	--	--	--	33.37	--	--	--
ABCO	Adult	213.24	244.11	--	--	--	--	13.42	--	--	--
ABCO	Adult	55.61	139.46	--	--	--	--	16.32	--	--	--
ABCO	Adult	199.04	37.4	--	--	--	--	15.71	--	--	--
ABCO	Adult	16.83	241.52	--	--	--	--	22.37	--	--	--
ABCO	Adult	211.01	42.29	--	--	--	--	24.37	--	--	--
ABCO	Adult	221.36	276.01	--	--	--	--	9.15	--	--	--
ABCO	Adult	101.09	280.05	--	--	--	--	26.43	--	--	--
ABCO	Adult	289.8	179.24	--	--	--	--	22.07	--	--	--
ABCO	Adult	229.81	298.6	--	--	--	--	4.01	--	--	--
ABCO	Adult	189.29	120.25	--	--	--	--	20.95	--	--	--
ABCO	Adult	253.54	250.92	--	--	--	--	14.78	--	--	--
ABCO	Adult	192.7	60.12	--	--	--	--	40.66	--	--	--
ABCO	Adult	201.6	287.27	--	--	--	--	4.87	--	--	--
ABCO	Adult	273.05	12.75	--	--	--	--	17.98	--	--	--
ABCO	Adult	163.22	270.4	--	--	--	--	26.47	--	--	--
ABCO	Adult	289.42	100.61	--	--	--	--	107.86	--	--	--
ABCO	Adult	283.21	220.65	--	--	--	--	1.64	--	--	--
ABCO	Adult	212.05	29.58	--	--	--	--	10.9	--	--	--
ABCO	Adult	277.2	223.49	--	--	--	--	23.66	--	--	--
ABCO	Adult	157.4	77.33	--	--	--	--	7.12	--	--	--
ABCO	Adult	123.89	82.39	--	--	--	--	9.4	--	--	--
ABCO	Adult	139.5	195.29	--	--	--	--	37.31	--	--	--
ABCO	Adult	39.55	135.67	--	--	--	--	41.28	--	--	--
ABCO	Adult	236.32	131.24	--	--	--	--	126.57	--	--	--
ABCO	Adult	144.86	138.69	--	--	--	--	10.38	--	--	--
ABCO	Adult	130.57	220.65	--	--	--	--	22.09	--	--	--
ABCO	Adult	104.42	293.84	--	--	--	--	50.22	--	--	--
ABCO	Adult	269.99	241.06	--	--	--	--	16.82	--	--	--
ABCO	Adult	218.98	1.65	--	--	--	--	13.11	--	--	--
ABCO	Adult	59.77	192.02	--	--	--	--	7.69	--	--	--
ABCO	Adult	294.84	198.62	--	--	--	--	23.42	--	--	--
ABCO	Adult	114.83	234.0	--	--	--	--	39.59	--	--	--
ABCO	Adult	105.87	81.27	--	--	--	--	4.04	--	--	--
ABCO	Adult	153.74	274.38	--	--	--	--	84.03	--	--	--
ABCO	Adult	183.02	77.93	--	--	--	--	7.45	--	--	--
ABCO	Adult	21.61	136.17	--	--	--	--	12.24	--	--	--
ABCO	Adult	212.41	209.15	--	--	--	--	95.93	--	--	--
ABCO	Adult	0.84	224.52	--	--	--	--	17.4	--	--	--
ABCO	Adult	245.55	249.48	--	--	--	--	11.58	--	--	--
ABCO	Adult	100.41	151.23	--	--	--	--	221.22	--	--	--
ABCO	Adult	203.38	3.06	--	--	--	--	10.8	--	--	--
ABCO	Adult	29.13	122.28	--	--	--	--	5.3	--	--	--
ABCO	Adult	8.02	219.94	--	--	--	--	48.45	--	--	--
ABCO	Adult	201.22	284.31	--	--	--	--	10.05	--	--	--
ABCO	Adult	164.02	53.03	--	--	--	--	32.42	--	--	--
ABCO	Adult	121.94	131.62	--	--	--	--	24.27	--	--	--
ABCO	Adult	173.32	111.95	--	--	--	--	18.77	--	--	--
ABCO	Adult	93.02	165.71	--	--	--	--	3.77	--	--	--
ABCO	Adult	178.95	115.93	--	--	--	--	4.42	--	--	--
ABCO	Adult	173.26	238.12	--	--	--	--	14.91	--	--	--
ABCO	Adult	51.41	194.17	--	--	--	--	57.51	--	--	--
ABCO	Adult	135.65	102.31	--	--	--	--	0.82	--	--	--
ABCO	Adult	205.5	177.69	--	--	--	--	26.4	--	--	--
ABCO	Adult	89.92	186.63	--	--	--	--	6.1	--	--	--
ABCO	Adult	271.02	255.25	--	--	--	--	18.9	--	--	--
ABCO	Adult	61.48	178.0	--	--	--	--	5.09	--	--	--
ABCO	Adult	285.37	81.57	--	--	--	--	2.9	--	--	--
ABCO	Adult	298.76	4.96	--	--	--	--	34.9	--	--	--
ABCO	Adult	291.55	181.19	--	--	--	--	27.86	--	--	--
ABCO	Adult	173.63	273.84	--	--	--	--	5.54	--	--	--
ABCO	Adult	170.95	169.69	--	--	--	--	2.27	--	--	--
ABCO	Adult	187.26	254.03	--	--	--	--	10.2	--	--	--
ABCO	Adult	184.94	240.48	--	--	--	--	6.19	--	--	--
ABCO	Adult	267.42	211.29	--	--	--	--	9.6	--	--	--
ABCO	Adult	183.21	40.67	--	--	--	--	19.23	--	--	--
ABCO	Adult	66.27	243.21	--	--	--	--	6.71	--	--	--
ABCO	Adult	244.91	236.67	--	--	--	--	42.74	--	--	--
ABCO	Adult	123.0	7.33	--	--	--	--	12.24	--	--	--
ABCO	Adult	198.54	218.91	--	--	--	--	10.53	--	--	--
ABCO	Adult	77.55	256.06	--	--	--	--	21.16	--	--	--
ABCO	Adult	72.26	159.48	--	--	--	--	12.86	--	--	--
ABCO	Adult	129.74	11.45	--	--	--	--	5.9	--	--	--
ABCO	Adult	266.12	229.87	--	--	--	--	12.57	--	--	--
ABCO	Adult	294.97	203.46	--	--	--	--	59.77	--	--	--
ABCO	Adult	298.95	138.99	--	--	--	--	28.53	--	--	--
ABCO	Adult	6.24	274.15	--	--	--	--	47.36	--	--	--
ABCO	Adult	278.91	174.73	--	--	--	--	9.88	--	--	--
ABCO	Adult	195.28	117.28	--	--	--	--	3.33	--	--	--
ABCO	Adult	131.29	86.29	--	--	--	--	0.98	--	--	--
ABCO	Adult	176.54	170.54	--	--	--	--	184.33	--	--	--
ABCO	Adult	224.6	163.65	--	--	--	--	6.38	--	--	--
ABCO	Adult	143.16	176.4	--	--	--	--	60.39	--	--	--
ABCO	Adult	26.86	174.45	--	--	--	--	18.33	--	--	--
ABCO	Adult	79.86	206.76	--	--	--	--	46.49	--	--	--
ABCO	Adult	215.64	46.57	--	--	--	--	2.85	--	--	--
ABCO	Adult	58.51	181.73	--	--	--	--	6.81	--	--	--
ABCO	Adult	216.95	14.62	--	--	--	--	16.74	--	--	--
ABCO	Adult	111.0	106.62	--	--	--	--	24.74	--	--	--
ABCO	Adult	82.44	274.85	--	--	--	--	3.88	--	--	--
ABCO	Adult	32.56	215.34	--	--	--	--	14.05	--	--	--
ABCO	Adult	169.6	177.6	--	--	--	--	15.22	--	--	--
ABCO	Adult	143.25	241.94	--	--	--	--	48.72	--	--	--
ABCO	Adult	297.05	253.81	--	--	--	--	12.6	--	--	--
ABCO	Adult	62.0	254.0	--	--	--	--	5.49	--	--	--
ABCO	Adult	142.07	192.42	--	--	--	--	16.66	--	--	--
ABCO	Adult	195.64	46.36	--	--	--	--	38.6	--	--	--
ABCO	Adult	17.75	271.62	--	--	--	--	101.28	--	--	--
ABCO	Adult	168.52	16.81	--	--	--	--	15.82	--	--	--
ABCO	Adult	191.41	50.52	--	--	--	--	64.85	--	--	--
ABCO	Adult	218.84	187.97	--	--	--	--	12.77	--	--	--
ABCO	Adult	225.01	79.87	--	--	--	--	13.98	--	--	--
ABCO	Adult	117.88	203.78	--	--	--	--	4.93	--	--	--
ABCO	Adult	291.29	163.89	--	--	--	--	6.88	--	--	--
ABCO	Adult	231.09	69.71	--	--	--	--	8.7	--	--	--
ABCO	Adult	257.05	269.36	--	--	--	--	25.67	--	--	--
ABCO	Adult	255.15	101.25	--	--	--	--	3.04	--	--	--
ABCO	Adult	231.77	14.75	--	--	--	--	60.97	--	--	--
ABCO	Adult	165.94	43.17	--	--	--	--	6.88	--	--	--
ABCO	Adult	227.71	147.15	--	--	--	--	13.73	--	--	--
ABCO	Adult	159.13	16.4	--	--	--	--	45.67	--	--	--
ABCO	Adult	265.68	23.08	--	--	--	--	3.54	--	--	--
ABCO	Adult	132.25	40.9	--	--	--	--	75.64	--	--	--
ABCO	Adult	176.91	9.32	--	--	--	--	26.81	--	--	--
ABCO	Adult	220.13	175.98	--	--	--	--	45.14	--	--	--
ABCO	Adult	192.92	233.24	--	--	--	--	90.56	--	--	--
ABCO	Adult	181.44	235.34	--	--	--	--	16.05	--	--	--
ABCO	Adult	231.22	245.97	--	--	--	--	4.41	--	--	--
ABCO	Adult	69.89	211.11	--	--	--	--	3.18	--	--	--
ABCO	Adult	260.72	225.01	--	--	--	--	43.88	--	--	--
ABCO	Adult	142.53	11.01	--	--	--	--	35.23	--	--	--
ABCO	Adult	188.94	193.09	--	--	--	--	15.89	--	--	--
ABCO	Adult	268.84	231.21	--	--	--	--	3.61	--	--	--
ABCO	Adult	263.03	17.17	--	--	--	--	76.07	--	--	--
ABCO	Adult	252.78	219.66	--	--	--	--	102.63	--	--	--
ABCO	Adult	213.73	248.45	--	--	--	--	5.59	--	--	--
ABCO	Adult	217.31	57.18	--	--	--	--	43.56	--	--	--
ABCO	Adult	205.79	49.65	--	--	--	--	262.87	--	--	--
ABCO	Adult	77.13	127.62	--	--	--	--	48.29	--	--	--
ABCO	Adult	202.48	91.95	--	--	--	--	8.52	--	--	--
ABCO	Adult	112.45	58.44	--	--	--	--	12.84	--	--	--
ABCO	Adult	141.19	177.57	--	--	--	--	10.77	--	--	--
ABCO	Adult	174.62	145.32	--	--	--	--	4.78	--	--	--
ABCO	Adult	161.32	40.7	--	--	--	--	51.96	--	--	--
ABCO	Adult	253.22	171.32	--	--	--	--	47.06	--	--	--
ABCO	Adult	224.02	122.51	--	--	--	--	5.71	--	--	--
ABCO	Adult	232.47	239.32	--	--	--	--	37.24	--	--	--
ABCO	Adult	176.68	102.33	--	--	--	--	10.35	--	--	--
ABCO	Adult	30.75	223.92	--	--	--	--	96.6	--	--	--
ABCO	Adult	203.69	104.13	--	--	--	--	19.32	--	--	--
ABCO	Adult	32.22	251.39	--	--	--	--	4.64	--	--	--
ABCO	Adult	72.19	149.12	--	--	--	--	48.1	--	--	--
ABCO	Adult	19.34	121.08	--	--	--	--	5.49	--	--	--
ABCO	Adult	110.41	218.09	--	--	--	--	20.2	--	--	--
ABCO	Adult	289.92	176.56	--	--	--	--	13.83	--	--	--
ABCO	Adult	268.24	36.46	--	--	--	--	6.77	--	--	--
ABCO	Adult	189.67	204.89	--	--	--	--	41.86	--	--	--
ABCO	Adult	166.08	141.48	--	--	--	--	1.75	--	--	--
ABCO	Adult	188.36	188.42	--	--	--	--	28.61	--	--	--
ABCO	Adult	183.81	278.25	--	--	--	--	30.93	--	--	--
ABCO	Adult	219.64	70.56	--	--	--	--	2.27	--	--	--
ABCO	Adult	225.12	117.76	--	--	--	--	8.36	--	--	--
ABCO	Adult	175.68	270.05	--	--	--	--	1.57	--	--	--
ABCO	Adult	34.19	208.8	--	--	--	--	8.37	--	--	--
ABCO	Adult	223.19	60.51	--	--	--	--	1.92	--	--	--
ABCO	Adult	61.15	136.95	--	--	--	--	10.29	--	--	--
ABCO	Adult	54.58	195.03	--	--	--	--	7.14	--	--	--
ABCO	Adult	204.66	266.52	--	--	--	--	2.45	--	--	--
ABCO	Adult	223.91	295.77	--	--	--	--	76.14	--	--	--
ABCO	Adult	152.13	138.41	--	--	--	--	11.29	--	--	--
ABCO	Adult	280.81	193.49	--	--	--	--	8.4	--	--	--
ABCO	Adult	143.73	17.65	--	--	--	--	5.47	--	--	--
ABCO	Adult	156.1	229.03	--	--	--	--	6.96	--	--	--
ABCO	Adult	91.67	246.46	--	--	--	--	2.18	--	--	--
ABCO	Adult	174.62	222.67	--	--	--	--	6.47	--	--	--
ABCO	Adult	87.73	173.28	--	--	--	--	6.39	--	--	--
ABCO	Adult	58.89	201.95	--	--	--	--	12.55	--	--	--
ABCO	Adult	255.78	56.01	--	--	--	--	10.93	--	--	--
ABCO	Adult	76.37	208.95	--	--	--	--	8.04	--	--	--
ABCO	Adult	276.0	282.89	--	--	--	--	12.48	--	--	--
ABCO	Adult	129.69	24.27	--	--	--	--	4.96	--	--	--
ABCO	Adult	203.28	78.48	--	--	--	--	2.24	--	--	--
ABCO	Adult	138.79	30.82	--	--	--	--	5.96	--	--	--
ABCO	Adult	240.09	62.67	--	--	--	--	31.96	--	--	--
ABCO	Adult	49.06	221.08	--	--	--	--	60.9	--	--	--
ABCO	Adult	59.17	174.34	--	--	--	--	5.31	--	--	--
ABCO	Adult	116.27	166.89	--	--	--	--	15.9	--	--	--
ABCO	Adult	152.62	184.71	--	--	--	--	30.87	--	--	--
ABCO	Adult	201.83	115.05	--	--	--	--	13.21	--	--	--
ABCO	Adult	176.88	112.93	--	--	--	--	6.1	--	--	--
ABCO	Adult	248.43	143.18	--	--	--	--	16.38	--	--	--
ABCO	Adult	269.18	72.66	--	--	--	--	6.02	--	--	--
ABCO	Adult	127.38	23.7	--	--	--	--	2.94	--	--	--
ABCO	Adult	89.41	275.37	--	--	--	--	59.71	--	--	--
ABCO	Adult	187.39	11.58	--	--	--	--	29.28	--	--	--
ABCO	Adult	155.13	15.58	--	--	--	--	20.79	--	--	--
ABCO	Adult	253.21	231.98	--	--	--	--	2.3	--	--	--
ABCO	Adult	140.39	187.8	--	--	--	--	4.11	--	--	--
ABCO	Adult	290.55	179.15	--	--	--	--	39.68	--	--	--
ABCO	Adult	135.85	273.02	--	--	--	--	54.98	--	--	--
ABCO	Adult	49.15	167.19	--	--	--	--	20.94	--	--	--
