Tree map for parameter file C:\Users\SamDavis\Documents\GitHub\SortieRuns\XMLs\093015-runs\093015-POFLABMA.xml
Species	Type	X	Y	Height	Diam10	Light	Growth	DBH	Crown Radius	Crown Depth	dead
ABMA	Adult	89.14	206.53	--	--	--	--	27.05	--	--	--
ABMA	Adult	125.57	285.04	--	--	--	--	26.96	--	--	--
ABMA	Adult	279.99	248.38	--	--	--	--	14.57	--	--	--
ABMA	Adult	87.3	282.51	--	--	--	--	23.05	--	--	--
ABMA	Adult	130.49	205.53	--	--	--	--	13.75	--	--	--
ABMA	Adult	200.46	243.94	--	--	--	--	13.42	--	--	--
ABMA	Adult	50.29	211.12	--	--	--	--	85.86	--	--	--
ABMA	Adult	72.32	202.95	--	--	--	--	0.37	--	--	--
ABMA	Adult	213.88	81.82	--	--	--	--	34.71	--	--	--
ABMA	Adult	63.45	233.01	--	--	--	--	15.51	--	--	--
ABMA	Adult	186.52	263.76	--	--	--	--	2.4	--	--	--
ABMA	Adult	250.09	234.99	--	--	--	--	1.79	--	--	--
ABMA	Adult	230.84	226.78	--	--	--	--	19.66	--	--	--
ABMA	Adult	163.6	260.96	--	--	--	--	133.84	--	--	--
ABMA	Adult	155.26	270.33	--	--	--	--	1.36	--	--	--
ABMA	Adult	277.71	44.17	--	--	--	--	28.02	--	--	--
ABMA	Adult	22.69	287.22	--	--	--	--	126.67	--	--	--
ABMA	Adult	231.42	254.34	--	--	--	--	59.31	--	--	--
ABMA	Adult	182.51	64.58	--	--	--	--	9.47	--	--	--
ABMA	Adult	199.35	225.31	--	--	--	--	9.13	--	--	--
ABMA	Adult	92.18	211.17	--	--	--	--	1.1	--	--	--
ABMA	Adult	262.65	235.42	--	--	--	--	118.95	--	--	--
ABMA	Adult	80.44	127.9	--	--	--	--	1.47	--	--	--
ABMA	Adult	71.41	118.48	--	--	--	--	3.27	--	--	--
ABMA	Adult	191.68	157.75	--	--	--	--	19.27	--	--	--
ABMA	Adult	206.2	272.95	--	--	--	--	6.16	--	--	--
ABMA	Adult	103.4	264.51	--	--	--	--	144.45	--	--	--
ABMA	Adult	254.05	88.37	--	--	--	--	38.66	--	--	--
ABMA	Adult	133.1	19.73	--	--	--	--	74.26	--	--	--
ABMA	Adult	55.27	276.38	--	--	--	--	2.04	--	--	--
ABMA	Adult	173.89	220.68	--	--	--	--	66.98	--	--	--
ABMA	Adult	162.08	122.09	--	--	--	--	16.41	--	--	--
ABMA	Adult	196.39	199.11	--	--	--	--	3.81	--	--	--
ABMA	Adult	23.87	291.17	--	--	--	--	0.57	--	--	--
ABMA	Adult	128.78	79.13	--	--	--	--	9.7	--	--	--
ABMA	Adult	172.02	173.75	--	--	--	--	49.22	--	--	--
ABMA	Adult	218.65	167.57	--	--	--	--	35.32	--	--	--
ABMA	Adult	176.63	180.87	--	--	--	--	0.7	--	--	--
ABMA	Adult	198.81	164.84	--	--	--	--	6.3	--	--	--
ABMA	Adult	136.47	127.76	--	--	--	--	79.03	--	--	--
ABMA	Adult	123.46	46.12	--	--	--	--	0.34	--	--	--
ABMA	Adult	166.74	297.93	--	--	--	--	27.11	--	--	--
ABMA	Adult	263.97	21.54	--	--	--	--	17.88	--	--	--
ABMA	Adult	250.95	113.78	--	--	--	--	1.96	--	--	--
ABMA	Adult	240.9	115.42	--	--	--	--	23.56	--	--	--
ABMA	Adult	78.62	231.38	--	--	--	--	12.2	--	--	--
ABMA	Adult	166.56	233.08	--	--	--	--	8.42	--	--	--
ABMA	Adult	81.86	107.9	--	--	--	--	1.11	--	--	--
ABMA	Adult	193.71	186.21	--	--	--	--	1.61	--	--	--
ABMA	Adult	248.2	117.73	--	--	--	--	55.31	--	--	--
ABMA	Adult	192.23	253.03	--	--	--	--	6.41	--	--	--
ABMA	Adult	271.57	61.12	--	--	--	--	7.67	--	--	--
ABMA	Adult	149.99	15.49	--	--	--	--	6.17	--	--	--
ABMA	Adult	192.87	159.51	--	--	--	--	2.1	--	--	--
ABMA	Adult	206.0	155.68	--	--	--	--	1.12	--	--	--
ABMA	Adult	13.73	142.17	--	--	--	--	5.52	--	--	--
ABMA	Adult	101.63	161.64	--	--	--	--	497.4	--	--	--
ABMA	Adult	87.4	261.1	--	--	--	--	148.79	--	--	--
ABMA	Adult	233.65	267.88	--	--	--	--	18.56	--	--	--
ABMA	Adult	137.0	103.66	--	--	--	--	5.76	--	--	--
ABMA	Adult	268.75	207.44	--	--	--	--	1.38	--	--	--
ABMA	Adult	240.24	270.95	--	--	--	--	77.47	--	--	--
ABMA	Adult	173.26	52.1	--	--	--	--	33.87	--	--	--
ABMA	Adult	43.16	193.66	--	--	--	--	5.17	--	--	--
ABMA	Adult	131.68	129.08	--	--	--	--	17.8	--	--	--
ABMA	Adult	219.9	53.86	--	--	--	--	58.06	--	--	--
ABMA	Adult	90.5	158.96	--	--	--	--	8.06	--	--	--
ABMA	Adult	255.23	218.6	--	--	--	--	17.37	--	--	--
ABMA	Adult	174.38	11.09	--	--	--	--	27.71	--	--	--
ABMA	Adult	102.0	58.49	--	--	--	--	13.15	--	--	--
ABMA	Adult	97.77	251.14	--	--	--	--	57.91	--	--	--
ABMA	Adult	14.56	246.62	--	--	--	--	48.18	--	--	--
ABMA	Adult	109.41	231.34	--	--	--	--	35.93	--	--	--
ABMA	Adult	194.84	17.8	--	--	--	--	4.09	--	--	--
ABMA	Adult	60.81	236.01	--	--	--	--	27.01	--	--	--
ABMA	Adult	234.88	25.19	--	--	--	--	12.69	--	--	--
ABMA	Adult	130.39	197.15	--	--	--	--	76.5	--	--	--
ABMA	Adult	123.14	40.39	--	--	--	--	4.0	--	--	--
ABMA	Adult	113.84	67.19	--	--	--	--	1.06	--	--	--
ABMA	Adult	4.5	116.61	--	--	--	--	74.38	--	--	--
ABMA	Adult	162.07	251.4	--	--	--	--	92.01	--	--	--
ABMA	Adult	105.4	115.73	--	--	--	--	2.56	--	--	--
ABMA	Adult	113.52	279.98	--	--	--	--	1.44	--	--	--
ABMA	Adult	227.79	143.26	--	--	--	--	18.88	--	--	--
ABMA	Adult	109.55	124.85	--	--	--	--	28.41	--	--	--
ABMA	Adult	208.59	164.52	--	--	--	--	4.56	--	--	--
ABMA	Adult	69.57	292.25	--	--	--	--	2.58	--	--	--
ABMA	Adult	245.63	221.99	--	--	--	--	0.97	--	--	--
ABMA	Adult	133.67	84.22	--	--	--	--	14.01	--	--	--
ABMA	Adult	72.67	206.15	--	--	--	--	1.42	--	--	--
ABMA	Adult	16.54	252.58	--	--	--	--	150.61	--	--	--
ABMA	Adult	186.52	81.13	--	--	--	--	74.92	--	--	--
ABMA	Adult	194.2	263.95	--	--	--	--	13.27	--	--	--
ABMA	Adult	279.6	112.53	--	--	--	--	23.72	--	--	--
ABMA	Adult	86.88	206.12	--	--	--	--	95.73	--	--	--
ABMA	Adult	147.21	85.19	--	--	--	--	39.11	--	--	--
ABMA	Adult	73.91	182.31	--	--	--	--	26.41	--	--	--
ABMA	Adult	171.05	109.81	--	--	--	--	32.71	--	--	--
ABMA	Adult	77.32	276.05	--	--	--	--	6.3	--	--	--
ABMA	Adult	259.03	225.75	--	--	--	--	66.66	--	--	--
ABMA	Adult	293.74	33.34	--	--	--	--	431.25	--	--	--
ABMA	Adult	75.15	126.67	--	--	--	--	79.77	--	--	--
ABMA	Adult	74.88	109.14	--	--	--	--	5.69	--	--	--
ABMA	Adult	103.89	1.62	--	--	--	--	9.09	--	--	--
ABMA	Adult	200.2	27.88	--	--	--	--	8.39	--	--	--
ABMA	Adult	101.04	52.65	--	--	--	--	7.87	--	--	--
ABMA	Adult	46.6	137.58	--	--	--	--	73.38	--	--	--
ABMA	Adult	127.06	244.99	--	--	--	--	8.69	--	--	--
ABMA	Adult	197.3	68.0	--	--	--	--	17.57	--	--	--
ABMA	Adult	37.02	286.08	--	--	--	--	0.31	--	--	--
ABMA	Adult	57.39	214.09	--	--	--	--	12.1	--	--	--
ABMA	Adult	41.44	176.67	--	--	--	--	2.96	--	--	--
ABMA	Adult	290.52	17.19	--	--	--	--	10.45	--	--	--
ABMA	Adult	51.71	251.63	--	--	--	--	39.56	--	--	--
ABMA	Adult	187.26	138.21	--	--	--	--	18.2	--	--	--
ABMA	Adult	163.88	248.84	--	--	--	--	9.53	--	--	--
ABMA	Adult	198.26	114.69	--	--	--	--	2.27	--	--	--
ABMA	Adult	40.07	243.45	--	--	--	--	2.5	--	--	--
ABMA	Adult	4.8	148.69	--	--	--	--	44.88	--	--	--
ABMA	Adult	231.32	128.99	--	--	--	--	1.67	--	--	--
ABMA	Adult	120.42	239.58	--	--	--	--	2.82	--	--	--
ABMA	Adult	219.32	262.96	--	--	--	--	1.71	--	--	--
ABMA	Adult	82.3	224.89	--	--	--	--	5.23	--	--	--
ABMA	Adult	146.35	274.35	--	--	--	--	0.52	--	--	--
ABMA	Adult	249.46	13.28	--	--	--	--	19.63	--	--	--
ABMA	Adult	138.51	121.28	--	--	--	--	39.27	--	--	--
ABMA	Adult	160.94	134.01	--	--	--	--	73.18	--	--	--
ABMA	Adult	88.46	226.0	--	--	--	--	48.65	--	--	--
ABMA	Adult	243.41	63.42	--	--	--	--	0.41	--	--	--
ABMA	Adult	78.98	157.47	--	--	--	--	10.48	--	--	--
ABMA	Adult	42.58	235.48	--	--	--	--	23.45	--	--	--
ABMA	Adult	70.4	185.11	--	--	--	--	51.24	--	--	--
ABMA	Adult	194.0	235.02	--	--	--	--	60.4	--	--	--
ABMA	Adult	81.17	272.17	--	--	--	--	29.36	--	--	--
ABMA	Adult	240.32	178.01	--	--	--	--	30.18	--	--	--
ABMA	Adult	207.63	210.8	--	--	--	--	52.28	--	--	--
ABMA	Adult	268.81	63.08	--	--	--	--	0.26	--	--	--
ABMA	Adult	27.18	231.32	--	--	--	--	2.52	--	--	--
ABMA	Adult	113.55	288.83	--	--	--	--	4.54	--	--	--
ABMA	Adult	186.7	28.44	--	--	--	--	14.53	--	--	--
ABMA	Adult	238.51	79.13	--	--	--	--	4.15	--	--	--
ABMA	Adult	230.27	243.09	--	--	--	--	2.01	--	--	--
ABMA	Adult	206.71	126.26	--	--	--	--	1.91	--	--	--
ABMA	Adult	228.92	274.76	--	--	--	--	514.84	--	--	--
ABMA	Adult	276.14	94.12	--	--	--	--	6.79	--	--	--
ABMA	Adult	293.67	108.53	--	--	--	--	5.21	--	--	--
ABMA	Adult	259.45	83.08	--	--	--	--	7.51	--	--	--
ABMA	Adult	196.13	286.81	--	--	--	--	0.41	--	--	--
ABMA	Adult	188.15	240.81	--	--	--	--	2.29	--	--	--
ABMA	Adult	22.84	139.17	--	--	--	--	2.64	--	--	--
ABMA	Adult	188.55	36.1	--	--	--	--	34.13	--	--	--
ABMA	Adult	276.92	285.7	--	--	--	--	36.01	--	--	--
ABMA	Adult	106.15	287.36	--	--	--	--	18.85	--	--	--
ABMA	Adult	238.97	275.14	--	--	--	--	17.59	--	--	--
ABMA	Adult	131.25	229.84	--	--	--	--	56.45	--	--	--
ABMA	Adult	163.92	75.77	--	--	--	--	15.57	--	--	--
ABMA	Adult	220.5	268.55	--	--	--	--	3.06	--	--	--
ABMA	Adult	285.08	210.54	--	--	--	--	4.97	--	--	--
ABMA	Adult	143.12	240.96	--	--	--	--	22.05	--	--	--
ABMA	Adult	190.1	210.36	--	--	--	--	8.39	--	--	--
ABMA	Adult	261.87	147.09	--	--	--	--	8.32	--	--	--
ABMA	Adult	51.16	200.92	--	--	--	--	3.12	--	--	--
ABMA	Adult	236.92	62.0	--	--	--	--	10.02	--	--	--
ABMA	Adult	194.79	226.85	--	--	--	--	4.98	--	--	--
ABMA	Adult	254.82	212.75	--	--	--	--	10.19	--	--	--
ABMA	Adult	214.52	242.51	--	--	--	--	8.65	--	--	--
ABMA	Adult	57.46	141.28	--	--	--	--	283.6	--	--	--
ABMA	Adult	113.0	129.79	--	--	--	--	3.65	--	--	--
ABMA	Adult	106.55	273.16	--	--	--	--	3.95	--	--	--
ABMA	Adult	80.37	264.05	--	--	--	--	1.94	--	--	--
ABMA	Adult	184.28	46.6	--	--	--	--	17.53	--	--	--
ABMA	Adult	44.29	206.23	--	--	--	--	6.93	--	--	--
ABMA	Adult	86.64	271.57	--	--	--	--	16.07	--	--	--
ABMA	Adult	1.01	273.71	--	--	--	--	0.09	--	--	--
ABMA	Adult	212.36	158.98	--	--	--	--	168.05	--	--	--
ABMA	Adult	239.08	151.83	--	--	--	--	232.03	--	--	--
ABMA	Adult	164.63	257.58	--	--	--	--	20.55	--	--	--
ABMA	Adult	159.5	22.21	--	--	--	--	5.11	--	--	--
ABMA	Adult	172.67	193.11	--	--	--	--	5.86	--	--	--
ABMA	Adult	66.24	236.68	--	--	--	--	65.28	--	--	--
ABMA	Adult	188.16	193.94	--	--	--	--	5.46	--	--	--
ABMA	Adult	243.44	4.41	--	--	--	--	3.39	--	--	--
ABMA	Adult	88.68	255.45	--	--	--	--	58.21	--	--	--
ABMA	Adult	206.8	299.92	--	--	--	--	10.34	--	--	--
ABMA	Adult	40.09	227.88	--	--	--	--	1.34	--	--	--
ABMA	Adult	274.79	259.88	--	--	--	--	63.95	--	--	--
ABMA	Adult	114.46	248.92	--	--	--	--	39.3	--	--	--
ABMA	Adult	144.34	197.16	--	--	--	--	9.42	--	--	--
ABMA	Adult	286.63	30.42	--	--	--	--	38.56	--	--	--
ABMA	Adult	34.5	236.35	--	--	--	--	0.84	--	--	--
ABMA	Adult	138.73	227.71	--	--	--	--	655.8	--	--	--
ABMA	Adult	32.73	155.23	--	--	--	--	10.43	--	--	--
ABMA	Adult	227.98	268.4	--	--	--	--	45.31	--	--	--
ABMA	Adult	43.68	150.73	--	--	--	--	12.16	--	--	--
ABMA	Adult	241.61	283.45	--	--	--	--	2.3	--	--	--
ABMA	Adult	213.51	191.96	--	--	--	--	1.53	--	--	--
ABMA	Adult	187.13	286.11	--	--	--	--	0.94	--	--	--
ABMA	Adult	178.69	104.36	--	--	--	--	6.15	--	--	--
ABMA	Adult	85.49	253.26	--	--	--	--	35.38	--	--	--
ABMA	Adult	203.06	154.03	--	--	--	--	4.18	--	--	--
ABMA	Adult	271.67	202.01	--	--	--	--	7.11	--	--	--
ABMA	Adult	168.36	126.11	--	--	--	--	18.74	--	--	--
ABMA	Adult	47.62	127.38	--	--	--	--	13.66	--	--	--
ABMA	Adult	97.35	255.64	--	--	--	--	105.27	--	--	--
ABMA	Adult	291.4	121.13	--	--	--	--	6.86	--	--	--
ABMA	Adult	5.8	210.68	--	--	--	--	7.5	--	--	--
ABMA	Adult	295.06	211.54	--	--	--	--	2.05	--	--	--
ABMA	Adult	242.43	141.83	--	--	--	--	18.84	--	--	--
ABMA	Adult	281.52	299.73	--	--	--	--	19.36	--	--	--
ABMA	Adult	130.72	25.68	--	--	--	--	18.36	--	--	--
ABMA	Adult	217.12	9.5	--	--	--	--	509.75	--	--	--
ABMA	Adult	55.02	222.03	--	--	--	--	12.92	--	--	--
ABMA	Adult	111.16	37.96	--	--	--	--	5.33	--	--	--
ABMA	Adult	188.21	255.74	--	--	--	--	8.9	--	--	--
ABMA	Adult	216.37	114.11	--	--	--	--	8.53	--	--	--
ABMA	Adult	5.72	256.63	--	--	--	--	0.38	--	--	--
ABMA	Adult	111.6	7.37	--	--	--	--	100.63	--	--	--
ABMA	Adult	224.29	45.09	--	--	--	--	9.11	--	--	--
ABMA	Adult	136.02	54.02	--	--	--	--	18.14	--	--	--
ABMA	Adult	172.86	151.57	--	--	--	--	1.59	--	--	--
ABMA	Adult	278.58	19.74	--	--	--	--	327.26	--	--	--
ABMA	Adult	2.28	209.55	--	--	--	--	9.22	--	--	--
ABMA	Adult	108.41	94.5	--	--	--	--	8.39	--	--	--
ABMA	Adult	258.16	226.78	--	--	--	--	2.14	--	--	--
ABMA	Adult	0.41	289.87	--	--	--	--	8.97	--	--	--
ABMA	Adult	95.11	277.06	--	--	--	--	105.47	--	--	--
ABMA	Adult	88.56	221.74	--	--	--	--	33.33	--	--	--
ABMA	Adult	10.61	156.97	--	--	--	--	6.16	--	--	--
ABMA	Adult	10.73	248.4	--	--	--	--	62.56	--	--	--
ABMA	Adult	18.33	246.86	--	--	--	--	2.05	--	--	--
ABMA	Adult	207.51	0.11	--	--	--	--	0.63	--	--	--
ABMA	Adult	188.9	289.94	--	--	--	--	36.07	--	--	--
ABMA	Adult	183.74	97.75	--	--	--	--	3.95	--	--	--
ABMA	Adult	133.18	249.33	--	--	--	--	11.41	--	--	--
ABMA	Adult	63.63	191.35	--	--	--	--	14.84	--	--	--
ABMA	Adult	41.15	129.7	--	--	--	--	31.63	--	--	--
ABMA	Adult	114.85	207.74	--	--	--	--	24.3	--	--	--
ABMA	Adult	59.24	158.17	--	--	--	--	60.36	--	--	--
ABMA	Adult	254.94	35.44	--	--	--	--	7.06	--	--	--
ABMA	Adult	271.99	276.07	--	--	--	--	13.3	--	--	--
ABMA	Adult	190.11	235.56	--	--	--	--	10.06	--	--	--
ABMA	Adult	34.47	160.87	--	--	--	--	229.63	--	--	--
ABMA	Adult	205.35	64.09	--	--	--	--	171.91	--	--	--
ABMA	Adult	103.14	262.08	--	--	--	--	21.84	--	--	--
ABMA	Adult	262.46	106.02	--	--	--	--	6.99	--	--	--
ABMA	Adult	119.95	265.77	--	--	--	--	40.87	--	--	--
ABMA	Adult	83.82	253.18	--	--	--	--	3.28	--	--	--
ABMA	Adult	189.76	143.45	--	--	--	--	27.76	--	--	--
ABMA	Adult	200.95	86.52	--	--	--	--	1.16	--	--	--
ABMA	Adult	178.93	258.15	--	--	--	--	3.89	--	--	--
ABMA	Adult	263.8	94.2	--	--	--	--	46.13	--	--	--
ABMA	Adult	36.35	197.9	--	--	--	--	26.97	--	--	--
ABMA	Adult	264.11	261.82	--	--	--	--	60.54	--	--	--
ABMA	Adult	145.83	220.6	--	--	--	--	52.26	--	--	--
ABMA	Adult	227.25	168.66	--	--	--	--	64.8	--	--	--
ABMA	Adult	104.17	160.87	--	--	--	--	0.87	--	--	--
ABMA	Adult	141.08	92.29	--	--	--	--	4.6	--	--	--
ABMA	Adult	278.13	105.22	--	--	--	--	8.95	--	--	--
ABMA	Adult	168.29	160.58	--	--	--	--	1.56	--	--	--
ABMA	Adult	279.6	288.5	--	--	--	--	3.05	--	--	--
ABMA	Adult	161.22	174.83	--	--	--	--	4.17	--	--	--
ABMA	Adult	99.82	111.17	--	--	--	--	21.47	--	--	--
ABMA	Adult	175.29	96.82	--	--	--	--	58.7	--	--	--
ABMA	Adult	115.03	121.67	--	--	--	--	224.38	--	--	--
ABMA	Adult	234.69	67.76	--	--	--	--	521.66	--	--	--
ABMA	Adult	41.6	282.02	--	--	--	--	6.58	--	--	--
ABMA	Adult	251.45	163.64	--	--	--	--	10.68	--	--	--
ABMA	Adult	245.2	297.31	--	--	--	--	27.58	--	--	--
ABMA	Adult	72.22	253.51	--	--	--	--	1.84	--	--	--
ABMA	Adult	238.97	275.53	--	--	--	--	8.12	--	--	--
ABMA	Adult	237.54	92.7	--	--	--	--	22.93	--	--	--
ABMA	Adult	234.99	2.09	--	--	--	--	14.11	--	--	--
ABMA	Adult	1.98	204.01	--	--	--	--	30.29	--	--	--
ABMA	Adult	168.96	170.81	--	--	--	--	361.26	--	--	--
ABMA	Adult	23.96	224.7	--	--	--	--	4.2	--	--	--
ABMA	Adult	290.83	4.1	--	--	--	--	6.53	--	--	--
ABMA	Adult	238.18	284.53	--	--	--	--	25.52	--	--	--
