X	Y	Species	Type	Diam
264.13	61.9	ABMA	Adult	3.02
96	197.87	ABMA	Adult	3.43
153.58	78.81	ABMA	Adult	13.91
51.4	176.13	ABMA	Adult	7.39
12.51	240.92	ABMA	Adult	1.41
66.06	199.42	ABMA	Adult	2.61
264.03	232.15	ABMA	Adult	5.95
290.1	274.29	ABMA	Adult	1.52
146.46	225.71	ABMA	Adult	29.43
53.41	137.66	ABMA	Adult	0.93
190.23	119.38	ABMA	Adult	2.27
108.54	261.03	ABMA	Adult	1.27
187.5	194.4	ABMA	Adult	1.38
193.67	194.04	ABMA	Adult	24.27
79.9	255.53	ABMA	Adult	5.44
94.66	241.54	ABMA	Adult	9.99
233.34	249.44	ABMA	Adult	54.7
103.56	289.8	ABMA	Adult	5.99
55.42	161.64	ABMA	Adult	15.08
267.66	179.34	ABMA	Adult	1.34
79.39	252.59	ABMA	Adult	20.01
100.08	106.05	ABMA	Adult	7.54
220.97	108.74	ABMA	Adult	138.35
51.71	283.76	ABMA	Adult	2.25
293.61	123.02	ABMA	Adult	9.08
189.54	237.42	ABMA	Adult	23.25
156.14	36.83	ABMA	Adult	0.5
260.36	121.39	ABMA	Adult	3.28
86.36	201.81	ABMA	Adult	1.74
129.98	59.71	ABMA	Adult	17.78
211.49	269.68	ABMA	Adult	1.61
234.27	211.32	ABMA	Adult	3.21
251.97	189.03	ABMA	Adult	35.01
197.89	7.86	ABMA	Adult	6.63
93.59	213.39	ABMA	Adult	6.02
250.17	252.18	ABMA	Adult	73.36
249.27	105.71	ABMA	Adult	3.32
14.81	189.59	ABMA	Adult	4.18
120.57	145.53	ABMA	Adult	28.06
265.59	291.72	ABMA	Adult	1.79
149.54	122.81	ABMA	Adult	6.08
237.3	292.41	ABMA	Adult	0.78
232.66	136.21	ABMA	Adult	20.53
260.02	199.4	ABMA	Adult	3.09
235.7	243.73	ABMA	Adult	1.94
220.89	187.58	ABMA	Adult	2.34
109.61	173.36	ABMA	Adult	13.25
210.99	41.46	ABMA	Adult	6.07
170.49	89.98	ABMA	Adult	9.98
100.84	258.81	ABMA	Adult	3.74
272.05	209.87	ABMA	Adult	1.24
134.5	143.83	ABMA	Adult	1.15
280.77	112.32	ABMA	Adult	10.61
232.86	117.48	ABMA	Adult	0.97
203	18.85	ABMA	Adult	54.11
292.44	254.98	ABMA	Adult	9.72
233.39	127.32	ABMA	Adult	4.62
16.47	216.17	ABMA	Adult	2.99
149.16	41.6	ABMA	Adult	1.23
73.04	106.7	ABMA	Adult	2.22
254.62	288.6	ABMA	Adult	1.32
56.3	173.74	ABMA	Adult	8.91
40.03	231.76	ABMA	Adult	3.41
229.75	170.51	ABMA	Adult	2.39
124.27	245.13	ABMA	Adult	7.51
16.6	151.29	ABMA	Adult	10.09
90.85	231.04	ABMA	Adult	52.96
193.6	113.46	ABMA	Adult	6.14
172.14	49.38	ABMA	Adult	4.81
130.12	61.32	ABMA	Adult	5.74
22.44	142.87	ABMA	Adult	2.02
295.19	29.35	ABMA	Adult	1.36
261.88	284.53	ABMA	Adult	16.11
130.09	140.89	ABMA	Adult	14.11
99.21	149.3	ABMA	Adult	1.32
279.98	2.01	ABMA	Adult	5.88
64.76	217.44	ABMA	Adult	44.18
255.74	193.97	ABMA	Adult	6.06
65.76	154.59	ABMA	Adult	25.29
217.41	213.74	ABMA	Adult	6.88
283.22	241.11	ABMA	Adult	3.18
54.45	182.31	ABMA	Adult	36.1
111.57	253.13	ABMA	Adult	0.73
226.36	251.24	ABMA	Adult	30.58
172.97	299.61	ABMA	Adult	15.64
287.84	211.03	ABMA	Adult	6.08
6.72	183.96	ABMA	Adult	2.65
11.34	238.71	ABMA	Adult	21.09
128	101.92	ABMA	Adult	2.17
286.08	30.09	ABMA	Adult	70.27
154.59	216.52	ABMA	Adult	1.18
166.54	218.22	ABMA	Adult	3.54
185.73	219.4	ABMA	Adult	12.87
237	134.43	ABMA	Adult	4.3
34.81	252.03	ABMA	Adult	1.17
123.06	268.24	ABMA	Adult	37.06
143.23	139.44	ABMA	Adult	36.18
226.79	168.36	ABMA	Adult	1.62
176.21	177.54	ABMA	Adult	27.04
90.32	247.09	ABMA	Adult	3.9
272.05	169.11	ABMA	Adult	5.1
235.7	269.63	ABMA	Adult	1.47
0.36	294.47	ABMA	Adult	3.79
163.63	114.9	ABMA	Adult	3.78
120.63	76.25	ABMA	Adult	1.45
177.34	80.39	ABMA	Adult	13.29
249.29	68.28	ABMA	Adult	4.83
269.35	69.92	ABMA	Adult	47.23
283.41	50.97	ABMA	Adult	2.31
69.87	220.7	ABMA	Adult	0.47
213.64	170.6	ABMA	Adult	9.22
197.64	142.38	ABMA	Adult	2.13
152.55	8.17	ABMA	Adult	13.37
201.24	168.56	ABMA	Adult	18.23
5.24	159.77	ABMA	Adult	3.51
177.96	182.76	ABMA	Adult	11.35
34.94	224.51	ABMA	Adult	1.38
202.45	61.55	ABMA	Adult	2.63
10.72	188.28	ABMA	Adult	47.99
1.68	102.43	ABMA	Adult	8.17
285.06	64.15	ABMA	Adult	1.54
77.59	150.64	ABMA	Adult	6.7
118.2	232.5	ABMA	Adult	13.04
8.49	180.49	ABMA	Adult	5.88
29.47	105.02	ABMA	Adult	3.36
9.02	145	ABMA	Adult	24.41
248.55	192.73	ABMA	Adult	1.34
241.68	220.69	ABMA	Adult	2.16
250.4	6.78	ABMA	Adult	6.08
234.14	221.24	ABMA	Adult	3.89
5.21	196.03	ABMA	Adult	52.71
58.19	153.41	ABMA	Adult	2.67
233.57	151.62	ABMA	Adult	20.46
177.55	294.38	ABMA	Adult	3.06
263.68	162.91	ABMA	Adult	2.94
134.51	112.69	ABMA	Adult	16.54
241.06	11.08	ABMA	Adult	17.63
248.89	246.56	ABMA	Adult	18.29
136.16	87.33	ABMA	Adult	3.03
166.64	244.62	ABMA	Adult	3.29
218.43	221.55	ABMA	Adult	0.18
177.48	213.84	ABMA	Adult	3.91
36.4	240.28	ABMA	Adult	13.49
145.72	277.64	ABMA	Adult	8.5
89.91	201.08	ABMA	Adult	3.25
282.33	237.17	ABMA	Adult	4.34
297.42	227.52	ABMA	Adult	9.51
125.96	94.75	ABMA	Adult	10
174.97	195	ABMA	Adult	1.46
201.94	103.13	ABMA	Adult	12.71
97.84	212.8	ABMA	Adult	10.8
80.57	172.48	ABMA	Adult	14.57
189.34	157.97	ABMA	Adult	0.9
85.04	157.32	ABMA	Adult	3.12
191.3	247.88	ABMA	Adult	9.96
225.5	25.19	ABMA	Adult	2.48
130.21	39.45	ABMA	Adult	46.69
181.74	214.38	ABMA	Adult	8
205.87	238.2	ABMA	Adult	21.89
249.32	148.55	ABMA	Adult	1.31
269.35	203.28	ABMA	Adult	5.11
288.62	208.25	ABMA	Adult	93.26
166.97	36.31	ABMA	Adult	4.85
251.83	184.02	ABMA	Adult	2.4
95.88	150.86	ABMA	Adult	7.99
160.81	136.17	ABMA	Adult	0.25
21.36	193.2	ABMA	Adult	13.16
15.35	236.15	ABMA	Adult	1.2
129.76	140.79	ABMA	Adult	4.64
64.44	217.35	ABMA	Adult	1.95
290.14	87.18	ABMA	Adult	2.75
37.07	170.21	ABMA	Adult	0.5
132.73	292.76	ABMA	Adult	0.5
210.24	134.84	ABMA	Adult	0.53
223.61	96.13	ABMA	Adult	2.73
132.99	101.64	ABMA	Adult	1.84
211.76	97.59	ABMA	Adult	0.45
170.09	288.01	ABMA	Adult	2.81
208.33	38.7	ABMA	Adult	16.87
219.51	15.14	ABMA	Adult	0.66
276.24	212.02	ABMA	Adult	4.61
237.15	135.97	ABMA	Adult	0.95
284.24	33.47	ABMA	Adult	10.22
291.49	129.06	ABMA	Adult	0.66
179.49	72.36	ABMA	Adult	1.76
298.78	288.03	ABMA	Adult	4.72
30.64	288.71	ABMA	Adult	0.98
258.57	172.44	ABMA	Adult	7.43
251.58	202.64	ABMA	Adult	37.57
246.67	12.33	ABMA	Adult	8.31
218.34	106.29	ABMA	Adult	30.83
285.37	4.6	ABMA	Adult	309.58
128.23	90.32	ABMA	Adult	8.62
206.99	223.42	ABMA	Adult	4.12
209.12	79.89	ABMA	Adult	6.26
127.57	39.09	ABMA	Adult	22.59
162.79	210.36	ABMA	Adult	13.66
69.79	196.15	ABMA	Adult	22.52
66.36	274.45	ABMA	Adult	20.84
86.9	271.84	ABMA	Adult	0.69
132.5	148.82	ABMA	Adult	29.91
4.44	294.16	ABMA	Adult	5.09
132.63	282.76	ABMA	Adult	5.73
286.07	19.63	ABMA	Adult	6.42
114.06	98.34	ABMA	Adult	6.64
145.94	241.03	ABMA	Adult	5.37
243.43	140.1	ABMA	Adult	149.5
67.72	132.99	ABMA	Adult	39.04
81.78	170.35	ABMA	Adult	11.99
205.05	128.42	ABMA	Adult	0.87
191.67	0.82	ABMA	Adult	3.52
258.48	124.7	ABMA	Adult	7.27
153.24	151.24	ABMA	Adult	3.84
159.66	181.74	ABMA	Adult	3.68
195.17	158.28	ABMA	Adult	7.18
103.66	147.15	ABMA	Adult	1
236.33	256.72	ABMA	Adult	5.08
278.09	135.53	ABMA	Adult	13.59
63.24	146.71	ABMA	Adult	33.72
129.32	261.49	ABMA	Adult	0.34
136.77	253.08	ABMA	Adult	3.29
39.18	163.38	ABMA	Adult	2.86
40.64	284.01	ABMA	Adult	16.72
168.08	276	ABMA	Adult	2.79
200.67	50.03	ABMA	Adult	6.2
174.19	270.4	ABMA	Adult	9.26
153.31	86.54	ABMA	Adult	38.62
54.81	111.47	ABMA	Adult	6.83
28.19	267.88	ABMA	Adult	4.19
227.02	251.19	ABMA	Adult	4.29
284.19	148.31	ABMA	Adult	7.79
206.43	59.4	ABMA	Adult	2.79
135.79	147.01	ABMA	Adult	1.38
298.97	32.9	ABMA	Adult	4.91
230.91	273.32	ABMA	Adult	2.26
240.4	225.51	ABMA	Adult	0.51
278.24	65.05	ABMA	Adult	8.87
201.41	3.84	ABMA	Adult	11.22
99.56	275.82	ABMA	Adult	1.84
41.73	100.45	ABMA	Adult	0.94
16.63	118.55	ABMA	Adult	9.54
173.76	239.93	ABMA	Adult	8.31
126.44	68.34	ABMA	Adult	16.72
110.46	1.56	ABMA	Adult	22.3
53.94	106.82	ABMA	Adult	6.61
69.97	268.14	ABMA	Adult	101.9
276.74	197.48	ABMA	Adult	9.77
272.78	205.23	ABMA	Adult	7.92
226.66	262.02	ABMA	Adult	1.39
179.04	283.49	ABMA	Adult	7.35
207.91	92.82	ABMA	Adult	19.92
187.99	40.19	ABMA	Adult	11.36
171.94	58.43	ABMA	Adult	2.88
287.21	290.62	ABMA	Adult	4.45
56.67	193.15	ABMA	Adult	6.24
275.63	163.57	ABMA	Adult	0.89
150.3	223.14	ABMA	Adult	3.22
292.61	190.16	ABMA	Adult	10.31
253.58	86.87	ABMA	Adult	0.93
272.92	167.15	ABMA	Adult	9.54
292.75	285.4	ABMA	Adult	5.68
101.01	269.7	ABMA	Adult	25.51
285.26	257.96	ABMA	Adult	44.42
68.98	180.4	ABMA	Adult	17.98
255.12	197.83	ABMA	Adult	1.82
190.16	225.81	ABMA	Adult	1.75
286	215.26	ABMA	Adult	2.93
124.82	164.77	ABMA	Adult	1.49
109.9	5.78	ABMA	Adult	26.44
152.32	187.35	ABMA	Adult	17.56
164.88	196.51	ABMA	Adult	5.95
27.63	103.8	ABMA	Adult	2.68
40.97	165.73	ABMA	Adult	16.53
161.73	287.33	ABMA	Adult	5.23
64.96	251.51	ABMA	Adult	0.99
201.1	196.11	ABMA	Adult	5.03
119.5	25.73	ABMA	Adult	16.95
210.77	178.35	ABMA	Adult	13.19
92.8	247.09	ABMA	Adult	4.31
176.69	95.43	ABMA	Adult	4.67
267.11	59.36	ABMA	Adult	2.77
72.31	250.2	ABMA	Adult	4.41
236.11	19.32	ABMA	Adult	4.92
151	88.41	ABMA	Adult	1.01
191.13	268.57	ABMA	Adult	105.15
203.03	293.76	ABMA	Adult	27.52
186.54	17.98	ABMA	Adult	3.7
93.12	202.27	ABMA	Adult	5.81
78.67	130.91	ABMA	Adult	9.13
103.96	191.07	ABMA	Adult	27.52
132.4	33.14	ABMA	Adult	12.47
43.59	139.79	ABMA	Adult	1.38
149.26	219.08	ABMA	Adult	0.97
231.07	157.47	ABMA	Adult	6.67
0.32	115.19	ABMA	Adult	5.39
166.42	210.29	ABMA	Adult	7.49
234.39	220.95	ABMA	Adult	3.67
65.65	250.4	ABMA	Adult	39.02
86.19	255.35	ABMA	Adult	8.66
74.94	275.07	ABMA	Adult	3.52
203.29	162.67	ABMA	Adult	9.32
175.49	235.16	ABMA	Adult	3.66
294.84	91.38	ABMA	Adult	3.53
257.45	180.8	ABMA	Adult	4.14
23.81	140	ABMA	Adult	5.61
285.22	74.48	ABMA	Adult	69.05
237.08	268.32	ABMA	Adult	15.5
138.63	33.71	ABMA	Adult	12.09
249.46	122.95	ABMA	Adult	9.76
218.26	258.04	ABMA	Adult	1.46
230.8	126.56	ABMA	Adult	3.96
55.46	258.46	ABMA	Adult	14.64
147.94	234.73	ABMA	Adult	119.22
102.97	156.76	ABMA	Adult	11.13
144.28	239.85	ABMA	Adult	1.87
239.89	125.57	ABMA	Adult	17.4
98.83	263.99	ABMA	Adult	1.11
58.57	267.22	ABMA	Adult	7.15
134.28	132.6	ABMA	Adult	8.06
176.95	183.76	ABMA	Adult	17.69
214.37	265.52	ABMA	Adult	8.08
298.53	222.63	ABMA	Adult	1.44
290.92	212.86	ABMA	Adult	1.51
33	218.2	ABMA	Adult	14.79
172.79	287.73	ABMA	Adult	6.8
205.69	228.31	ABMA	Adult	7.29
160.35	178.82	ABMA	Adult	6.4
46.84	245	ABMA	Adult	4.09
157.01	188.06	ABMA	Adult	0.71
213.86	87.84	ABMA	Adult	18.6
94.68	157.23	ABMA	Adult	1.39
192.06	230.63	ABMA	Adult	18.25
176.62	36.95	ABMA	Adult	1.45
107.94	114.47	ABMA	Adult	21.05
62.18	118.88	ABMA	Adult	3.14
239.01	107.4	ABMA	Adult	9.66
78.75	198.99	ABMA	Adult	2
180.77	141.67	ABMA	Adult	16.53
113.19	52.29	ABMA	Adult	4.53
158.92	122.51	ABMA	Adult	8.6
6.97	289.44	ABMA	Adult	20.24
52.87	256.64	ABMA	Adult	27.3
25.76	145.9	ABMA	Adult	3.21
183.46	83.13	ABMA	Adult	5.24
161.93	297.12	ABMA	Adult	1.8
211.36	14.67	ABMA	Adult	6.35
299.46	216.57	ABMA	Adult	6.13
48.68	227.81	ABMA	Adult	34.47
266.07	44.51	ABMA	Adult	3.81
274.65	294.29	ABMA	Adult	2.42
196.02	252.16	ABMA	Adult	2.07
183.75	77.31	ABMA	Adult	1.89
125.53	103.35	ABMA	Adult	236.93
115.61	228.49	ABMA	Adult	17.59
162.91	209.99	ABMA	Adult	1.55
224.14	165.21	ABMA	Adult	14.68
20.45	177.55	ABMA	Adult	2.14
227.39	263.08	ABMA	Adult	12.95
279.1	259.26	ABMA	Adult	0.86
81.54	108.9	ABMA	Adult	13.38
124.45	299.32	ABMA	Adult	20.97
199.96	245.97	ABMA	Adult	6.32
146.14	83.07	ABMA	Adult	12.2
133.92	102.38	ABMA	Adult	2.42
235.86	53	ABMA	Adult	5.02
235.09	109.66	ABMA	Adult	2.66
77.72	128.19	ABMA	Adult	11.1
60.95	259.75	ABMA	Adult	1.82
163.9	14.57	ABMA	Adult	18.27
240.31	298.29	ABMA	Adult	2.5
23.92	229.91	ABMA	Adult	26.2
57.27	138.81	ABMA	Adult	11.72
178.53	293.46	ABMA	Adult	3.37
109.88	186.05	ABMA	Adult	16.93
250.88	59.04	ABMA	Adult	2.83
151.24	269.12	ABMA	Adult	9.31
162.11	71.96	ABMA	Adult	5.09
126.71	32.65	ABMA	Adult	1.81
234.97	21.57	ABMA	Adult	2.33
249.04	274.04	ABMA	Adult	9.3
164.31	151.43	ABMA	Adult	3.67
242.56	206.81	ABMA	Adult	25.34
200.9	171.88	ABMA	Adult	2.79
236.87	277.31	ABMA	Adult	9.47
154.19	213.94	ABMA	Adult	5.43
81.46	104.08	ABMA	Adult	2.1
60.4	105.36	ABMA	Adult	39.31
175.86	248.99	ABMA	Adult	2.99
147.86	109.1	ABMA	Adult	6.81
151.99	94.64	ABMA	Adult	13.72
160.2	186.86	ABMA	Adult	2.07
101.44	248.96	ABMA	Adult	15.33
159.14	283.7	ABMA	Adult	11.74
264.63	70.2	ABMA	Adult	34.24
159.88	255.63	ABMA	Adult	0.44
232.2	298.18	ABMA	Adult	3.4
68.17	230.49	ABMA	Adult	10.63
6.83	220.82	ABMA	Adult	11.52
13.69	229.36	ABMA	Adult	13.3
202.41	119.38	ABMA	Adult	6.75
113.83	90.81	ABMA	Adult	80.09
177.76	37.21	ABMA	Adult	0.96
136.87	196.29	ABMA	Adult	5.62
9.34	244.65	ABMA	Adult	7.84
1.91	254.79	ABMA	Adult	9.26
94.47	294.53	ABMA	Adult	44.02
148.17	187.41	ABMA	Adult	20.61
54.74	101.54	ABMA	Adult	5.75
288.89	50.97	ABMA	Adult	3.23
102.81	24.42	ABMA	Adult	44.1
247.95	106.01	ABMA	Adult	0.88
239.33	54.8	ABMA	Adult	3.72
161.34	3.91	ABMA	Adult	1.72
225.7	192.25	ABMA	Adult	3.4
213.58	236.08	ABMA	Adult	7.15
288.08	274.55	ABMA	Adult	4.54
69.56	189.39	ABMA	Adult	4.85
43	139.89	ABMA	Adult	18.04
125.47	298.58	ABMA	Adult	5.69
267.51	229.48	ABMA	Adult	17.25
173.37	212.78	ABMA	Adult	7.02
194.28	188.23	ABMA	Adult	3.06
131.5	47.42	ABMA	Adult	67.45
28.16	247.84	ABMA	Adult	4.27
256.69	16.94	ABMA	Adult	7.97
100.56	248.87	ABMA	Adult	11.95
162.54	227.19	ABMA	Adult	0.87
55	102.71	ABMA	Adult	18.13
274.55	172.9	ABMA	Adult	16.75
295.44	5.9	ABMA	Adult	34.03
186.72	130.92	ABMA	Adult	0.8
260.89	63.89	ABMA	Adult	6.35
165.45	191.47	ABMA	Adult	4.8
127.52	162.42	ABMA	Adult	1.33
261.17	256.22	ABMA	Adult	4.1
84.83	217.88	ABMA	Adult	7.9
59.37	238.14	ABMA	Adult	19.72
190.73	227.73	ABMA	Adult	2.13
92.37	111.79	ABMA	Adult	40.76
21.37	174.86	ABMA	Adult	5.72
149.49	249.53	ABMA	Adult	15.37
286.52	248.03	ABMA	Adult	7.41
293.24	229.8	ABMA	Adult	2.32
250.41	140.48	ABMA	Adult	7.68
264.47	107.01	ABMA	Adult	6.41
147.18	286.37	ABMA	Adult	9.9
266.63	122.12	ABMA	Adult	23.93
67.34	164.42	ABMA	Adult	3.1
255.5	275.67	ABMA	Adult	12.01
213.43	26.58	ABMA	Adult	4.48
98.48	290.12	ABMA	Adult	3.1
272	23.18	ABMA	Adult	6.56
33.33	123.43	ABMA	Adult	10.2
247.87	213.43	ABMA	Adult	8.13
218	16.12	ABMA	Adult	10.14
99.13	242.7	ABMA	Adult	16.4
144.17	137.19	ABMA	Adult	5.22
19.57	142.42	ABMA	Adult	2.87
106.71	118.75	ABMA	Adult	9.83
250.27	130.96	ABMA	Adult	5.2
180.03	293.72	ABMA	Adult	4.23
242.85	61.56	ABMA	Adult	11.14
207	268.41	ABMA	Adult	8.91
124.35	137.14	ABMA	Adult	8.23
110.74	271.45	ABMA	Adult	4.41
221.5	101.26	ABMA	Adult	3.6
183.59	295.27	ABMA	Adult	22.87
213.66	231.49	ABMA	Adult	2.29
46.73	237.08	ABMA	Adult	15.01
227.45	139.9	ABMA	Adult	3.71
289.5	58.63	ABMA	Adult	1.02
215.22	241.74	ABMA	Adult	14.35
22.52	271.97	ABMA	Adult	0.86
