X	Y	Species	Type	Diam
239.72	143.15	ABCO	Adult	0.51
290.5	205.08	ABCO	Adult	1.72
259.15	184.3	ABCO	Adult	8.81
93.85	91.87	ABCO	Adult	1
140.92	162.16	ABCO	Adult	42.78
197.06	186.82	ABCO	Adult	13.36
62.15	238.84	ABCO	Adult	4.93
173.27	250.85	ABCO	Adult	5.69
67.61	149.8	ABCO	Adult	2.44
86.25	216.6	ABCO	Adult	20.3
264.14	55.48	ABCO	Adult	5.26
216.97	112.01	ABCO	Adult	0.97
126.43	73.55	ABCO	Adult	17.7
199.42	85.07	ABCO	Adult	40.72
82.62	88.1	ABCO	Adult	6.73
229.28	42.77	ABCO	Adult	5.67
141.58	271.05	ABCO	Adult	13.45
258.79	69.12	ABCO	Adult	28.76
87.88	278.85	ABCO	Adult	3.06
134.01	218.78	ABCO	Adult	5.91
256.28	171.42	ABCO	Adult	2.61
89.24	236.09	ABCO	Adult	0.99
81.97	260.26	ABCO	Adult	10.48
284.64	37.37	ABCO	Adult	1.03
179.82	159.12	ABCO	Adult	30.88
93.74	252.91	ABCO	Adult	1.09
213.17	242.75	ABCO	Adult	9.59
209.8	287.48	ABCO	Adult	0.62
146.95	182.26	ABCO	Adult	27.62
285.53	158.4	ABCO	Adult	30.15
14.51	251.13	ABCO	Adult	11.61
124.49	192.09	ABCO	Adult	1.03
114.74	71.06	ABCO	Adult	1.17
257.45	149.82	ABCO	Adult	2.97
77.87	122.01	ABCO	Adult	42.07
85.48	233.1	ABCO	Adult	3.43
24.25	75.61	ABCO	Adult	3.77
151.62	56.91	ABCO	Adult	12.35
296.34	257.48	ABCO	Adult	16.5
183.65	239.19	ABCO	Adult	22.51
137.54	96.84	ABCO	Adult	4.78
125.36	96.82	ABCO	Adult	2.94
208.18	122.29	ABCO	Adult	6.96
219.65	81.36	ABCO	Adult	16.99
163.5	139.13	ABCO	Adult	35.28
143.71	244.4	ABCO	Adult	14.74
275.44	244.24	ABCO	Adult	16.15
60.5	100.85	ABCO	Adult	3.89
18.69	175.32	ABCO	Adult	2.09
260.35	61.14	ABCO	Adult	0.37
286.46	134.12	ABCO	Adult	0.35
136.74	153.68	ABCO	Adult	12.62
227.46	126.46	ABCO	Adult	2.35
231.33	200.74	ABCO	Adult	8.76
64.04	226.12	ABCO	Adult	10.39
170.5	121.59	ABCO	Adult	13.8
160.35	190.07	ABCO	Adult	0.47
228.33	287.09	ABCO	Adult	3.52
161.18	291.16	ABCO	Adult	5.64
235.64	255.97	ABCO	Adult	0.73
133.23	81.19	ABCO	Adult	0.79
79.2	157.28	ABCO	Adult	1.06
31.05	269.2	ABCO	Adult	21.96
39.83	247.88	ABCO	Adult	9.4
183.41	223.31	ABCO	Adult	0.43
200.41	205.52	ABCO	Adult	2.6
100.26	182.26	ABCO	Adult	1.63
273.17	159.5	ABCO	Adult	1.15
57.71	137.79	ABCO	Adult	10.34
160.53	56	ABCO	Adult	1.07
25.39	298.23	ABCO	Adult	0.48
275.83	141.91	ABCO	Adult	5.46
200.08	227.83	ABCO	Adult	3.55
213.02	144.81	ABCO	Adult	6.26
60.27	233.68	ABCO	Adult	5.51
3.9	92.86	ABCO	Adult	9.95
155.41	122.39	ABCO	Adult	19.18
219	198.17	ABCO	Adult	4.92
93.1	253.57	ABCO	Adult	1.35
247.3	67.12	ABCO	Adult	26.63
115.19	295.54	ABCO	Adult	25.16
180.62	181.76	ABCO	Adult	1.24
194.96	218.26	ABCO	Adult	3.51
83.27	100.4	ABCO	Adult	21.05
254.59	243.95	ABCO	Adult	2.77
198.67	257.33	ABCO	Adult	36.55
87.98	283.27	ABCO	Adult	7.65
267.58	102.27	ABCO	Adult	0.53
232.51	180.21	ABCO	Adult	14.17
255.92	29.68	ABCO	Adult	51.39
191.82	81.1	ABCO	Adult	3.64
193.86	233.68	ABCO	Adult	6.67
29.38	62.59	ABCO	Adult	3.38
299.73	150.61	ABCO	Adult	9.59
278.95	288.45	ABCO	Adult	3.49
272.91	41.01	ABCO	Adult	6.13
243.7	223.71	ABCO	Adult	10.01
221.22	77.29	ABCO	Adult	7.85
261.71	281.83	ABCO	Adult	7.23
129.89	98.94	ABCO	Adult	1.84
287.89	282.12	ABCO	Adult	7.91
71.6	51.57	ABCO	Adult	2.98
163.3	94.54	ABCO	Adult	2.29
133.49	205.55	ABCO	Adult	10.3
192.17	210.47	ABCO	Adult	13.68
71.78	226.42	ABCO	Adult	9.79
48.65	206.3	ABCO	Adult	9.16
192.09	75.12	ABCO	Adult	10.14
213.54	142.04	ABCO	Adult	35.4
288.91	114.65	ABCO	Adult	2.76
211.65	257.77	ABCO	Adult	21.48
284.16	45.36	ABCO	Adult	5.63
261.46	129.68	ABCO	Adult	2.16
192.31	136.75	ABCO	Adult	38.9
270.81	172.33	ABCO	Adult	4.35
36.56	232.52	ABCO	Adult	7.87
34.26	127.65	ABCO	Adult	4.4
263.45	44.74	ABCO	Adult	1.74
3.97	181.96	ABCO	Adult	3.57
71.51	138.88	ABCO	Adult	6.85
127.72	252.98	ABCO	Adult	0.72
293.31	31.57	ABCO	Adult	3.73
203.28	137.54	ABCO	Adult	6.32
44.26	127.28	ABCO	Adult	0.84
211.39	149.02	ABCO	Adult	1.09
216.01	207.77	ABCO	Adult	6.77
104.08	274.41	ABCO	Adult	5.36
203.41	115.45	ABCO	Adult	39.64
216.32	183.54	ABCO	Adult	16.48
192.99	134.47	ABCO	Adult	9
238.57	251.44	ABCO	Adult	4.04
149.32	112.14	ABCO	Adult	1.26
287.79	95.83	ABCO	Adult	4.62
270.6	191.92	ABCO	Adult	10.78
111.58	210.91	ABCO	Adult	3.83
78.61	276.04	ABCO	Adult	65.12
64.94	232.15	ABCO	Adult	33.01
26.37	239.73	ABCO	Adult	6.21
37.08	151.18	ABCO	Adult	6.59
248.16	196.71	ABCO	Adult	51.58
39.4	285.37	ABCO	Adult	13.59
264.61	90.4	ABCO	Adult	3.48
260.5	177.84	ABCO	Adult	7.64
187.37	144.16	ABCO	Adult	2.34
114.76	227.13	ABCO	Adult	37.42
166.18	107.8	ABCO	Adult	2.1
293.81	79.03	ABCO	Adult	5.57
72.51	167.59	ABCO	Adult	0.42
96.52	55.66	ABCO	Adult	9.03
170.26	113.94	ABCO	Adult	1.93
284.04	299.74	ABCO	Adult	1.88
209.29	257.69	ABCO	Adult	22.78
228.47	266.35	ABCO	Adult	5.86
139.52	62.08	ABCO	Adult	14.18
146.15	188.67	ABCO	Adult	33.69
6.47	276.2	ABCO	Adult	4.6
96.14	153.37	ABCO	Adult	0.89
166.7	251.27	ABCO	Adult	12.97
250.08	217.09	ABCO	Adult	8.36
245.3	115.56	ABCO	Adult	2.52
230.33	16.51	ABCO	Adult	5.87
292.54	38.05	ABCO	Adult	4.64
271.56	120.95	ABCO	Adult	4.53
61.44	132.2	ABCO	Adult	5.22
65.54	89.76	ABCO	Adult	18.21
89.9	53.48	ABCO	Adult	2.89
278.7	29.13	ABCO	Adult	18.42
157.43	196.67	ABCO	Adult	2.07
243.33	29.61	ABCO	Adult	6.02
157.98	110.03	ABCO	Adult	11.91
293.53	271.67	ABCO	Adult	27.83
139.26	147.09	ABCO	Adult	5.29
228.29	174.99	ABCO	Adult	23.46
129.57	58.59	ABCO	Adult	0.67
25.38	145.47	ABCO	Adult	1.17
156.88	215.26	ABCO	Adult	4.35
101.4	266.41	ABCO	Adult	5.28
241.34	278.1	ABCO	Adult	2.06
295.33	28.36	ABCO	Adult	3.62
66.06	181.6	ABCO	Adult	5.7
89.75	181.53	ABCO	Adult	5.57
260.8	189.07	ABCO	Adult	28.87
109.8	111.15	ABCO	Adult	9.32
280.39	158.95	ABCO	Adult	4.41
5.5	249.6	ABCO	Adult	10.89
262.38	127.9	ABCO	Adult	4.51
82	197.43	ABCO	Adult	152.51
255.5	78.07	ABCO	Adult	4.18
52.62	235.74	ABCO	Adult	1.34
48.8	182.1	ABCO	Adult	13.62
41.98	95.45	ABCO	Adult	3.34
228.95	245.49	ABCO	Adult	20.93
185.33	280.42	ABCO	Adult	5.23
98.56	89.07	ABCO	Adult	1.31
69.34	186.88	ABCO	Adult	2.39
107.38	266.02	ABCO	Adult	3.72
297.3	13.75	ABCO	Adult	0.52
220.28	250.93	ABCO	Adult	43.94
142.38	148.65	ABCO	Adult	12.88
7.52	183.77	ABCO	Adult	38.56
79.48	135.18	ABCO	Adult	12.81
176.55	131.59	ABCO	Adult	0.57
267.66	273.54	ABCO	Adult	0.77
84.41	102.72	ABCO	Adult	3.32
84.85	175.81	ABCO	Adult	3.75
160.39	69.21	ABCO	Adult	4.3
150.55	244.75	ABCO	Adult	3.96
158.38	89.8	ABCO	Adult	7.77
297.27	18.45	ABCO	Adult	46.39
106.72	125.33	ABCO	Adult	7
72.48	120.04	ABCO	Adult	14.19
219.77	142.61	ABCO	Adult	2.38
160.82	243.58	ABCO	Adult	5.79
171.34	150.21	ABCO	Adult	7.1
65.04	119.91	ABCO	Adult	9.91
282.16	246.77	ABCO	Adult	1.26
221.82	165.98	ABCO	Adult	1.64
24.92	256.89	ABCO	Adult	33.62
121.17	175.07	ABCO	Adult	3.6
28.36	255.62	ABCO	Adult	0.67
48.39	137.1	ABCO	Adult	41.29
165.65	65.94	ABCO	Adult	11.59
50.96	222.48	ABCO	Adult	6.63
236.83	194.4	ABCO	Adult	50.28
261.41	51.57	ABCO	Adult	0.18
280.57	212.4	ABCO	Adult	14.98
149.25	266.93	ABCO	Adult	53.23
72.59	285.39	ABCO	Adult	5.11
267.77	28.62	ABCO	Adult	8.01
231.29	169.24	ABCO	Adult	23.3
297	247.5	ABCO	Adult	0.42
94	117.19	ABCO	Adult	5.67
100.67	211.4	ABCO	Adult	5.58
132.29	213.87	ABCO	Adult	1.7
193.61	199.36	ABCO	Adult	1.35
39.24	143.51	ABCO	Adult	21.72
166.67	187.09	ABCO	Adult	1.53
42.67	280	ABCO	Adult	2.38
170.7	299.14	ABCO	Adult	4.29
179.6	271.43	ABCO	Adult	3.4
112.71	203.73	ABCO	Adult	7.92
130.27	166.79	ABCO	Adult	2.53
76.67	94.54	ABCO	Adult	18.22
299.02	71.47	ABCO	Adult	3.21
130.54	106.67	ABCO	Adult	6.22
218.59	90.76	ABCO	Adult	5.81
73.99	138.88	ABCO	Adult	3.46
185.09	265.7	ABCO	Adult	5.32
15.62	142.72	ABCO	Adult	0.72
94.75	237.69	ABCO	Adult	1.45
59.51	78.59	ABCO	Adult	10.41
89.75	199.84	ABCO	Adult	5.68
184.05	143.08	ABCO	Adult	15.89
118.57	146.95	ABCO	Adult	2.65
35.44	197.62	ABCO	Adult	107.72
47.62	280.61	ABCO	Adult	1.85
230.62	24.41	ABCO	Adult	14.65
137.42	184.06	ABCO	Adult	1.67
38.37	188.77	ABCO	Adult	3.13
26.29	199.8	ABCO	Adult	5.81
76.13	212.39	ABCO	Adult	1.61
148.48	213.28	ABCO	Adult	15.83
72.25	223.88	ABCO	Adult	0.77
235.41	204.99	ABCO	Adult	3.96
123.58	273.87	ABCO	Adult	0.74
217.44	207.49	ABCO	Adult	5.28
288.55	161.43	ABCO	Adult	10.06
75.83	245.22	ABCO	Adult	1.83
211.68	76.22	ABCO	Adult	13.36
298.62	31.39	ABCO	Adult	4.63
228.31	17.9	ABCO	Adult	3.48
86.74	239.42	ABCO	Adult	28.99
234.26	16.85	ABCO	Adult	20.91
118.05	214.04	ABCO	Adult	1.58
120.06	52.53	ABCO	Adult	2.84
263.51	267.72	ABCO	Adult	2.72
5.81	170.33	ABCO	Adult	4.41
40.76	239.25	ABCO	Adult	4.02
77.2	174.93	ABCO	Adult	4.39
180.52	227.19	ABCO	Adult	41.51
201.24	269.84	ABCO	Adult	15.19
280.2	186.08	ABCO	Adult	30.43
283.63	85.19	ABCO	Adult	1.22
222.7	253.88	ABCO	Adult	4.91
15.63	117.15	ABCO	Adult	8.72
26.3	127.04	ABCO	Adult	3.92
20.87	242.09	ABCO	Adult	7.39
123.82	215.65	ABCO	Adult	4.6
57.33	193.84	ABCO	Adult	1.66
136.44	162.41	ABCO	Adult	32.15
67.01	50.32	ABCO	Adult	11.7
107.4	199.81	ABCO	Adult	24.3
90.68	248.39	ABCO	Adult	11.31
104.25	286.97	ABCO	Adult	8.43
283	288.46	ABCO	Adult	13.2
179.35	140.19	ABCO	Adult	88.09
183.04	185.46	ABCO	Adult	10.88
266.77	4.15	ABCO	Adult	1.62
28.48	224.63	ABCO	Adult	12.26
120.13	71.37	ABCO	Adult	1.22
216.55	65.64	ABCO	Adult	0.5
56.9	111.58	ABCO	Adult	5.14
12.66	265.83	ABCO	Adult	37.76
275.6	121.87	ABCO	Adult	2.41
154	113.05	ABCO	Adult	4.03
151.7	91.23	ABCO	Adult	18.75
271.32	142.17	ABCO	Adult	2.37
76.84	195.5	ABCO	Adult	2.98
266.1	243.96	ABCO	Adult	4.68
238.81	206.06	ABCO	Adult	1.24
26.43	116.29	ABCO	Adult	2.33
123.14	214.66	ABCO	Adult	3.52
80.67	225.67	ABCO	Adult	0.32
236.02	269.57	ABCO	Adult	4.16
52	89.75	ABCO	Adult	4.5
92.74	176.38	ABCO	Adult	54.64
203.77	167.09	ABCO	Adult	27.52
273.53	226.84	ABCO	Adult	5.85
188.04	138.73	ABCO	Adult	2.71
245.93	171.82	ABCO	Adult	25.48
106.55	86.51	ABCO	Adult	1.51
189.17	173.66	ABCO	Adult	1.56
170.76	183.22	ABCO	Adult	9.97
37.41	73.74	ABCO	Adult	10.48
81.38	145.68	ABCO	Adult	5.22
247.67	243.75	ABCO	Adult	2.32
282.59	106.26	ABCO	Adult	3.33
69.3	89.21	ABCO	Adult	0.27
208.28	96.66	ABCO	Adult	5.46
139.43	254.16	ABCO	Adult	0.68
287.09	243.91	ABCO	Adult	2.79
259.45	91.28	ABCO	Adult	46.65
262.63	102.42	ABCO	Adult	1.02
296.75	107.65	ABCO	Adult	7.79
42.4	56.79	ABCO	Adult	4.88
23.89	194.39	ABCO	Adult	42.4
13.22	241.06	ABCO	Adult	2.72
294.9	277.11	ABCO	Adult	11.98
251.97	261.36	ABCO	Adult	18.42
162.6	100.58	ABCO	Adult	4.47
284.02	299	ABCO	Adult	22.73
70.6	296.82	ABCO	Adult	0.85
139.88	228.12	ABCO	Adult	0.39
200.07	135.8	ABCO	Adult	7.87
198.87	111.57	ABCO	Adult	24.93
32.99	179.83	ABCO	Adult	10.7
70.8	221.37	ABCO	Adult	39.36
73.58	168.62	ABCO	Adult	11.45
35.17	165.04	ABCO	Adult	1.69
293.81	140.4	ABCO	Adult	6.32
121.87	151.47	ABCO	Adult	7.08
27.7	192.58	ABCO	Adult	0.46
292.8	101.41	ABCO	Adult	14.78
251.43	243.46	ABCO	Adult	0.81
99.04	251.99	ABCO	Adult	12.3
28.93	238.24	ABCO	Adult	9.78
156.13	105.05	ABCO	Adult	16.33
49.31	194.56	ABCO	Adult	14.72
181.37	201.39	ABCO	Adult	5.78
211.1	161.48	ABCO	Adult	9.45
31.71	188.88	ABCO	Adult	4.09
152.01	117.62	ABCO	Adult	1.53
30.84	85.4	ABCO	Adult	12.83
60.83	190.4	ABCO	Adult	0.72
259.24	130.92	ABCO	Adult	54.37
265.51	5.22	ABCO	Adult	2.38
18.4	227.02	ABCO	Adult	6.2
185.2	291.8	ABCO	Adult	4.19
155.52	81.31	ABCO	Adult	6.81
134.34	137.07	ABCO	Adult	7.22
272.06	62.62	ABCO	Adult	21.28
215.07	236.27	ABCO	Adult	36.52
225.35	210.83	ABCO	Adult	0.71
84.42	151.93	ABCO	Adult	5.05
281.76	110.01	ABCO	Adult	2.27
106.3	125.1	ABCO	Adult	2.33
189.97	181.17	ABCO	Adult	34.64
39.71	224.61	ABCO	Adult	2.19
32.43	217.91	ABCO	Adult	7.3
190.37	258.21	ABCO	Adult	1.86
109.28	234.89	ABCO	Adult	3.9
261.48	64.84	ABCO	Adult	10.22
11.49	143.13	ABCO	Adult	13.34
31.53	52.48	ABCO	Adult	13.68
94.42	154.46	ABCO	Adult	3.28
173.62	84.95	ABCO	Adult	3.88
50.71	66.86	ABCO	Adult	1.46
12.19	152.46	ABCO	Adult	1.44
71.07	130.28	ABCO	Adult	54.57
120.93	179.6	ABCO	Adult	0.41
12.3	55.25	ABCO	Adult	23.6
182.45	203.4	ABCO	Adult	2.83
36.13	104.99	ABCO	Adult	13.59
94.14	294.54	ABCO	Adult	11.47
171.25	283.17	ABCO	Adult	1.94
220.68	117.16	ABCO	Adult	52.15
271.38	202.39	ABCO	Adult	3.29
211.64	185.99	ABCO	Adult	3.35
102.86	176.83	ABCO	Adult	5.88
257.32	8.48	ABCO	Adult	5.63
287.21	236	ABCO	Adult	1.14
56.92	234.73	ABCO	Adult	1.6
47.34	195.57	ABCO	Adult	22.72
3.22	245.77	ABCO	Adult	12.2
54.9	131.62	ABCO	Adult	0.57
124.22	261.74	ABCO	Adult	52.23
12.37	158.29	ABCO	Adult	15.92
189.93	226.49	ABCO	Adult	9.57
283.49	284.33	ABCO	Adult	5.81
109.85	265.2	ABCO	Adult	13.32
185.81	145.82	ABCO	Adult	2.8
264.44	14.76	ABCO	Adult	1.96
247.67	251.74	ABCO	Adult	15
93	95.14	ABCO	Adult	0.86
218.03	169.91	ABCO	Adult	2.66
274.34	74.6	ABCO	Adult	2.62
207.12	110.8	ABCO	Adult	26.48
217.79	183.66	ABCO	Adult	8.28
67.54	242.89	ABCO	Adult	3.51
201.36	276.26	ABCO	Adult	33.68
157.59	251.24	ABCO	Adult	40.18
100.54	166.89	ABCO	Adult	14.32
240.26	160.32	ABCO	Adult	43.89
271.68	114.47	ABCO	Adult	3.9
222.16	109.86	ABCO	Adult	27.6
56.47	121.02	ABCO	Adult	7.27
225.57	227.04	ABCO	Adult	45.33
250.93	47.88	ABCO	Adult	0.74
16.98	101.54	ABCO	Adult	11.71
107.61	98.17	ABCO	Adult	0.82
117.92	126.06	ABCO	Adult	38.25
22.01	208.17	ABCO	Adult	10.13
250.16	221.98	ABCO	Adult	2.24
240.8	71.46	ABCO	Adult	3.35
258.86	31.81	ABCO	Adult	7.44
208.38	118.64	ABCO	Adult	5.73
82.72	63.03	ABCO	Adult	8.03
212.51	171.18	ABCO	Adult	16.4
213.08	147.02	ABCO	Adult	11.87
155.23	56.84	ABCO	Adult	0.6
196.12	91.57	ABCO	Adult	1.44
3.53	269.08	ABCO	Adult	35
113.12	247.5	ABCO	Adult	2.71
2.55	97.55	ABCO	Adult	107.83
228.97	13.97	ABCO	Adult	5.27
122.42	68.77	ABCO	Adult	7.5
206.31	160.36	ABCO	Adult	13.81
275.23	17.46	ABCO	Adult	3.72
34.2	285.44	ABCO	Adult	5.29
235.97	148.84	ABCO	Adult	1.76
249.33	31.81	ABCO	Adult	1.67
135.31	143.7	ABCO	Adult	2.13
162.56	273.39	ABCO	Adult	8.02
114.36	234.25	ABCO	Adult	1.48
266.2	64.07	ABCO	Adult	7.04
4.18	279.75	ABCO	Adult	25.18
222.96	164.47	ABCO	Adult	0.52
288.91	50.26	ABCO	Adult	30.7
12.52	200.01	ABCO	Adult	28.51
258.79	25.45	ABCO	Adult	5.24
190	238.61	ABCO	Adult	1.78
219.97	180.53	ABCO	Adult	1.46
167.05	258.08	ABCO	Adult	2.04
26.22	240.96	ABCO	Adult	17.72
148.88	130.97	ABCO	Adult	18.22
171.96	224.17	ABCO	Adult	7.41
155.22	247.29	ABCO	Adult	0.91
194.77	171.26	ABCO	Adult	17.99
81.51	252.36	ABCO	Adult	5.65
155.68	210.67	ABCO	Adult	7.5
94.3	53.4	ABCO	Adult	3.52
169.4	215.76	ABCO	Adult	8.13
80.15	122.51	ABCO	Adult	6.66
10.01	207.2	ABCO	Adult	1.52
81.61	154.75	ABCO	Adult	12.41
80.68	244.44	ABCO	Adult	1.12
132.07	66.13	ABCO	Adult	0.54
234.89	17.79	ABCO	Adult	6.62
181.34	76.66	ABCO	Adult	7.42
226.64	108.96	ABCO	Adult	2.23
192.76	137.29	ABCO	Adult	6.14
188.88	52	ABCO	Adult	3.24
66.55	174.15	ABCO	Adult	7.02
292.98	224.63	ABCO	Adult	12.99
76.64	280.19	ABCO	Adult	2.95
233.77	265.45	ABCO	Adult	0.38
286.41	155.49	ABCO	Adult	19.91
259.06	98.91	ABCO	Adult	2.06
63.7	110.8	ABCO	Adult	1.74
151.46	191.88	ABCO	Adult	159.04
50.45	258.15	ABCO	Adult	28.18
247.23	88.22	ABCO	Adult	1.39
49.59	184.29	ABCO	Adult	1.87
124.24	85.36	ABCO	Adult	9.84
116.32	115.12	ABCO	Adult	3.84
181.2	294.18	ABCO	Adult	1.93
177.68	91.37	ABCO	Adult	16.08
220.26	283.02	ABCO	Adult	0.95
115.27	79.28	ABCO	Adult	2.59
262.95	159.31	ABCO	Adult	1.89
227.81	243.37	ABCO	Adult	8.48
288.49	190.32	ABCO	Adult	2.79
135.28	129.03	ABCO	Adult	0.48
283.53	277.83	ABCO	Adult	8.45
111.92	123.57	ABCO	Adult	2.37
143.47	151.87	ABCO	Adult	1.01
122.2	215.66	ABCO	Adult	2.94
62.34	296.38	ABCO	Adult	12.74
169.59	210.81	ABCO	Adult	1.51
195.02	171.19	ABCO	Adult	7.57
182.87	163.9	ABCO	Adult	14
106.5	236.65	ABCO	Adult	10.82
241.35	74.63	ABCO	Adult	6.34
116.49	209.88	ABCO	Adult	11.45
255.8	18.56	ABCO	Adult	9.65
25.71	295.78	ABCO	Adult	1.5
85.94	51.37	ABCO	Adult	3.51
276.81	22.19	ABCO	Adult	2.23
207.95	155.67	ABCO	Adult	31.87
213.44	87.02	ABCO	Adult	33.07
172.05	262.97	ABCO	Adult	4.69
264.71	68.53	ABCO	Adult	0.85
194.48	116.36	ABCO	Adult	2
74.22	82.79	ABCO	Adult	7.07
230.56	109.57	ABCO	Adult	7.28
216.38	238.77	ABCO	Adult	2.69
181.92	118.07	ABCO	Adult	7.92
103.05	131.34	ABCO	Adult	9.95
92.81	148.19	ABCO	Adult	63.54
123.32	282.67	ABCO	Adult	36.37
5.27	77.83	ABCO	Adult	10.42
176.99	90.35	ABCO	Adult	19.24
15.33	72.97	ABCO	Adult	20.91
21.77	265.08	ABCO	Adult	15.59
50.45	88.91	ABCO	Adult	3.26
188.19	292.79	ABCO	Adult	16.53
225.72	15.61	ABCO	Adult	5.05
13.33	248.79	ABCO	Adult	0.73
218.08	235.64	ABCO	Adult	5.93
22.82	102.81	ABCO	Adult	6.06
200.04	61.09	ABCO	Adult	8.28
133.55	297.17	ABCO	Adult	2.5
121.23	118.8	ABCO	Adult	2.95
27.81	196.04	ABCO	Adult	3.51
264.89	100.7	ABCO	Adult	4
147.41	129.43	ABCO	Adult	7.35
248.06	266.13	ABCO	Adult	7.01
258.11	288.07	ABCO	Adult	15.13
292.72	265.78	ABCO	Adult	3.95
177.05	218.23	ABCO	Adult	7.27
241.53	239.13	ABCO	Adult	3.51
290.65	156.22	ABCO	Adult	1.78
36.73	90.57	ABCO	Adult	7.41
175.87	221.84	ABCO	Adult	3.91
186.23	288.16	ABCO	Adult	8.46
27.4	63.27	ABCO	Adult	10.68
183.73	92.25	ABCO	Adult	4.17
67.3	144.05	ABCO	Adult	30.22
66.51	252.28	ABCO	Adult	7.14
25.52	283.29	ABCO	Adult	1.13
18.73	210.73	ABCO	Adult	1.75
29.69	71.93	ABCO	Adult	7.93
293.31	272.45	ABCO	Adult	6.22
38.01	251.8	ABCO	Adult	17.48
229.72	129.91	ABCO	Adult	8.92
283.18	197.44	ABCO	Adult	4.47
208.32	178.22	ABCO	Adult	8.7
277.53	42.43	ABCO	Adult	4.6
27.57	239.67	ABCO	Adult	112.73
165.84	281.21	ABCO	Adult	1.15
72.24	146.41	ABCO	Adult	1.36
157.66	87.84	ABCO	Adult	8.41
208.58	167.65	ABCO	Adult	4.36
112.28	172.56	ABCO	Adult	64.91
263.44	191.54	ABCO	Adult	0.97
34.91	261.84	ABCO	Adult	52.92
14.87	216.79	ABCO	Adult	1.12
138.54	229.25	ABCO	Adult	17.92
144.68	185.38	ABCO	Adult	23.15
86.51	106.86	ABCO	Adult	11.95
31.22	182.5	ABCO	Adult	2.14
255.25	101.9	ABCO	Adult	8.94
47.47	96.84	ABCO	Adult	4.44
131.35	239.44	ABCO	Adult	16.71
263.97	171.63	ABCO	Adult	28.19
295.81	223.75	ABCO	Adult	2.17
