X	Y	Species	Type	Diam
36.88	171.05	ABCO	Adult	10.31
207.39	241.2	ABCO	Adult	11.39
65.27	213.33	ABCO	Adult	11.46
29.33	273.18	ABCO	Adult	12.23
272.5	140.44	ABCO	Adult	3.94
83.6	269.28	ABCO	Adult	2.8
271.87	75.93	ABCO	Adult	21.21
160.26	4.64	ABCO	Adult	3.8
102.59	1.74	ABCO	Adult	7.18
86.92	60.8	ABCO	Adult	2.18
151.7	87.18	ABCO	Adult	7.46
154.5	71.65	ABCO	Adult	12.55
135.44	131.6	ABCO	Adult	1.12
243.23	229.93	ABCO	Adult	2.5
201.23	72.8	ABCO	Adult	0.33
43.85	184.87	ABCO	Adult	5.32
175.7	18.47	ABCO	Adult	15.27
212.1	75.64	ABCO	Adult	7.17
147.58	226.35	ABCO	Adult	22.36
297.29	52.42	ABCO	Adult	13.74
205.51	201.58	ABCO	Adult	3.75
122.94	150.08	ABCO	Adult	4.77
245.9	261.06	ABCO	Adult	12.06
142.1	251.04	ABCO	Adult	9.99
37.14	202.61	ABCO	Adult	8
110.4	288.58	ABCO	Adult	17.45
58.43	224.98	ABCO	Adult	11.05
160.87	129.73	ABCO	Adult	0.9
125.36	281.42	ABCO	Adult	1.29
158.15	278.9	ABCO	Adult	1.98
192.35	82.08	ABCO	Adult	6.3
174.72	77.22	ABCO	Adult	1.9
94.56	19.86	ABCO	Adult	3.21
238.65	246.61	ABCO	Adult	10
241.48	9.6	ABCO	Adult	1.66
32.4	222.37	ABCO	Adult	4.01
105.04	262.72	ABCO	Adult	24.33
119.65	109.78	ABCO	Adult	2.98
82.09	280.41	ABCO	Adult	3.04
182.42	127.89	ABCO	Adult	28.57
188.33	122.66	ABCO	Adult	4.15
228.26	167.81	ABCO	Adult	5.1
132.92	0.78	ABCO	Adult	8.76
299.22	165.94	ABCO	Adult	4.83
41.6	278.13	ABCO	Adult	9.99
4.11	166.75	ABCO	Adult	11.32
253.98	58.58	ABCO	Adult	9.14
118.78	203.72	ABCO	Adult	3.84
91.55	95.51	ABCO	Adult	5.89
83.51	76.1	ABCO	Adult	15.38
81.95	62	ABCO	Adult	24.1
88.03	68.92	ABCO	Adult	0.94
79.96	68.33	ABCO	Adult	11.52
32.63	164.73	ABCO	Adult	9.44
144.69	273.24	ABCO	Adult	3.15
201.64	288.45	ABCO	Adult	77.18
189.8	2.3	ABCO	Adult	2.22
127.1	135.76	ABCO	Adult	51.78
197.7	146.24	ABCO	Adult	6.34
31.35	169.31	ABCO	Adult	2.78
68.61	247.72	ABCO	Adult	56.58
275.9	124.53	ABCO	Adult	24.46
279.23	45.41	ABCO	Adult	7.41
148.42	86.06	ABCO	Adult	1.89
92.6	67.14	ABCO	Adult	3.36
167.24	73.25	ABCO	Adult	4.82
271.41	178.85	ABCO	Adult	6.83
275.44	57.83	ABCO	Adult	1.7
10.64	293.27	ABCO	Adult	25.93
278.68	57.54	ABCO	Adult	4.53
249.34	194.34	ABCO	Adult	1.42
274.61	126.66	ABCO	Adult	1.2
162.77	251.74	ABCO	Adult	1.81
168.25	54.06	ABCO	Adult	4.79
289.74	277.26	ABCO	Adult	9.09
259.46	279.37	ABCO	Adult	0.94
241.58	191.06	ABCO	Adult	5.63
269.75	28.48	ABCO	Adult	8.68
159.02	265.52	ABCO	Adult	0.15
17.09	278.46	ABCO	Adult	15.06
202.63	293.39	ABCO	Adult	24.1
226.21	258.33	ABCO	Adult	4.59
243.17	251.5	ABCO	Adult	12.11
207.64	31.5	ABCO	Adult	8.93
127.6	98.11	ABCO	Adult	18.75
137.42	66.45	ABCO	Adult	9.77
20.37	188.71	ABCO	Adult	3.03
208.89	94.13	ABCO	Adult	5.78
