X	Y	Species	Type	Diam
188.2	81.53	ABCO	Adult	7.4
118.29	94.2	ABCO	Adult	32.24
127.6	278.95	ABCO	Adult	17.06
132.37	65.98	ABCO	Adult	8.18
296.43	221.68	ABCO	Adult	52.33
26.93	260.13	ABCO	Adult	1593.19
87.52	98.1	ABCO	Adult	1.31
26.66	67.37	ABCO	Adult	8.21
290.36	32.76	ABCO	Adult	42.07
65.28	239.6	ABCO	Adult	18.73
102.62	153.25	ABCO	Adult	20.15
217.31	204.36	ABCO	Adult	49.9
283.47	290.36	ABCO	Adult	2.53
290.68	122.43	ABCO	Adult	1.6
284.15	9.47	ABCO	Adult	6.6
116.9	98.7	ABCO	Adult	4.83
56.46	58.42	ABCO	Adult	5.79
164.85	282.37	ABCO	Adult	17.05
107	297.49	ABCO	Adult	11.57
190.65	129.84	ABCO	Adult	38.27
122.09	86.16	ABCO	Adult	2048.06
160.24	175.27	ABCO	Adult	32.96
51.47	224.34	ABCO	Adult	123.94
278.06	70.19	ABCO	Adult	39.96
282.36	245.53	ABCO	Adult	9.66
21.52	116.39	ABCO	Adult	13.56
284.8	113.56	ABCO	Adult	22.05
144.68	154.79	ABCO	Adult	32.77
123.62	293.82	ABCO	Adult	38.97
136.2	216.94	ABCO	Adult	15.08
246.83	140.53	ABCO	Adult	43.8
6.5	199.51	ABCO	Adult	18.25
9.62	106.89	ABCO	Adult	27.62
190.18	68.62	ABCO	Adult	61.31
33.3	64.28	ABCO	Adult	4.97
185.22	177.33	ABCO	Adult	4.66
235.28	294.92	ABCO	Adult	4.66
25.06	99.99	ABCO	Adult	142.42
199.89	61.47	ABCO	Adult	33.32
207.19	0.68	ABCO	Adult	11.55
181.81	299.3	ABCO	Adult	159.01
32.79	266.41	ABCO	Adult	2.61
248.37	153.18	ABCO	Adult	7.95
67.8	163.66	ABCO	Adult	21.33
267.74	87.76	ABCO	Adult	17.28
99.28	134.72	ABCO	Adult	530.65
124.08	243.07	ABCO	Adult	28.17
250.01	143.7	ABCO	Adult	2.94
179.34	290.92	ABCO	Adult	10.55
53.28	56.29	ABCO	Adult	25.88
104.89	112.62	ABCO	Adult	11.71
28.09	147.58	ABCO	Adult	90.57
22.87	207.74	ABCO	Adult	53.9
173.8	158.01	ABCO	Adult	55.3
231.9	241.09	ABCO	Adult	54.95
96.17	286.92	ABCO	Adult	26.29
275.03	229.33	ABCO	Adult	5.88
159.66	215.77	ABCO	Adult	273.04
170.09	260.88	ABCO	Adult	3.62
280.33	143.72	CADE	Adult	2.26
10.58	102.93	CADE	Adult	0.23
180.48	288.37	CADE	Adult	1.36
130.11	242.23	CADE	Adult	0.51
75.95	171.91	CADE	Adult	1.33
190	242.63	CADE	Adult	7.7
215.03	3.76	CADE	Adult	0.94
266.12	42.86	CADE	Adult	2.97
200.34	143.18	CADE	Adult	0.58
152.87	132.47	CADE	Adult	2.02
0.69	73.17	CADE	Adult	0.28
246.23	241.07	CADE	Adult	1.84
243.49	147.58	CADE	Adult	5.97
71.36	265.94	CADE	Adult	1.64
257.55	77.76	CADE	Adult	1.47
27.17	138.91	CADE	Adult	0.88
278.69	95.06	CADE	Adult	1.32
294.88	274.41	CADE	Adult	2.62
152.23	137.45	CADE	Adult	0.74
81.64	182.48	CADE	Adult	0.27
74.39	174.36	CADE	Adult	2.23
217.38	67.38	CADE	Adult	0.64
216.72	200.73	CADE	Adult	0.27
82.87	204.99	CADE	Adult	0.56
264.2	4.68	CADE	Adult	0.19
229.2	185.26	CADE	Adult	1.23
134.76	126.6	PIJE	Adult	6.98
23.28	206.64	PIJE	Adult	74.32
279.61	295.93	PIJE	Adult	4.38
51.66	59.94	PIJE	Adult	31.36
97.3	172.88	PIJE	Adult	7.15
72.85	158.97	PIJE	Adult	19.89
104.66	248.17	PIJE	Adult	8.29
284.22	0.95	PIJE	Adult	22.72
91.9	273.94	PIJE	Adult	6.79
194.64	70.51	PIJE	Adult	7.13
219.3	18.8	PIJE	Adult	20.54
150.14	202.13	PIJE	Adult	2.72
227.73	276.13	PIJE	Adult	29.04
286.38	190.7	PIJE	Adult	289.96
135.54	275	PIJE	Adult	34.79
172.31	294.48	PIJE	Adult	144.16
49.38	78.4	PIJE	Adult	15.69
261.75	259.74	PIJE	Adult	11.32
42.71	86.6	PIJE	Adult	2.81
90.52	239.75	PIJE	Adult	0.38
220.3	97.66	PIJE	Adult	8.57
136.7	186.79	PIJE	Adult	6.03
253.49	84.22	PIJE	Adult	10.03
16.14	54.33	PIJE	Adult	46.04
69.32	206.22	PIJE	Adult	13.16
85.75	177.79	PIJE	Adult	16.25
48.87	243.44	PIJE	Adult	33.14
275.06	122.85	PIJE	Adult	24.78
276.13	93.84	PIJE	Adult	2.4
74.66	173.6	PIJE	Adult	14.21
79.34	242.47	PIJE	Adult	1.42
140.72	68.75	PIJE	Adult	113.07
13.43	219.74	PIJE	Adult	4.14
299.48	28.57	PIJE	Adult	35.31
51.91	209.57	PIJE	Adult	7.91
9.86	107.03	PIJE	Adult	123.07
17.79	282.86	PIJE	Adult	1.56
20.29	251.6	PIJE	Adult	14.83
297.99	84.22	PIJE	Adult	26.09
126.41	181.38	PIJE	Adult	66.77
148.88	226.98	PIJE	Adult	11.96
205.17	12.04	PIJE	Adult	39.34
98.3	150.59	PIJE	Adult	66.85
240.83	51.29	PIJE	Adult	23.39
245.08	22.26	PIJE	Adult	40.91
48.65	182.33	PIJE	Adult	32.21
64.57	61.83	PIJE	Adult	5.13
177.43	179.69	PIJE	Adult	6.3
226.76	8.27	PIJE	Adult	1.59
165.02	83.76	PIJE	Adult	259.18
178.19	148.75	PIJE	Adult	68.54
192.68	291.99	PIJE	Adult	3.63
81.52	260.53	PIJE	Adult	13.73
182.74	267.07	PIJE	Adult	58.44
128.76	262.73	PIJE	Adult	20.3
281.63	158.77	PIJE	Adult	51.16
220.96	208.11	PIJE	Adult	7.3
36.55	236.93	PIJE	Adult	10.09
210.11	265.33	PIJE	Adult	23.34
23.53	221.52	PIJE	Adult	6.93
209.49	130.91	PIJE	Adult	11.28
132.84	123.62	PIJE	Adult	177.73
20.15	168.52	PIJE	Adult	5.06
268.17	135.17	PIJE	Adult	9.9
258.82	217.69	PIJE	Adult	5.31
198.22	56.39	PIJE	Adult	6.3
14.26	152.02	PIJE	Adult	4.59
268.34	136.74	PIJE	Adult	31.97
84.78	287.66	PIJE	Adult	44.16
62.95	80.53	PIJE	Adult	25.86
192.24	176.15	PIJE	Adult	57.38
203.92	30.69	PIJE	Adult	48.37
263.93	119.68	PIJE	Adult	0.39
110.22	66.15	PIJE	Adult	52.16
126.97	208.66	PIJE	Adult	16.28
100.64	289.86	PIJE	Adult	10.35
291.87	247.07	PIJE	Adult	15.04
93.23	243.17	PIJE	Adult	24.41
151.62	267.43	PIJE	Adult	354.58
119.5	120.25	PIJE	Adult	0.67
256.42	280.6	PIJE	Adult	4.04
67.5	146	PIJE	Adult	25.09
18.82	281.91	PIJE	Adult	2.18
231.47	148.72	PIJE	Adult	3.97
249.28	292.48	PIJE	Adult	133.66
114.34	195.3	PIJE	Adult	2.34
239.64	32.27	PIJE	Adult	20.48
51.22	130.82	PIJE	Adult	41.07
290.45	257.36	PIJE	Adult	7.27
254.67	250.45	PIJE	Adult	16.94
34.41	217.19	PIJE	Adult	39.62
113.63	219.24	PIJE	Adult	7.62
87.25	87.42	PIJE	Adult	9.08
119.24	165.23	PIJE	Adult	8.19
102.45	198.82	PIJE	Adult	83.5
263.66	114.8	PIJE	Adult	40.87
133.48	51.34	PIJE	Adult	2.84
180.31	257.52	PIJE	Adult	2.06
232.9	236.29	PIJE	Adult	17.03
52.99	265.83	PIJE	Adult	4.78
83.73	97.66	PIJE	Adult	11.84
192.32	288.02	PIJE	Adult	9.83
182.91	138.8	PIJE	Adult	13.69
279.62	1.51	PIJE	Adult	3.6
271.75	194.34	PIJE	Adult	7.25
46.99	216.33	PIJE	Adult	6.14
228.65	220.11	PIJE	Adult	18.92
68.11	56.26	PIJE	Adult	201.7
13.76	235.01	PIJE	Adult	10.7
149.88	127.78	PIJE	Adult	115.39
132.23	209.11	PIJE	Adult	32.2
203.41	263.69	PIJE	Adult	23.33
14.01	89.74	PIJE	Adult	1.45
35.58	133.93	PIJE	Adult	12.73
202.23	297.98	PIJE	Adult	69.54
171.46	157.48	PIJE	Adult	45.94
288.21	228.22	PIJE	Adult	63.29
7.59	179.88	PIJE	Adult	6.42
222.58	32.13	PIJE	Adult	11.27
140.21	177.4	PIJE	Adult	11.8
30.35	227.39	PIJE	Adult	5.71
194.19	139.28	PIJE	Adult	17.91
262.85	198	PIJE	Adult	17.03
103.1	100.12	PIJE	Adult	13.11
43.7	77.23	PIJE	Adult	20.21
76.1	132.19	PIJE	Adult	85.39
226.54	264.2	PIJE	Adult	18.73
65.01	87.01	PIJE	Adult	148.85
152.81	293.27	PIJE	Adult	85.95
211.33	175.61	PIJE	Adult	19.03
40.09	134.41	PIJE	Adult	13.6
258.43	155.58	PIJE	Adult	18.15
197.61	179.91	PIJE	Adult	97.23
135.43	257.41	PIJE	Adult	6.87
108.2	84.39	PIJE	Adult	7.58
275.4	213.44	PIJE	Adult	5.84
200.71	251.1	PIJE	Adult	5.95
255.37	265.13	PIJE	Adult	12
199.78	295.66	PIJE	Adult	25.48
113.87	184.21	PIJE	Adult	3.3
185.99	299.47	PIJE	Adult	8.04
287.8	105.59	PIJE	Adult	5.21
110.29	212.89	PIJE	Adult	5.51
188.1	291.94	PIJE	Adult	21.21
113.36	144.23	PIJE	Adult	4.23
109.34	270.53	PIJE	Adult	8.91
35.33	80.38	PIJE	Adult	2.16
54.78	272.95	PIJE	Adult	25.89
277.64	157.64	PIJE	Adult	6.79
172.95	124.11	PIJE	Adult	5.42
173.66	104.03	PIJE	Adult	3.83
19.47	60.37	PIJE	Adult	35.43
160.65	286.62	PIJE	Adult	6.37
45.26	293.09	PIJE	Adult	15.72
206.15	275.78	PIJE	Adult	0.84
103.72	298.5	PIJE	Adult	30.67
156.25	67.66	PIJE	Adult	8.37
67.83	284.11	PIJE	Adult	19.43
209.34	164.95	PIJE	Adult	11.72
232.19	283.37	PIJE	Adult	42.75
273.72	194.42	PIJE	Adult	3.39
43.89	115.91	PIJE	Adult	25.9
116.43	238.61	PIJE	Adult	18.11
59.43	79.13	PIJE	Adult	2.81
16.8	98.92	PIJE	Adult	8.09
112.68	216.63	PIJE	Adult	55.8
54.16	154.51	PIJE	Adult	10.59
122.25	119.53	PIJE	Adult	5.1
54.05	105.12	PIJE	Adult	5.29
10.62	72.08	PIJE	Adult	2.39
60.1	220.92	PIJE	Adult	8.56
0.54	129.33	PIJE	Adult	179.82
273.2	212.34	PIJE	Adult	10.71
75.41	87.8	PIJE	Adult	0.5
159.4	117.11	PIJE	Adult	14.94
152.56	222.98	PIJE	Adult	8.73
82.15	151.59	PIJE	Adult	52.19
280.98	6.93	PIJE	Adult	35.7
205.58	33.99	PIJE	Adult	17.53
276.86	17.12	PIJE	Adult	8.58
65.13	240.61	PIJE	Adult	4.78
201.48	41.99	PIJE	Adult	21.81
260.23	102.61	PIJE	Adult	12.98
220.64	298.51	PIJE	Adult	26.61
266.27	127.3	PIJE	Adult	29.8
200.26	255.4	PIJE	Adult	4.32
258.03	227.54	PIJE	Adult	11.05
168.44	149.93	PIJE	Adult	6.39
145.84	177.88	PIJE	Adult	5.98
104.23	187.14	PIJE	Adult	49.3
203.15	18.66	PIJE	Adult	16.89
253.77	244.43	PIJE	Adult	48.86
189.53	142.81	PIJE	Adult	12.56
295.8	158.52	PIJE	Adult	66.67
247.95	176.84	PIJE	Adult	25.82
291.91	155.73	PIJE	Adult	11.53
229.53	147.01	PIJE	Adult	12.93
129.1	251.2	PIJE	Adult	5.36
35.1	222.86	PIJE	Adult	31.65
62.04	273.76	PIJE	Adult	73.99
192.77	135.08	PIJE	Adult	86.32
201.16	254.08	PIJE	Adult	21.41
65.86	121.37	PIJE	Adult	18.4
252.05	283.05	PIJE	Adult	20.78
198.91	214.75	PIJE	Adult	26.25
178.19	110.06	PIJE	Adult	3.93
66.53	279.8	PIJE	Adult	3.25
79.06	205.26	PIJE	Adult	30.01
177.51	64.07	PIJE	Adult	4.59
39.61	199.87	PIJE	Adult	58.54
98.58	136.8	PIJE	Adult	14.86
260.71	217.07	PIJE	Adult	46.16
54.95	203.06	PIJE	Adult	9.11
234.01	46.58	PIJE	Adult	9.07
40.38	95.44	PIJE	Adult	4.56
49.11	241.9	PIJE	Adult	39.02
203.55	53.93	PIJE	Adult	7.29
26.71	162.16	PIJE	Adult	13
135.5	120.6	PIJE	Adult	21.98
285.58	275.79	PIJE	Adult	7.7
138.44	67.45	PIJE	Adult	2.1
211.44	93.81	PIJE	Adult	6.25
191.24	153.54	PIJE	Adult	2.88
139.53	60.52	PIJE	Adult	13.94
278.09	248.66	PIJE	Adult	84.02
235.16	58.74	PIJE	Adult	10.19
61.04	233.18	PIJE	Adult	15.98
45.38	126.17	PIJE	Adult	3.18
233.3	164.25	PIJE	Adult	9.67
131.08	276.54	PIJE	Adult	54.71
232.71	287.3	PIJE	Adult	16.14
105.81	250.23	PIJE	Adult	35.96
198.64	192.33	PIJE	Adult	86.98
101.01	238.54	PIJE	Adult	5.76
146.12	166.75	PIJE	Adult	3.81
195.13	215.66	PIJE	Adult	1.25
258.35	134.66	PIJE	Adult	18.9
287.99	124.17	PIJE	Adult	152.21
98.77	218.24	PIJE	Adult	19.93
11.48	273.97	PIJE	Adult	9.9
167.6	183.62	PIJE	Adult	6.44
136.83	126.92	PIJE	Adult	88.83
87.49	255.17	PIJE	Adult	14.25
101.03	82.1	PIJE	Adult	4.84
146.03	208.41	PIJE	Adult	11.6
124.72	120.92	PIJE	Adult	6.41
256.17	275.15	PIJE	Adult	11.65
122.05	264.65	PIJE	Adult	9.08
185.29	145.55	PIJE	Adult	24.05
155.34	192.6	PIJE	Adult	13.58
57.66	160.26	PIJE	Adult	29.8
274.69	11.86	PIJE	Adult	110.51
291.17	39.43	PIJE	Adult	7.05
179.65	172.1	PIJE	Adult	14.21
133.88	145.6	PIJE	Adult	35.84
144.8	51.82	PIJE	Adult	179.32
37.09	149.71	PIJE	Adult	64.23
100.42	177.4	PIJE	Adult	76.95
38.91	165.86	PIJE	Adult	3.48
202.95	107.81	PIJE	Adult	43.3
0.96	233.14	PIJE	Adult	62.03
276.76	243.38	PIJE	Adult	126.72
19.54	157.19	PIJE	Adult	12.16
131.31	135.08	PIJE	Adult	6.19
46.81	80.5	PIJE	Adult	41.01
121.53	171.91	PIJE	Adult	14.1
175.72	266.44	PIJE	Adult	41.44
138.26	84.79	PIJE	Adult	3.09
63.46	72.04	PIJE	Adult	44.69
108.55	207.47	PIJE	Adult	25.88
0.71	295.14	PIJE	Adult	8.32
263.27	202.64	PIJE	Adult	34.54
43.75	128.7	PIJE	Adult	10.89
289.8	200.32	PIJE	Adult	4.09
156.07	270.21	PIJE	Adult	378.85
80.1	77.13	PIJE	Adult	22.77
291.12	281.43	PIJE	Adult	8.38
3.08	280.48	PIJE	Adult	0.45
60.68	127.73	PIJE	Adult	18.13
134.4	185.17	PIJE	Adult	32.14
37.86	136.14	PIJE	Adult	115
170.18	117.04	PIJE	Adult	260.54
266.31	109.9	PIJE	Adult	58.3
138.09	298.28	PIJE	Adult	9.06
162.14	287.52	PIJE	Adult	38.54
4.16	222.21	PIJE	Adult	52.5
249	103.34	PIJE	Adult	2.58
25.32	150.97	PIJE	Adult	88.18
272.37	63.63	PIJE	Adult	3.64
187.1	73.83	PIJE	Adult	28.47
65.91	135.48	PIJE	Adult	4.56
202.08	8.93	PIJE	Adult	81.64
101.86	163.27	PIJE	Adult	12.45
277.55	114.97	PIJE	Adult	15.38
16.4	261.9	PIJE	Adult	4.02
58.81	187.16	PIJE	Adult	16.81
282.83	236.73	PIJE	Adult	107.17
60.69	157.72	PIJE	Adult	95.75
224.16	75.95	PIJE	Adult	2.28
237.26	268.58	PIJE	Adult	14.17
30.12	94.23	PIJE	Adult	18.18
205.93	278.66	PIJE	Adult	102.76
192.77	123.43	PIJE	Adult	5.14
214.61	262.87	PIJE	Adult	167.03
80.43	144.09	PIJE	Adult	8.43
211.26	287.25	PIJE	Adult	11.11
105.51	96.87	PIJE	Adult	10.41
251.49	260.55	PIJE	Adult	105.21
201.33	72.48	PIJE	Adult	71.78
215.41	231.82	PIJE	Adult	6.1
139.04	214.75	PIJE	Adult	40.11
255.73	26.5	PIJE	Adult	5.71
53.15	204.87	PIJE	Adult	6.34
128.34	229.8	PIJE	Adult	65.4
32.26	124.95	PIJE	Adult	30.65
166.72	177.92	PIJE	Adult	1.28
82.95	244.94	PIJE	Adult	7.82
114.47	244.9	PIJE	Adult	19.5
286.31	177.75	PIJE	Adult	8.32
211.87	77.94	PIJE	Adult	11.49
55.44	206.04	PIJE	Adult	23.21
280.26	277.74	PIJE	Adult	8.02
241.62	7.57	PIJE	Adult	11.54
55.74	257.44	PIJE	Adult	7.16
88.51	266.7	PIJE	Adult	9.7
284.32	289.55	PIJE	Adult	1.48
190.19	162.57	PIJE	Adult	15.72
114.91	201.16	PIJE	Adult	14.48
175.7	211.32	PIJE	Adult	86.72
171.64	164.36	PIJE	Adult	2.91
232.44	67	PIJE	Adult	63.14
45.16	237.02	PIJE	Adult	39.6
25.58	131.3	PIJE	Adult	78.67
107.56	141.7	PIJE	Adult	16.6
65.85	83.21	PIJE	Adult	1.65
287.35	37.8	PIJE	Adult	8.82
189.57	268.6	PIJE	Adult	79.32
259.34	139.52	PIJE	Adult	13.82
83.86	71.09	PIJE	Adult	3.27
140.42	158.61	PIJE	Adult	15.23
208.78	77.22	PIJE	Adult	51.23
54.15	97.62	PIJE	Adult	59.34
119.65	299.35	PIJE	Adult	34.48
112.83	273.37	PIJE	Adult	42.67
59.32	157.62	PIJE	Adult	20.41
68.14	220.67	PIJE	Adult	10.02
41.52	217.85	PIJE	Adult	1.46
280.71	135.63	PIJE	Adult	15.1
219.1	6.43	PIJE	Adult	22.49
276.23	289.59	PIJE	Adult	3.58
36.16	69.23	PIJE	Adult	15.98
121.6	108.35	PIJE	Adult	7.83
163.69	265.17	PIJE	Adult	24.64
101.28	163.28	PIJE	Adult	362.67
244.18	294.25	PIJE	Adult	15.5
204.51	282.79	PIJE	Adult	9.07
99.5	149.15	PIJE	Adult	5.55
219.84	206.34	PIJE	Adult	7.19
193.76	176.45	PIJE	Adult	169.74
236.55	292.42	PIJE	Adult	24.06
298.65	121.43	PIJE	Adult	8.41
176.37	208.19	PIJE	Adult	2.24
132.32	146.3	PIJE	Adult	18.48
270.39	242.21	PIJE	Adult	3.27
47.52	212.24	PIJE	Adult	12.81
26.48	52.9	PIJE	Adult	4.65
60.73	60.69	PIJE	Adult	2.4
6.95	125.93	PIJE	Adult	16.89
248.71	39.53	PIJE	Adult	1.9
257.04	29.33	PIJE	Adult	13.01
121.36	102.13	PIJE	Adult	20.25
69.65	132.45	PIJE	Adult	13.37
127.6	98.8	PIJE	Adult	69.35
204.22	219.87	PIJE	Adult	10.99
4.73	97.3	PIJE	Adult	0.94
85.89	164.09	PIJE	Adult	14.26
61.01	265	PIJE	Adult	4.94
185.57	229.74	PIJE	Adult	2.77
166.97	279.86	PIJE	Adult	11.02
294.45	201.5	PIJE	Adult	24.48
37.93	87.16	PIJE	Adult	3.65
169.09	249.83	PIJE	Adult	9.16
290.46	0.05	PIJE	Adult	4.44
174.24	294.97	PIJE	Adult	1.93
83.7	88.81	PIJE	Adult	10.9
42.97	286.57	PIJE	Adult	0.85
88.56	250.12	PIJE	Adult	7.89
65.77	282.46	PIJE	Adult	9.24
289.8	263.11	PIJE	Adult	7.14
65.05	215.85	PIJE	Adult	5.79
275.83	216.97	PIJE	Adult	3.41
203.76	88.58	PIJE	Adult	1.82
127.08	134.92	PIJE	Adult	14.41
209.57	259.84	PIJE	Adult	10
9.38	286.7	PIJE	Adult	72.1
142.99	103.38	PIJE	Adult	10.91
216.54	38.9	PIJE	Adult	6.32
249.9	63.98	PIJE	Adult	5.16
162.04	242.1	PIJE	Adult	1.63
154.24	254.75	PIJE	Adult	5.01
168.02	131.88	PIJE	Adult	1.43
277.09	20.05	PIJE	Adult	9.91
47.74	127.77	PIJE	Adult	3.38
133.21	206.64	PIJE	Adult	19.61
108.55	188.61	PIJE	Adult	35.3
109.01	254.11	PIJE	Adult	15.4
267.66	231.39	PIJE	Adult	43.11
189.66	296.58	PIJE	Adult	5.19
251.94	167.58	PIJE	Adult	4.16
22.62	120.59	PIJE	Adult	17.19
141.7	224.26	PIJE	Adult	43.72
258.93	291.84	PIJE	Adult	12.77
278.26	13.34	PIJE	Adult	1.18
240.56	21.82	PIJE	Adult	8.1
73.36	83.22	PIJE	Adult	6.12
244.09	37.83	PIJE	Adult	45.6
31.16	248.57	PIJE	Adult	7.19
240.86	279.79	PIJE	Adult	15.93
79.09	262.57	PIJE	Adult	10.84
184.44	211.16	PIJE	Adult	34.66
72.47	244.15	PIJE	Adult	70.41
207.7	158.84	PIJE	Adult	13.31
293.14	38.09	PIJE	Adult	24.42
96.19	272.55	PIJE	Adult	57.64
266.93	71.69	PIJE	Adult	5.42
49.56	101.5	PIJE	Adult	23.34
2.15	68.91	PIJE	Adult	234.01
129.34	274.2	PIJE	Adult	12.26
62.28	181.7	PIJE	Adult	16.28
266.05	13.85	PIJE	Adult	16.88
68.88	95.51	PIJE	Adult	7.52
10.28	294.86	PIJE	Adult	106.97
160.27	195.87	PIJE	Adult	7.27
139.46	250.18	PIJE	Adult	70.3
90.39	281.78	PIJE	Adult	43.31
91.05	212.97	PIJE	Adult	10.39
116.61	292.77	PIJE	Adult	6.96
97.2	252.52	PIJE	Adult	56.86
221.52	72.4	PIJE	Adult	5.95
296.79	285.47	PIJE	Adult	24.45
47.59	266.38	PIJE	Adult	12.4
169.4	259.59	PIJE	Adult	15.79
53.49	235.99	PIJE	Adult	315.07
114.16	86	PIJE	Adult	2.89
109.53	60.55	PIJE	Adult	43.21
27.9	77.41	PIJE	Adult	9.46
244.19	264.52	PIJE	Adult	13.76
204.92	53.74	PIJE	Adult	30.97
162.76	112.29	PIJE	Adult	3.97
115.13	275.14	PIJE	Adult	14.36
250.53	270.62	PIJE	Adult	4.29
272.93	129.25	PIJE	Adult	6.72
285.89	166.67	PIJE	Adult	1.11
273.5	46.78	PIJE	Adult	6.53
200.46	46.64	PIJE	Adult	13.43
194.46	260.74	PIJE	Adult	10.63
116.16	159.37	PIJE	Adult	77.08
172.86	77.27	PIJE	Adult	31.58
83	51.75	PIJE	Adult	7.53
182.16	271.25	PIJE	Adult	2.08
198.54	215.56	PIJE	Adult	1.79
223.12	253.04	PIJE	Adult	220.74
171.46	169.94	PIJE	Adult	8.14
273.84	188.85	PIJE	Adult	3.83
291.19	203.5	PIJE	Adult	13.03
268.26	135.95	PIJE	Adult	8.96
100.35	66.91	PIJE	Adult	6.83
287.57	267.43	PIJE	Adult	16.23
220.61	141.56	PIJE	Adult	4.25
159.32	135.28	PIJE	Adult	25.52
220.4	144.04	PIJE	Adult	11.75
40.96	75.72	PIJE	Adult	26.89
199.18	8.11	PIJE	Adult	138.08
70.58	270.16	PIJE	Adult	4.3
260.24	265.21	PIJE	Adult	13.74
240.96	296.73	PIJE	Adult	26.04
143.94	154.96	PIJE	Adult	19.23
118.39	134.11	PIJE	Adult	18.73
61.4	141.32	PIJE	Adult	35.34
229	251.87	PIJE	Adult	26.08
160.77	145.92	PIJE	Adult	168.68
270.84	299.09	PIJE	Adult	2.14
249.66	298.12	PIJE	Adult	81.17
171.25	80.75	PIJE	Adult	1.73
255.08	149.51	PIJE	Adult	25.5
280.62	3.45	PIJE	Adult	2.2
293.3	84.54	PIJE	Adult	32.55
36.57	198.46	PIJE	Adult	21.33
148.27	295.3	PIJE	Adult	7.55
194.8	263.34	PIJE	Adult	5.75
200.49	93.43	PIJE	Adult	8.36
62.61	155.79	PIJE	Adult	63.93
69.43	259.27	PIJE	Adult	2.68
199.11	283.79	PIJE	Adult	8.64
112.79	259.03	PIJE	Adult	13.84
219.9	30.06	PIJE	Adult	22.11
131.34	234.84	PIJE	Adult	3.67
65.78	207.6	PIJE	Adult	15.06
277.37	280.19	PIJE	Adult	10.55
279.43	298.92	PIJE	Adult	21.51
130.19	178.14	PIJE	Adult	61.31
232.72	46.01	PIJE	Adult	39.01
29.53	186.56	PIJE	Adult	11.44
170.98	246.58	PIJE	Adult	62.16
178.02	251.92	PIJE	Adult	11.69
207.57	275.19	PIJE	Adult	20.46
132.94	138.16	PIJE	Adult	5.8
255.94	155.62	PIJE	Adult	1.19
298.23	86.11	PIJE	Adult	50.57
29.94	150.79	PIJE	Adult	15.41
128.03	136.52	PIJE	Adult	15.66
234.82	180.52	PIJE	Adult	19.62
105.38	102.81	PIJE	Adult	4.92
226.55	40.48	PIJE	Adult	50.01
299.83	110.81	PIJE	Adult	21.1
132.67	274.28	PIJE	Adult	6.52
206.67	14.22	PIJE	Adult	9.98
160.23	214.45	PIJE	Adult	11.8
19.71	143.87	PIJE	Adult	67.45
98.57	170.74	PIJE	Adult	89.85
285.9	268.63	PIJE	Adult	32.01
84.2	144.63	PIJE	Adult	27.01
288.49	132.93	PIJE	Adult	5.67
280.33	76.85	PIJE	Adult	0.84
220.19	253.45	PIJE	Adult	70
14.51	141.1	PIJE	Adult	1.75
210.47	245.9	PIJE	Adult	21.43
119.58	228.65	PIJE	Adult	38.19
36.18	125.41	PIJE	Adult	9.92
42.04	271.34	PIJE	Adult	6.76
135.94	137.67	PIJE	Adult	26.29
134.28	68.56	PIJE	Adult	14.32
125.3	180.31	PIJE	Adult	21.44
149.5	233.07	PIJE	Adult	19.28
5.35	138.83	PIJE	Adult	5.67
152.38	59.7	PIJE	Adult	100.73
