X	Y	Species	Type	Diam
147.23	92.89	ABMA	Adult	91.49
183.77	245.33	ABMA	Adult	11.81
145.08	56.65	ABMA	Adult	4.95
285.56	100.12	ABMA	Adult	3.79
233.85	87.29	ABMA	Adult	16.6
239.72	54.12	ABMA	Adult	11.7
90.94	130.96	ABMA	Adult	51.8
162.68	139	ABMA	Adult	12.93
142.4	130.54	ABMA	Adult	6.64
241.92	101.86	ABMA	Adult	7.85
224.72	198.36	ABMA	Adult	30.28
177.32	137.44	ABMA	Adult	4.43
139.55	46.58	ABMA	Adult	11.99
170.39	44.17	ABMA	Adult	4.07
190.41	158.59	ABMA	Adult	4.45
165.87	288.97	ABMA	Adult	25.87
137.23	134.9	ABMA	Adult	4.74
8.14	269.27	ABMA	Adult	5.5
152.67	98.99	ABMA	Adult	26.2
37.23	266.32	ABMA	Adult	19.14
236.61	9.94	ABMA	Adult	14.02
29.08	138.95	ABMA	Adult	3.67
91.81	155.45	ABMA	Adult	7.48
217.61	179.52	ABMA	Adult	1.99
186.55	71.65	ABMA	Adult	4.88
275.45	36.94	ABMA	Adult	17.21
293.81	201.28	ABMA	Adult	46.54
80.32	126.45	ABMA	Adult	39.38
130.95	118.45	ABMA	Adult	81.36
223.83	54.63	ABMA	Adult	6.73
122.37	47.34	ABMA	Adult	2.43
205.53	65.62	ABMA	Adult	5.95
244.15	78.16	ABMA	Adult	21.02
82.68	264.87	ABMA	Adult	78.41
5.81	241.87	ABMA	Adult	5.15
210.37	58.26	ABMA	Adult	28.47
231.58	255.86	ABMA	Adult	80.9
235.31	274.66	ABMA	Adult	29.81
202.93	121.27	ABMA	Adult	33.95
296.28	234.03	ABMA	Adult	32.79
47.14	188.21	ABMA	Adult	7.15
144.24	162.98	ABMA	Adult	6.29
251.42	181.7	ABMA	Adult	3.03
148.83	294.05	ABMA	Adult	50.24
103.89	191.8	ABMA	Adult	38.79
31.73	121.02	ABMA	Adult	3.95
249.39	106.84	ABMA	Adult	50.72
189.77	291.7	ABMA	Adult	172
249.95	190.6	ABMA	Adult	3.28
192.91	77.65	ABMA	Adult	30.31
23.96	257.76	ABMA	Adult	1.45
39.62	267.9	ABMA	Adult	17.38
48.32	109.39	ABMA	Adult	48.95
196.13	133.61	ABMA	Adult	21.46
37.12	102.63	ABMA	Adult	9.09
83.9	150.44	ABMA	Adult	2.04
270.82	92.29	ABMA	Adult	43.85
144.52	278.58	ABMA	Adult	5.98
272.73	293.31	ABMA	Adult	24.33
168.83	123.82	ABMA	Adult	50.08
265.83	190.26	ABMA	Adult	6.34
271.65	116.3	ABMA	Adult	8.79
1.87	159.19	ABMA	Adult	57.38
180.78	44.62	ABMA	Adult	7.32
71.12	283.32	ABMA	Adult	8.32
129.91	269.53	ABMA	Adult	10.2
158.9	184.6	ABMA	Adult	22.22
239.31	39.55	ABMA	Adult	10.41
31.28	142.51	ABMA	Adult	14.39
182.79	21.08	ABMA	Adult	54.17
254.75	250.45	ABMA	Adult	7.49
239.16	251.3	ABMA	Adult	22.41
280.86	254.33	ABMA	Adult	3.83
271.2	270.68	ABMA	Adult	13.88
193.26	246.4	ABMA	Adult	94.14
11.74	263.65	ABMA	Adult	12.4
157.66	257.91	ABMA	Adult	14.87
181.02	151.46	ABMA	Adult	2.97
285.31	239.8	ABMA	Adult	35.59
119.99	277.65	ABMA	Adult	8.23
148.84	118.97	ABMA	Adult	5.23
8.08	128.78	ABMA	Adult	22.94
263.69	86.74	ABMA	Adult	182.13
287.24	139.31	ABMA	Adult	25.76
106.18	98.33	ABMA	Adult	30.47
290.58	290.59	ABMA	Adult	19.68
198.9	88.04	ABMA	Adult	3.31
165.18	88.52	ABMA	Adult	19.3
109.25	260.32	ABMA	Adult	9.04
41.91	118.28	ABMA	Adult	4.25
161.48	22.47	ABMA	Adult	25.03
172.8	56.87	ABMA	Adult	8.9
274.16	25.57	ABMA	Adult	10.95
210.69	22.63	ABMA	Adult	100.25
234.93	268.97	ABMA	Adult	147.43
159.15	211.85	ABMA	Adult	150.01
62.37	145.76	ABMA	Adult	37.58
198.79	226.65	ABMA	Adult	51.45
32.36	213.96	ABMA	Adult	12.6
209.96	141.65	ABMA	Adult	8.73
293.97	282.99	ABMA	Adult	10.32
117.48	156.99	ABMA	Adult	27.06
18.57	164.02	ABMA	Adult	39.38
218.45	131.43	ABMA	Adult	8.11
185.7	165.75	ABMA	Adult	4.87
210.13	86.75	ABMA	Adult	1.15
196.39	201.83	ABMA	Adult	3.87
45.42	288.02	ABMA	Adult	22.69
175.94	128.35	ABMA	Adult	1.62
257.38	51.03	ABMA	Adult	74.93
102.22	48.11	ABMA	Adult	160.49
221.79	28.21	ABMA	Adult	202.11
52.2	177.44	ABMA	Adult	8.78
244.2	159.52	ABMA	Adult	40.15
199.05	126.43	ABMA	Adult	3.08
191.66	204.81	ABMA	Adult	28.31
82.47	219.5	ABMA	Adult	18.82
264.11	169.07	ABMA	Adult	6.22
5.99	102.49	ABMA	Adult	4.74
99.42	230.18	ABMA	Adult	16.59
267.29	261.7	ABMA	Adult	19.41
46.06	140.72	ABMA	Adult	84.21
272.85	196.1	ABMA	Adult	7.44
111.86	292.37	ABMA	Adult	4.8
292.27	229.13	ABMA	Adult	4.13
275.5	146.83	ABMA	Adult	26.84
241.92	265.85	ABMA	Adult	21.32
276	139.8	ABMA	Adult	61.54
274.68	55.13	ABMA	Adult	22.43
272.32	290.74	ABMA	Adult	8.46
82.99	198.26	ABMA	Adult	9.6
232.45	213.35	ABMA	Adult	8.94
63.96	232.84	ABMA	Adult	7.23
124.86	171.74	ABMA	Adult	7.87
275.17	145.05	ABMA	Adult	7.57
42.76	131.1	ABMA	Adult	48.18
233.61	172.05	ABMA	Adult	10.3
284.64	59.01	ABMA	Adult	3.99
203.41	38.87	ABMA	Adult	6.53
238.07	137.46	ABMA	Adult	68.24
186.6	129.79	ABMA	Adult	123.23
64.76	286.61	ABMA	Adult	9.21
147.36	68.14	ABMA	Adult	2.37
100.49	269.41	ABMA	Adult	8.11
34.5	142.8	ABMA	Adult	12.35
43.51	218.52	ABMA	Adult	6.17
40.49	245.78	ABMA	Adult	10.86
169.16	69.41	ABMA	Adult	59.8
114.27	162.25	ABMA	Adult	14.37
282.78	238.85	ABMA	Adult	22.03
131.76	54.78	ABMA	Adult	11.73
261.08	158.85	ABMA	Adult	56.37
159.27	129.83	ABMA	Adult	29.82
279.52	210.02	ABMA	Adult	26.37
269.68	271.68	ABMA	Adult	49.79
211.83	176	ABMA	Adult	28.32
226.5	38.56	ABMA	Adult	32.92
165.47	228.97	ABMA	Adult	4.16
289.39	23.09	ABMA	Adult	5.5
37.46	212.74	ABMA	Adult	14.45
69.99	238.99	ABMA	Adult	22.65
201.65	212.77	ABMA	Adult	1.09
126.89	20.89	ABMA	Adult	50.42
130.52	299.55	ABMA	Adult	30.79
72.92	232.81	ABMA	Adult	9.94
286.41	209.61	ABMA	Adult	7.24
187.8	219.25	ABMA	Adult	161.62
268.48	126.11	ABMA	Adult	4.18
155.25	181.18	ABMA	Adult	7.51
38.12	200.1	ABMA	Adult	10.25
254.19	219.13	ABMA	Adult	27.4
134.19	230.73	ABMA	Adult	23.34
210.73	134.88	ABMA	Adult	8.07
225.12	135.45	ABMA	Adult	3.33
4.13	260.21	ABMA	Adult	18.91
251.45	20.14	ABMA	Adult	32.15
171.86	32.4	ABMA	Adult	64.44
226.08	199.69	ABMA	Adult	16.02
199.35	211.21	ABMA	Adult	10.07
294.81	179.06	ABMA	Adult	6.91
155.17	267.37	ABMA	Adult	4.9
123.38	158.93	ABMA	Adult	5.86
200.05	69.4	ABMA	Adult	7.76
198.95	58.67	ABMA	Adult	47.72
241.53	255.78	ABMA	Adult	13.43
240.71	237.99	ABMA	Adult	4.99
130.12	128.54	ABMA	Adult	43.97
270.66	132.34	ABMA	Adult	24.07
292.67	223.99	ABMA	Adult	180.84
165.29	14.12	ABMA	Adult	4.54
137.79	193.99	ABMA	Adult	2.36
59.75	158.55	ABMA	Adult	9.06
183.41	255.35	ABMA	Adult	14.38
93.91	227.78	ABMA	Adult	23.71
226.19	22.75	ABMA	Adult	17.16
101.67	186.91	ABMA	Adult	53.92
229.93	10.55	ABMA	Adult	85.09
280.2	181.61	ABMA	Adult	5.99
94.98	108.66	ABMA	Adult	3.82
87.48	182.15	ABMA	Adult	74.06
254.11	80.29	ABMA	Adult	24.77
70.39	136.79	ABMA	Adult	2.01
172.74	158.51	ABMA	Adult	3.44
288.49	16.8	ABMA	Adult	67.3
161.31	254.53	ABMA	Adult	6.44
226.79	264.06	ABMA	Adult	1.67
219.48	99.95	ABMA	Adult	64.62
184.47	241.81	ABMA	Adult	5.98
206.38	212.3	ABMA	Adult	0.89
213.39	154.56	ABMA	Adult	73.9
181.13	221	ABMA	Adult	32.35
129.74	189.29	ABMA	Adult	15.03
100.12	231.78	ABMA	Adult	3.84
39.08	147.16	ABMA	Adult	168.13
259.94	84.98	ABMA	Adult	5.22
228.07	15.9	ABMA	Adult	16.07
227.84	8.21	ABMA	Adult	3.06
191.22	227.78	ABMA	Adult	11.79
259.26	160.31	ABMA	Adult	16.88
110.1	110.02	ABMA	Adult	26.2
30	155.86	ABMA	Adult	10.25
231.27	137.23	ABMA	Adult	139.92
77.78	199.4	ABMA	Adult	5.31
265.87	155.8	ABMA	Adult	2.25
117.88	214.26	ABMA	Adult	4.64
181.18	145.68	ABMA	Adult	34.32
288.51	185.33	ABMA	Adult	38.41
209.48	21.85	ABMA	Adult	52.99
255.58	252.85	ABMA	Adult	21.92
49.24	123.84	ABMA	Adult	22.72
251.12	238.1	ABMA	Adult	6.54
196.52	103.91	ABMA	Adult	15.06
260.53	243.69	ABMA	Adult	15.88
102.46	95.54	ABMA	Adult	30.93
187.55	23.75	ABMA	Adult	4.05
143.68	250.93	ABMA	Adult	11.75
114.08	84.56	ABMA	Adult	10.6
271.44	232.34	ABMA	Adult	2.43
109.49	80.59	ABMA	Adult	9.01
251.37	7.48	ABMA	Adult	47.33
125.01	102.8	ABMA	Adult	83.88
296.64	0.66	ABMA	Adult	4.14
234.93	143.61	ABMA	Adult	13.19
158.55	145.78	ABMA	Adult	5.63
165.18	107.85	ABMA	Adult	3.7
31.63	268.92	ABMA	Adult	10.56
242.68	212.99	ABMA	Adult	22.53
187.71	67.07	ABMA	Adult	25.57
150.83	141.39	ABMA	Adult	7.01
35.85	256.93	ABMA	Adult	5.28
60.8	170.11	ABMA	Adult	7.83
103.67	183.76	ABMA	Adult	35.91
82.56	202.82	ABMA	Adult	6.65
21.23	154.75	ABMA	Adult	76.25
245.76	242.38	ABMA	Adult	28.86
292.61	7.76	ABMA	Adult	51.55
110.53	5.06	ABMA	Adult	22.28
208.82	84.91	ABMA	Adult	4.16
54.22	128.34	ABMA	Adult	9.38
236.11	201.92	ABMA	Adult	20.61
135.61	40.56	ABMA	Adult	24.62
177.04	212.46	ABMA	Adult	26.97
192.16	136.88	ABMA	Adult	4.1
231.01	55.69	ABMA	Adult	3.8
32.36	182.84	ABMA	Adult	6.54
184.09	229.86	ABMA	Adult	64.07
121.91	88.27	ABMA	Adult	2.32
237.25	105.22	ABMA	Adult	8.97
105.82	229.65	ABMA	Adult	10.56
281.75	269.57	ABMA	Adult	19.97
97.77	119.55	ABMA	Adult	9.17
164.3	58.87	ABMA	Adult	3.96
185.9	234.94	ABMA	Adult	8
229.05	139.83	ABMA	Adult	67.34
54.83	122.51	ABMA	Adult	39.71
249.56	47.02	ABMA	Adult	8.21
189.22	299.23	ABMA	Adult	3.28
255.65	200.85	ABMA	Adult	5.11
74.07	282	ABMA	Adult	28.08
174.55	4.34	ABMA	Adult	7.63
127.41	135.33	ABMA	Adult	6.98
238.04	246.03	ABMA	Adult	35.23
103.32	101.35	ABMA	Adult	2.99
99.63	186.08	ABMA	Adult	92.9
26.9	113.68	ABMA	Adult	6.79
198	289.65	ABMA	Adult	26.94
272.4	165.79	ABMA	Adult	14.57
193.07	188.35	ABMA	Adult	4.34
1.3	223.55	ABMA	Adult	67.64
163.79	159.36	ABMA	Adult	45.54
285.3	143.06	ABMA	Adult	67.52
273.12	31.83	ABMA	Adult	6.49
119.52	231.78	ABMA	Adult	2.57
261.13	159.31	ABMA	Adult	18.16
126.53	251.46	ABMA	Adult	95.94
272.41	240.26	ABMA	Adult	31.22
193.37	146.71	ABMA	Adult	0.59
124.94	79.58	ABMA	Adult	27.9
49.64	227.19	ABMA	Adult	38.35
279.74	100.34	ABMA	Adult	8.99
144.07	242.32	ABMA	Adult	1.78
277.82	145.07	ABMA	Adult	5.54
262.94	180.32	ABMA	Adult	35.29
190.49	76.44	ABMA	Adult	38.89
153.13	35.06	ABMA	Adult	7.87
222.36	272.19	ABMA	Adult	103.29
170.05	17.18	ABMA	Adult	118.13
254.64	250.14	ABMA	Adult	1.97
128.47	119.93	ABMA	Adult	2.62
189.21	66.19	ABMA	Adult	17.14
229.1	79.08	ABMA	Adult	1.01
123.84	160.23	ABMA	Adult	3.85
160.23	3.21	ABMA	Adult	10.1
150.77	106.41	ABMA	Adult	11.37
290.58	51.92	ABMA	Adult	4.1
164.76	65.32	ABMA	Adult	6.61
241.83	178.9	ABMA	Adult	33.14
92.96	99.22	ABMA	Adult	4.14
198.12	261.85	ABMA	Adult	12.4
24.71	242.28	ABMA	Adult	20.65
123.12	135.1	ABMA	Adult	37.82
88.65	112.83	ABMA	Adult	6.63
248.94	245.97	ABMA	Adult	91.54
152.28	260.5	ABMA	Adult	55.63
143.53	250.25	ABMA	Adult	44.77
193.52	261.3	ABMA	Adult	71.79
79.54	299.98	ABMA	Adult	112.02
90.14	183.46	ABMA	Adult	94.51
99.58	284.85	ABMA	Adult	0.6
49.48	152.86	ABMA	Adult	11.62
182.38	168.14	ABMA	Adult	13.39
211.58	189.81	ABMA	Adult	9.57
237.19	299.33	ABMA	Adult	20.44
281.09	197.75	ABMA	Adult	11.94
160.11	277.8	ABMA	Adult	6.55
267.34	274.15	ABMA	Adult	31.55
279.14	150.04	ABMA	Adult	34.43
127.8	70.85	ABMA	Adult	18.59
288.13	246.83	ABMA	Adult	5.11
172.85	127.65	ABMA	Adult	18.97
100.55	189.33	ABMA	Adult	10.62
46.16	267.45	ABMA	Adult	26.95
140.63	294.98	ABMA	Adult	4.9
142.73	22.48	ABMA	Adult	7.55
36.16	139.29	ABMA	Adult	53.84
265.02	28.49	ABMA	Adult	11.9
209.84	139.22	ABMA	Adult	11.84
160.08	268.86	ABMA	Adult	12.96
270.57	187.56	ABMA	Adult	48.34
117.21	114.35	ABMA	Adult	13.05
105.68	249.59	ABMA	Adult	6.56
176.08	142.03	ABMA	Adult	4.68
38.2	251.96	ABMA	Adult	9.06
104.92	106.44	ABMA	Adult	15.18
76.09	151.61	ABMA	Adult	427.62
77.43	284.09	ABMA	Adult	6.83
270.55	94.83	ABMA	Adult	15.05
113.23	241.96	ABMA	Adult	18.64
67.02	263.44	ABMA	Adult	41.33
106.16	64.6	ABMA	Adult	92.92
146.23	161.74	ABMA	Adult	39.01
91.68	242.46	ABMA	Adult	22.31
46.65	195.6	ABMA	Adult	10.11
23.43	252.31	ABMA	Adult	17.68
237.72	172.3	ABMA	Adult	8.14
18.19	162.08	ABMA	Adult	18.9
101.44	49.27	ABMA	Adult	3.42
119.87	113.59	ABMA	Adult	96.96
188.85	56.43	ABMA	Adult	3.62
269.15	11.46	ABMA	Adult	18.73
30.02	124.92	ABMA	Adult	27.38
149.72	130.35	ABMA	Adult	2.49
163.04	57.44	ABMA	Adult	68.71
159.97	245.13	ABMA	Adult	8.62
168.35	87.04	ABMA	Adult	14.61
13.14	217.9	ABMA	Adult	18.64
104.5	44.45	ABMA	Adult	2.82
296.72	128.38	ABMA	Adult	27.51
226.87	290.03	ABMA	Adult	20.2
33.04	290.54	ABMA	Adult	32.78
225.47	287.4	ABMA	Adult	13.84
295.74	96.23	ABMA	Adult	63.93
108.65	101.72	ABMA	Adult	30.28
20.36	166.78	ABMA	Adult	3.03
53.47	111.06	ABMA	Adult	143.61
36.76	217.39	ABMA	Adult	2.88
199.92	200.38	ABMA	Adult	34.22
29.2	234.33	ABMA	Adult	2.22
89.69	258.57	ABMA	Adult	25.65
290.66	55.23	ABMA	Adult	10.83
284.56	7.87	ABMA	Adult	37.15
50.35	137.83	ABMA	Adult	14.61
2.81	123.45	ABMA	Adult	38.26
262.04	90.38	ABMA	Adult	20.23
272.72	37.42	ABMA	Adult	13.81
173.25	65.19	ABMA	Adult	2.42
175.51	166.49	ABMA	Adult	6.14
132.28	218.03	ABMA	Adult	10.02
170.16	16.9	ABMA	Adult	158.59
99.38	207.98	ABMA	Adult	4.85
73.05	262.86	ABMA	Adult	7.17
106.66	37.91	ABMA	Adult	39.62
72.22	126.03	ABMA	Adult	13.77
107.76	244.1	ABMA	Adult	11.77
153.95	102.52	ABMA	Adult	68.19
194.19	122.8	ABMA	Adult	15.34
56.03	105.91	ABMA	Adult	36.91
235.74	238.11	ABMA	Adult	13.16
208.58	30.55	ABMA	Adult	50.07
280.24	293.29	ABMA	Adult	7.2
49.45	118.87	ABMA	Adult	2.45
122.29	190.52	ABMA	Adult	22.73
149.16	250.29	ABMA	Adult	248.13
117.16	52.68	ABMA	Adult	11.9
228.22	162.45	ABMA	Adult	6.1
202.71	200.96	ABMA	Adult	12.47
114.98	133.64	ABMA	Adult	32.78
246.29	116.89	ABMA	Adult	70.87
223.88	102.01	ABMA	Adult	21.29
114.24	56.72	ABMA	Adult	17.34
140.96	91.03	ABMA	Adult	11.69
228.86	38.53	ABMA	Adult	12.36
141.37	251.44	ABMA	Adult	3.08
190.72	194.94	ABMA	Adult	2.12
171.75	54.3	ABMA	Adult	23.73
213.3	96.87	ABMA	Adult	14.61
99.56	282.41	ABMA	Adult	13.73
209.84	111.82	ABMA	Adult	10.73
9.19	236.27	ABMA	Adult	32.9
12.06	149.13	ABMA	Adult	275.13
190.47	112.17	ABMA	Adult	11.11
198.34	295.68	ABMA	Adult	11.07
182.28	102.04	ABMA	Adult	70.82
206.86	129.09	ABMA	Adult	12.73
189.23	50.82	ABMA	Adult	11
201.63	185.07	ABMA	Adult	78.14
140.62	98.85	ABMA	Adult	9.62
222.17	195.11	ABMA	Adult	3.16
125.79	94.24	ABMA	Adult	36.36
184.19	174.1	ABMA	Adult	51.73
193.98	131.84	ABMA	Adult	39.2
219.4	79.22	ABMA	Adult	2.93
39.14	276.16	ABMA	Adult	9.43
138.39	27.03	ABMA	Adult	5.17
8.77	158.27	ABMA	Adult	70.75
135.6	136.5	ABMA	Adult	26.48
165.96	224.82	ABMA	Adult	101.72
219.49	72.56	ABMA	Adult	0.23
182.35	3.48	ABMA	Adult	80.28
116.37	148.87	ABMA	Adult	2.26
298.6	53.99	ABMA	Adult	8.8
225.28	206.66	ABMA	Adult	18.29
283.26	89.94	ABMA	Adult	60.39
201.53	57.3	ABMA	Adult	0.4
226.53	259.73	ABMA	Adult	4.27
182.84	49.21	ABMA	Adult	18.76
114.56	219.1	ABMA	Adult	89.72
96.39	152.71	ABMA	Adult	6.53
85.89	158.43	ABMA	Adult	8.45
169.54	249.78	ABMA	Adult	53.83
295.12	175.1	ABMA	Adult	18.7
159.4	36.24	ABMA	Adult	30.5
100.69	224.51	ABMA	Adult	16.76
30.15	131.79	ABMA	Adult	29.98
145.33	15.31	ABMA	Adult	37.76
260.53	8.77	ABMA	Adult	11.05
21.56	233.21	ABMA	Adult	64.85
214.96	280.79	ABMA	Adult	41.53
80.75	117.36	ABMA	Adult	1.98
165.74	32.24	ABMA	Adult	71.44
107.94	109.09	ABMA	Adult	2.87
267.82	53.29	ABMA	Adult	35.57
33.38	205.9	ABMA	Adult	10.44
274.63	194.23	ABMA	Adult	71.53
88.41	115.95	ABMA	Adult	6.54
211.38	136.48	ABMA	Adult	57.18
114.23	115.79	ABMA	Adult	11.04
50.3	124.81	ABMA	Adult	5.77
54.69	219.51	ABMA	Adult	32.98
288.55	151.78	ABMA	Adult	19.66
205.91	47.6	ABMA	Adult	133.22
187.12	70.7	ABMA	Adult	3.59
177.64	227.66	ABMA	Adult	84.9
294.16	283.49	ABMA	Adult	2.1
8.92	112.99	ABMA	Adult	10.08
183.67	208.68	ABMA	Adult	0.98
49.74	276.04	ABMA	Adult	49.23
215.97	70.6	ABMA	Adult	10.42
214.13	235.07	ABMA	Adult	105.71
208.88	288.67	ABMA	Adult	87.1
231.16	274.12	ABMA	Adult	8.54
133.52	275.98	ABMA	Adult	9.66
84.18	115.15	ABMA	Adult	107.36
16.35	156.2	ABMA	Adult	33.34
265.5	61.06	ABMA	Adult	52.99
201.82	253.49	ABMA	Adult	4.43
211.1	63.09	ABMA	Adult	3.65
215.15	108.57	ABMA	Adult	62.97
126.86	0.22	ABMA	Adult	38.33
210.9	118.8	ABMA	Adult	91.32
110.03	278.45	ABMA	Adult	134.38
292.72	33.08	ABMA	Adult	40.53
112.59	102.78	ABMA	Adult	139.26
252.69	262.63	ABMA	Adult	65.69
272.09	259.58	ABMA	Adult	15.98
282.79	44.4	ABMA	Adult	19.17
106.72	115.76	ABMA	Adult	12.96
144.5	184.93	ABMA	Adult	7.97
224.89	205.56	ABMA	Adult	14.72
31.69	279.28	ABMA	Adult	14.53
34.97	230.15	ABMA	Adult	0.92
294.94	111.86	ABMA	Adult	5.14
7.56	107.06	ABMA	Adult	9.14
6.87	223.83	ABMA	Adult	2.67
145.31	114.05	ABMA	Adult	9.84
39.98	199.21	ABMA	Adult	211.83
144.87	74.92	ABMA	Adult	9.47
27.36	202.66	ABMA	Adult	4.84
203.6	264.4	ABMA	Adult	71.19
207.91	130.49	ABMA	Adult	33.69
164.09	163.47	ABMA	Adult	16.85
216.59	270.4	ABMA	Adult	90.82
181.22	275.5	ABMA	Adult	12.84
102.92	56.59	ABMA	Adult	1.54
75	116.3	ABMA	Adult	17.04
37.9	164.85	ABMA	Adult	2.83
205.72	155.83	ABMA	Adult	12.77
12.66	212.24	ABMA	Adult	17.32
14.42	201.94	ABMA	Adult	33.16
279.49	258.74	ABMA	Adult	20.5
118.6	5.82	ABMA	Adult	27.81
118.44	58.66	ABMA	Adult	4.05
195.95	41	ABMA	Adult	91.08
110.07	122.87	ABMA	Adult	6.37
41.62	130.82	ABMA	Adult	8.63
48.54	202.6	ABMA	Adult	12.16
237.6	175.48	ABMA	Adult	9.29
203.19	160.12	ABMA	Adult	56.97
101.66	279.28	ABMA	Adult	12.12
241.25	66.21	ABMA	Adult	32.73
240.9	219.6	ABMA	Adult	17.36
138.56	292.66	ABMA	Adult	4.54
152.79	173.18	ABMA	Adult	36.53
60.48	202.84	ABMA	Adult	36
40.07	190.06	ABMA	Adult	7.88
266.19	223.89	ABMA	Adult	41.79
138.08	206.1	ABMA	Adult	3.15
60.26	100.92	ABMA	Adult	20.35
138.41	94.58	ABMA	Adult	14.68
277.16	22.58	ABMA	Adult	20.13
234.16	276.65	ABMA	Adult	30.35
266.6	226.15	ABMA	Adult	8.4
292.14	88.19	ABMA	Adult	3.66
184.79	228.72	ABMA	Adult	9.02
162.34	213.34	ABMA	Adult	28.36
