X	Y	Species	Type	Diam
273.41	19.36	PIMO	Adult	10.47
187.81	193.47	PIMO	Adult	1.79
219.04	67.35	PIMO	Adult	2.22
179.08	128.06	PIMO	Adult	5.88
66.05	275.06	PIMO	Adult	3.14
160.9	151.43	PIMO	Adult	5.28
26.12	277.49	PIMO	Adult	17.62
29.31	81.62	PIMO	Adult	23.84
178.74	77.12	PIMO	Adult	26.73
244	209.68	PIMO	Adult	8.04
88.3	162.83	PIMO	Adult	50.59
123.53	111.25	PIMO	Adult	40.62
230.88	198.99	PIMO	Adult	3.87
12.98	208.88	PIMO	Adult	3.05
232.51	103.48	PIMO	Adult	50.12
245.57	285.42	PIMO	Adult	8.25
36.82	235.23	PIMO	Adult	8.1
202.21	124.32	PIMO	Adult	53.3
278.6	226.35	PIMO	Adult	24.67
168.67	182.73	PIMO	Adult	24.21
161.29	12.62	PIMO	Adult	40.59
259.33	10.14	PIMO	Adult	65.21
182.94	30.51	PIMO	Adult	29.46
181.1	268.65	PIMO	Adult	7.26
80.07	265.43	PIMO	Adult	23.82
187.16	249.9	PIMO	Adult	9.42
286.52	93.67	PIMO	Adult	3.89
269.1	101.13	PIMO	Adult	23.43
76.26	173.51	PIMO	Adult	13.46
165.39	219.77	PIMO	Adult	6.89
51.26	296.77	PIMO	Adult	24.55
142.13	62.54	PIMO	Adult	43.02
268.51	273.67	PIMO	Adult	6.21
29.47	139.76	PIMO	Adult	12.54
266.08	30.86	PIMO	Adult	9.39
99.62	218.21	PIMO	Adult	30.57
265.43	274.3	PIMO	Adult	43.07
204.68	175.84	PIMO	Adult	1.46
21.62	238.29	PIMO	Adult	6.03
141.56	52.07	PIMO	Adult	6.64
201.45	19.35	PIMO	Adult	10.2
159.51	119.36	PIMO	Adult	41.18
237.09	263.83	PIMO	Adult	46.47
185.84	182.95	PIMO	Adult	30.8
211.02	140.56	PIMO	Adult	190.62
287.09	266.81	PIMO	Adult	29.81
157.05	231.76	PIMO	Adult	19.28
171.28	60.91	PIMO	Adult	18.21
268.83	210.56	PIMO	Adult	5.47
205.07	55.99	PIMO	Adult	20.74
134.18	284.09	PIMO	Adult	177.26
292.61	33.17	PIMO	Adult	98.85
233.9	57.46	PIMO	Adult	10.03
124.41	203.73	PIMO	Adult	20.27
86.25	261.25	PIMO	Adult	64.4
113.93	187.52	PIMO	Adult	45.74
64.98	170.79	PIMO	Adult	9.18
155.38	181.58	PIMO	Adult	68.45
190.94	189.39	PIMO	Adult	22.13
53.08	292.69	PIMO	Adult	4.63
111.24	92.5	PIMO	Adult	4.12
112.86	83.79	PIMO	Adult	110.92
292.92	257.89	PIMO	Adult	31.77
241.46	182.17	PIMO	Adult	4.8
55.74	94.5	PIMO	Adult	4.1
241.13	71.42	PIMO	Adult	12.28
80.92	195.04	PIMO	Adult	72
205.03	168.13	PIMO	Adult	76.21
169.8	134.37	PIMO	Adult	7.86
246.21	275.46	PIMO	Adult	47.34
136.71	169.5	PIMO	Adult	3.46
236.59	27.87	PIMO	Adult	21.87
213.91	106.57	PIMO	Adult	135.78
259	95.85	PIMO	Adult	13.66
180.68	25.14	PIMO	Adult	93.86
261.35	216.9	PIMO	Adult	18.2
131.8	273.17	PIMO	Adult	3.32
246.11	126.87	PIMO	Adult	6.86
239.77	243.95	PIMO	Adult	13.57
85.08	144.53	PIMO	Adult	1.67
118.63	105.01	PIMO	Adult	8.89
286.16	34.61	PIMO	Adult	22.28
157.93	229.47	PIMO	Adult	11.47
294.59	76.9	PIMO	Adult	56.37
209.18	266.67	PIMO	Adult	45.79
72.48	93.68	PIMO	Adult	6.87
250.24	65.75	PIMO	Adult	31.61
150.63	292.63	PIMO	Adult	27.49
99.98	124.43	PIMO	Adult	10.49
215.56	88.65	PIMO	Adult	1.08
64.33	299.67	PIMO	Adult	69.82
86.16	226.26	PIMO	Adult	9.33
136.28	280.34	PIMO	Adult	11.16
24.35	237.48	PIMO	Adult	69.67
221.32	210.23	PIMO	Adult	7.27
165.62	286.48	PIMO	Adult	10.27
95.38	216.94	PIMO	Adult	66.04
272.18	108.99	PIMO	Adult	31.6
90.17	103.22	PIMO	Adult	122.08
237.99	129.62	PIMO	Adult	15.31
119.66	93.77	PIMO	Adult	6.61
50.54	148.01	PIMO	Adult	9.57
234.11	173.81	PIMO	Adult	32.07
111.22	244.05	PIMO	Adult	33.12
85.48	196.29	PIMO	Adult	2.56
82.82	140.35	PIMO	Adult	32.78
205.17	224.29	PIMO	Adult	8.01
26.9	84.97	PIMO	Adult	114.85
262.17	244.23	PIMO	Adult	8.82
112.11	83.73	PIMO	Adult	16.55
294.32	227.4	PIMO	Adult	8.07
199.65	7.75	PIMO	Adult	3.67
71.2	267.15	PIMO	Adult	2.64
158.85	173.36	PIMO	Adult	24.86
243.66	173.21	PIMO	Adult	3.55
98.67	257.69	PIMO	Adult	9.47
41.36	225.6	PIMO	Adult	253.59
139.79	116.88	PIMO	Adult	5.55
78.33	143.46	PIMO	Adult	7.78
256.44	177.99	PIMO	Adult	33.01
93.52	207.68	PIMO	Adult	37.16
272.19	276.61	PIMO	Adult	4.97
139.06	262.3	PIMO	Adult	350.42
115.85	269.87	PIMO	Adult	17.44
15.65	81.4	PIMO	Adult	104.14
59.38	165.02	PIMO	Adult	23.51
217.01	92.68	PIMO	Adult	14.91
115.84	179.89	PIMO	Adult	30.83
109.97	79.1	PIMO	Adult	13.95
221.81	8.2	PIMO	Adult	23.93
103.02	94.32	PIMO	Adult	41.91
12.95	216.55	PIMO	Adult	26.32
240.25	46.57	PIMO	Adult	5.59
181.51	113.2	PIMO	Adult	9.06
22.94	79.04	PIMO	Adult	14.26
265.22	222.02	PIMO	Adult	4.88
87.72	158.57	PIMO	Adult	4.18
42.46	180.57	PIMO	Adult	14.15
223.75	222.28	PIMO	Adult	22.95
197.51	100.66	PIMO	Adult	1.25
197.7	245.54	PIMO	Adult	4.79
115.87	191.58	PIMO	Adult	6.32
212.03	252.46	PIMO	Adult	11.13
137.31	147.3	PIMO	Adult	19.48
245.64	211.76	PIMO	Adult	4.86
295.89	224.74	PIMO	Adult	6.64
285.2	299.1	PIMO	Adult	33.97
196.59	279.13	PIMO	Adult	5.06
34.59	92.47	PIMO	Adult	10.09
144.37	195.17	PIMO	Adult	3.7
64.27	208	PIMO	Adult	21.94
166.81	76.48	PIMO	Adult	157.64
106.27	92.24	PIMO	Adult	10.22
239.76	91.54	PIMO	Adult	19.47
151.02	101.22	PIMO	Adult	2.96
150.39	176.28	PIMO	Adult	2.8
251	36.4	PIMO	Adult	22.8
218.83	280.35	PIMO	Adult	5.79
90.6	131.53	PIMO	Adult	5.73
29.84	119.42	PIMO	Adult	26.09
286.78	1.64	PIMO	Adult	78.24
42.05	129.02	PIMO	Adult	3.81
71.55	234.8	PIMO	Adult	4.46
182.04	283.72	PIMO	Adult	4.67
8.92	150.67	PIMO	Adult	33.44
211.32	208.7	PIMO	Adult	17.02
3.18	265.74	PIMO	Adult	6.91
294.11	233.66	PIMO	Adult	4.41
150.19	223.86	PIMO	Adult	73.59
60.64	106.59	PIMO	Adult	11.34
50.61	91.36	PIMO	Adult	48.39
250.09	247.02	PIMO	Adult	13.15
37.35	224.24	PIMO	Adult	16.11
229.91	284.44	PIMO	Adult	4.48
193.21	49.77	PIMO	Adult	49.4
39.41	112.11	PIMO	Adult	10.68
35.27	230.69	PIMO	Adult	3.34
230.74	200.48	PIMO	Adult	6.38
218.78	42.24	PIMO	Adult	9.12
234.14	171.13	PIMO	Adult	31.12
35.88	230.28	PIMO	Adult	3.57
189.73	71.9	PIMO	Adult	3.44
198.59	120.71	PIMO	Adult	4.2
137.79	230.5	PIMO	Adult	19.21
44.16	299.51	PIMO	Adult	30.31
141.87	153.63	PIMO	Adult	38.96
31.68	178.12	PIMO	Adult	5.87
157.2	260.31	PIMO	Adult	1.67
4.98	94.49	PIMO	Adult	7.25
225.86	25.19	PIMO	Adult	12.11
12.95	240.07	PIMO	Adult	7.6
159.06	286.01	PIMO	Adult	100.45
147.62	73.12	PIMO	Adult	18.15
48.09	104.83	PIMO	Adult	21.33
57.33	229.73	PIMO	Adult	49.52
169.39	69.21	PIMO	Adult	1.17
269.88	271.77	PIMO	Adult	16.17
110.11	126.9	PIMO	Adult	17.6
236.31	51.04	PIMO	Adult	41.44
128.74	235.99	PIMO	Adult	95.56
256.78	31.1	PIMO	Adult	21.97
254.42	78.76	PIMO	Adult	21.03
94.29	263.27	PIMO	Adult	24.76
36.17	164.06	PIMO	Adult	3.33
277.81	91.21	PIMO	Adult	3.66
230.13	73.77	PIMO	Adult	38.41
155.74	118.2	PIMO	Adult	13.21
166.73	284.97	PIMO	Adult	29.77
123.47	280.83	PIMO	Adult	8.25
108.75	249.83	PIMO	Adult	47.34
117.04	99.7	PIMO	Adult	12.06
177.86	131.85	PIMO	Adult	32.74
79.12	118.02	PIMO	Adult	60.48
220.46	272.47	PIMO	Adult	3.44
293.35	298.41	PIMO	Adult	2.88
294.85	232.6	PIMO	Adult	3.29
56.28	241.19	PIMO	Adult	44.43
229.94	146.99	PIMO	Adult	6.1
93.7	106.67	PIMO	Adult	2.29
139.89	248.65	PIMO	Adult	12.06
241.32	21.87	PIMO	Adult	45.95
74.54	99.03	PIMO	Adult	4.94
79.33	280.95	PIMO	Adult	6.87
150.74	213.57	PIMO	Adult	4.16
81.68	141.2	PIMO	Adult	18.46
157.07	35.8	PIMO	Adult	12.62
269.05	10.19	PIMO	Adult	11.22
240.06	270.35	PIMO	Adult	3.21
186.46	177.11	PIMO	Adult	218.05
141.34	143.15	PIMO	Adult	14.65
253.61	56.99	PIMO	Adult	13.24
179.95	148.74	PIMO	Adult	21.22
20.52	251.22	PIMO	Adult	29.11
132.93	86.58	PIMO	Adult	22.21
116	106.15	PIMO	Adult	4.55
125.01	216.55	PIMO	Adult	8.58
254.82	29.2	PIMO	Adult	3.84
78.35	80.34	PIMO	Adult	26.5
182.98	159.59	PIMO	Adult	22.22
291.28	24.16	PIMO	Adult	3.43
17.31	228.58	PIMO	Adult	23.42
282.07	182.16	PIMO	Adult	1.79
213.79	259.15	PIMO	Adult	81.2
54.85	98.59	PIMO	Adult	45.93
228.88	239.47	PIMO	Adult	13.16
43.96	171.91	PIMO	Adult	8.85
187.44	281.92	PIMO	Adult	8.59
246.78	247.61	PIMO	Adult	17.41
294.05	279.17	PIMO	Adult	2.35
198.83	164.01	PIMO	Adult	28.21
95.6	118.79	PIMO	Adult	10.8
170.33	80.82	PIMO	Adult	32.2
287.18	110.78	PIMO	Adult	13.12
204.49	234.02	PIMO	Adult	9.26
226.73	284.71	PIMO	Adult	2.92
183.97	8.11	PIMO	Adult	6.09
102.83	160.34	PIMO	Adult	23.9
131.02	106.53	PIMO	Adult	75.18
119.51	292.6	PIMO	Adult	6.73
276.51	223.39	PIMO	Adult	3.59
206.37	280.04	PIMO	Adult	8.55
86.11	299.54	PIMO	Adult	45.57
234.4	124.26	PIMO	Adult	5.28
236.2	184.75	PIMO	Adult	13.14
8.93	138.5	PIMO	Adult	17.86
192.57	139.84	PIMO	Adult	2.89
71.6	251.87	PIMO	Adult	44.15
132.55	90.52	PIMO	Adult	121.96
161.25	185.53	PIMO	Adult	39.69
108.01	203.07	PIMO	Adult	6.55
213.37	179.66	PIMO	Adult	0.85
277.69	193.94	PIMO	Adult	162.92
254.11	240.22	PIMO	Adult	21.7
55.37	222.26	PIMO	Adult	26.26
49.81	214.02	PIMO	Adult	99.21
234.81	266.5	PIMO	Adult	4.59
78.67	157.87	PIMO	Adult	8.06
47.75	108.66	PIMO	Adult	140.81
206.42	163.84	PIMO	Adult	55.17
82.55	177.57	PIMO	Adult	8.85
133.81	92.91	PIMO	Adult	4.68
107.54	203.06	PIMO	Adult	3.22
34.18	222.46	PIMO	Adult	7.9
39.89	194.33	PIMO	Adult	13.39
215.69	269.98	PIMO	Adult	4.93
41.68	186.66	PIMO	Adult	7.77
253.97	29.97	PIMO	Adult	16.6
182.08	206.01	PIMO	Adult	9.03
244.81	222.37	PIMO	Adult	43.76
64.49	101.02	PIMO	Adult	3.09
268.72	96.08	PIMO	Adult	9.61
248.82	56.69	PIMO	Adult	6.41
245.92	194.76	PIMO	Adult	9.99
271.4	138.47	PIMO	Adult	16.21
15.45	184.02	PIMO	Adult	103.23
295.72	151.13	PIMO	Adult	24.06
233.2	35.87	PIMO	Adult	49.77
159.5	263.83	PIMO	Adult	13.68
35.03	222.04	PIMO	Adult	16.25
298.73	143.08	PIMO	Adult	30.2
166.18	238.17	PIMO	Adult	51.64
211.37	254.32	PIMO	Adult	4.47
268.73	199.58	PIMO	Adult	10.23
288.96	204.55	PIMO	Adult	3.27
32.27	94.04	PIMO	Adult	9.37
44.42	251.08	PIMO	Adult	44.45
239.11	166.2	PIMO	Adult	8.42
14.59	247.72	PIMO	Adult	59.63
217.4	158.46	PIMO	Adult	9.98
98.8	224.73	PIMO	Adult	14.76
293.05	279.01	PIMO	Adult	14.26
197.42	209.59	PIMO	Adult	15.94
166.07	228.89	PIMO	Adult	15.81
219.54	287.25	PIMO	Adult	58.09
111.03	280.41	PIMO	Adult	21.25
275.47	59.86	PIMO	Adult	63.6
78.86	80.92	PIMO	Adult	36.89
204.72	246.58	PIMO	Adult	16.16
281.25	197.01	PIMO	Adult	4.43
240.96	112.67	PIMO	Adult	47.5
263.32	134.22	PIMO	Adult	131.11
247.29	230.71	PIMO	Adult	7.69
174.52	30.34	PIMO	Adult	5.57
86.46	179.48	PIMO	Adult	67.71
72.1	92.67	PIMO	Adult	78.75
117.72	242.32	PIMO	Adult	11.33
58.84	148.37	PIMO	Adult	14.27
74.76	183.09	PIMO	Adult	9.1
37.08	193	PIMO	Adult	74.27
101.37	246.14	PIMO	Adult	17.6
169.8	51.46	PIMO	Adult	5.29
166.38	75.77	PIMO	Adult	26.18
203.88	114.46	PIMO	Adult	169.1
43.52	280.06	PIMO	Adult	37.58
55.46	164.13	PIMO	Adult	5.3
59.05	259.15	PIMO	Adult	7.02
222.33	247.49	PIMO	Adult	6.43
131.53	218.42	PIMO	Adult	85.57
249.46	141.54	PIMO	Adult	5.35
8.45	81.81	PIMO	Adult	5.45
13.51	128.31	PIMO	Adult	43.44
149.45	74.01	PIMO	Adult	20.67
110.04	158.1	PIMO	Adult	22.8
225.42	237.55	PIMO	Adult	15.92
132.05	247.1	PIMO	Adult	83.4
98.95	100.73	PIMO	Adult	20.99
247.14	164.46	PIMO	Adult	43.38
22.95	123.52	PIMO	Adult	2.25
41.14	160.33	PIMO	Adult	8.38
201.28	287.81	PIMO	Adult	2.01
177.5	31.97	PIMO	Adult	18.78
210.07	182.68	PIMO	Adult	6.09
136.81	234.45	PIMO	Adult	4.66
250.66	247.96	PIMO	Adult	9.86
258.96	9	PIMO	Adult	16.22
16.5	87.74	PIMO	Adult	36.21
274.63	155.35	PIMO	Adult	3.55
46.72	233.56	PIMO	Adult	10.75
253.7	156.63	PIMO	Adult	9.17
110.69	156.24	PIMO	Adult	22.7
266.42	280.35	PIMO	Adult	37.81
84.84	135.76	PIMO	Adult	5.18
80.88	74.88	PIMO	Adult	5.63
293.81	295.01	PIMO	Adult	9.52
166.88	195.58	PIMO	Adult	2.28
142.5	107.38	PIMO	Adult	7.26
155.98	226.01	PIMO	Adult	36.93
47.62	204.29	PIMO	Adult	3.07
233.57	247.15	PIMO	Adult	18.95
256.51	187.42	PIMO	Adult	3.98
174.7	116.75	PIMO	Adult	47.09
25.54	155.74	PIMO	Adult	1.45
184.37	105.37	PIMO	Adult	12.59
179.32	100.68	PIMO	Adult	41.65
244.19	107.72	PIMO	Adult	1.91
3.47	82.76	PIMO	Adult	41.82
41.76	116.92	PIMO	Adult	24.93
259.39	213.24	PIMO	Adult	1.11
194.01	15.23	PIMO	Adult	21.13
155.93	214.13	PIMO	Adult	25.17
15.9	279.69	PIMO	Adult	170.5
263.99	149.46	PIMO	Adult	4.67
269.45	254.26	PIMO	Adult	14.46
239.35	203.63	PIMO	Adult	5.77
250.51	137.11	PIMO	Adult	6.6
44.41	264.62	PIMO	Adult	52.56
34.07	233.6	PIMO	Adult	20.35
276.48	35.86	PIMO	Adult	17.09
240.68	83.46	PIMO	Adult	25.22
141.62	249.27	PIMO	Adult	47.89
253.68	179.58	PIMO	Adult	1.85
193.69	243.31	PIMO	Adult	33.09
21.48	292.73	PIMO	Adult	19.12
179.34	18.53	PIMO	Adult	76.5
206.42	87.55	PIMO	Adult	5.17
136.15	115.1	PIMO	Adult	17.75
216.38	285.08	PIMO	Adult	7.13
0.84	73.97	PIMO	Adult	115.92
224.83	222.31	PIMO	Adult	70.64
18.01	205.44	PIMO	Adult	8.15
286.71	219.83	PIMO	Adult	19.84
190.54	3.42	PIMO	Adult	10.15
190.44	282.2	PIMO	Adult	7.64
182.65	184.56	PIMO	Adult	63.16
162.05	177.1	PIMO	Adult	70.77
284.84	276.8	PIMO	Adult	11.85
67.48	86.24	PIMO	Adult	5.36
252.35	94.53	PIMO	Adult	3.45
290.7	215.65	PIMO	Adult	23.67
166.9	143.89	PIMO	Adult	12.09
186.67	117.57	PIMO	Adult	90.47
195.21	221.49	PIMO	Adult	36.36
174.17	184.34	PIMO	Adult	25.86
293.65	35.54	PIMO	Adult	19.84
146.63	264.82	PIMO	Adult	12.63
45.66	155.28	PIMO	Adult	1.4
166.99	237.12	PIMO	Adult	9.87
228.02	221.94	PIMO	Adult	73.75
43.22	225.6	PIMO	Adult	63.46
10.98	243.52	PIMO	Adult	99.04
275.39	200.04	PIMO	Adult	25.22
85.88	247.59	PIMO	Adult	3.76
166.79	103.05	PIMO	Adult	6.81
204.81	199.89	PIMO	Adult	19.04
109.04	88.28	PIMO	Adult	5
236.41	177.57	PIMO	Adult	55.83
160.7	216.55	PIMO	Adult	11.1
235.89	255.02	PIMO	Adult	16.17
144.3	159.3	PIMO	Adult	2.54
165.1	158.91	PIMO	Adult	22.23
244.64	175.75	PIMO	Adult	21.07
108.47	126.67	PIMO	Adult	12.77
255.72	1.02	PIMO	Adult	7.23
274.6	176.01	PIMO	Adult	8.67
250.79	117.72	PIMO	Adult	4.85
271.23	268.79	PIMO	Adult	1.89
193.6	62.06	PIMO	Adult	13.28
63.11	186.65	PIMO	Adult	27.62
125.56	91.71	PIMO	Adult	11.61
103.68	267.15	PIMO	Adult	16.62
114.92	232.85	PIMO	Adult	17.9
130.87	149.5	PIMO	Adult	34.8
186.13	177.02	PIMO	Adult	4.5
156.32	152.25	PIMO	Adult	23.78
73.91	258.72	PIMO	Adult	20.47
262.04	52.77	PIMO	Adult	14.54
271.85	228.92	PIMO	Adult	28.48
253.54	85.05	PIMO	Adult	41.53
115.98	206.99	PIMO	Adult	3.42
21.02	102.44	PIMO	Adult	62.89
150.89	179.3	PIMO	Adult	15.4
280.18	220.43	PIMO	Adult	8.57
212.49	189.24	PIMO	Adult	6.42
11.06	262.06	PIMO	Adult	12.24
230.3	268.2	PIMO	Adult	22.22
24.33	225.31	PIMO	Adult	2.75
167.83	195.86	PIMO	Adult	4.96
298.32	2.91	PIMO	Adult	11.41
220.12	27.91	PIMO	Adult	8.73
247.6	155.45	PIMO	Adult	2.73
31.39	194.82	PIMO	Adult	4.56
55.94	233.42	PIMO	Adult	0.77
9.1	274.13	PIMO	Adult	6.48
223.31	254.41	PIMO	Adult	73.95
252.58	290.17	PIMO	Adult	4.14
13.6	115.6	PIMO	Adult	49.21
5.86	223.86	PIMO	Adult	4.4
159.98	207.6	PIMO	Adult	100.08
228.41	292.47	PIMO	Adult	23.41
210.17	226.42	PIMO	Adult	31.6
141.72	4.23	PIMO	Adult	11.65
227.73	261.28	PIMO	Adult	44.71
52.65	167.34	PIMO	Adult	21.3
154.51	121.2	PIMO	Adult	23.06
144.98	41.08	PIMO	Adult	34.83
88.98	296.58	PIMO	Adult	20.56
47.54	232.69	PIMO	Adult	8.87
140.7	290.79	PIMO	Adult	5.63
176.14	253.46	PIMO	Adult	18.9
261.65	151.24	PIMO	Adult	0.88
201.89	166.95	PIMO	Adult	12.27
183.52	61.89	PIMO	Adult	35.07
130.04	196.04	PIMO	Adult	4.26
262.95	109.84	PIMO	Adult	18.7
205.2	159.48	PIMO	Adult	19.06
18.95	192.95	PIMO	Adult	19.31
66.44	179.12	PIMO	Adult	10.63
139.81	296.34	PIMO	Adult	14.03
33.51	230.47	PIMO	Adult	23.39
189.28	130.71	PIMO	Adult	58.95
229.37	6.55	PIMO	Adult	5.69
7.08	256.69	PIMO	Adult	9.46
244.33	96.36	PIMO	Adult	10.93
268.61	121.21	PIMO	Adult	12.42
48.94	291.26	PIMO	Adult	72.12
109.7	110.03	PIMO	Adult	37.25
116.11	239.52	PIMO	Adult	10.2
19.38	243.44	PIMO	Adult	24.7
158.18	11.67	PIMO	Adult	6.61
218.2	10.25	PIMO	Adult	46.1
87.08	137.92	PIMO	Adult	19.09
156.54	169.78	PIMO	Adult	4.57
221.8	282.6	PIMO	Adult	3.9
51.38	244.39	PIMO	Adult	4.57
241.06	206.25	PIMO	Adult	4.84
286.05	105.76	PIMO	Adult	70.38
62.74	279.02	PIMO	Adult	62.64
132.76	276.3	PIMO	Adult	47.02
84.95	126.49	PIMO	Adult	1.15
36.61	168.2	PIMO	Adult	16.19
243.84	264.14	PIMO	Adult	3.06
253.92	113.41	PIMO	Adult	14.01
274.81	100.1	PIMO	Adult	7.41
112.55	161.93	PIMO	Adult	155.79
44.43	238.28	PIMO	Adult	4.74
214.59	33.3	PIMO	Adult	19.04
209.92	132.77	PIMO	Adult	59.8
150.08	180.88	PIMO	Adult	60.6
144.6	136.86	PIMO	Adult	9.79
205.46	299.86	PIMO	Adult	12.75
225.87	235.22	PIMO	Adult	12.51
98.22	77.32	PIMO	Adult	17.55
233.68	6.76	PIMO	Adult	11.47
238.84	223.1	PIMO	Adult	37.9
137.65	277.25	PIMO	Adult	6.35
236.26	46.87	PIMO	Adult	132.24
267.34	3.54	PIMO	Adult	4.87
214.03	166.24	PIMO	Adult	19.99
157.93	229.35	PIMO	Adult	9.98
187.45	13.31	PIMO	Adult	10.3
38.19	207.39	PIMO	Adult	10.47
43.49	104.1	PIMO	Adult	40.34
224.68	273.43	PIMO	Adult	14
166.38	136.8	PIMO	Adult	107.37
243.97	69.26	PIMO	Adult	9.67
175.73	93.05	PIMO	Adult	15.85
24.41	299.45	PIMO	Adult	5.89
89.54	233	PIMO	Adult	3.39
229.4	298.38	PIMO	Adult	7.27
58.88	145.17	PIMO	Adult	23.03
15.93	122.2	PIMO	Adult	4.01
154.25	249.29	PIMO	Adult	7.51
160.36	38.24	PIMO	Adult	52.52
194.55	290.34	PIMO	Adult	28.32
194.65	258.79	PIMO	Adult	35.98
34.91	208.63	PIMO	Adult	20.41
161.68	205.3	PIMO	Adult	11.55
85.81	103.4	PIMO	Adult	22.1
200	27.05	PIMO	Adult	10.97
100.72	85.27	PIMO	Adult	10.01
130.22	158.83	PIMO	Adult	6.08
211.51	262.07	PIMO	Adult	81.58
163.7	108.94	PIMO	Adult	25.7
204.81	165.75	PIMO	Adult	19.64
57.57	206.67	PIMO	Adult	30.29
237.86	256.97	PIMO	Adult	3.64
180.11	230.56	PIMO	Adult	26.28
47.95	163.69	PIMO	Adult	57.16
200.05	187.98	PIMO	Adult	88.24
220.75	230.69	PIMO	Adult	7.72
18.73	222.37	PIMO	Adult	22.12
62.95	237.86	PIMO	Adult	24.71
143.38	217.06	PIMO	Adult	10.85
130.4	111.36	PIMO	Adult	10.23
133.21	126.65	PIMO	Adult	4.68
15.81	75.87	PIMO	Adult	19.28
256.27	245.34	PIMO	Adult	14.38
198	156.91	PIMO	Adult	2.72
112.96	121.82	PIMO	Adult	5.46
254.97	37.87	PIMO	Adult	20.21
